dataset_index,mechanism,strength,training_seed,model,strict_auc,full_auc,initial_gap,adapter_sha
0,M02,S1,13,rf,0.618125,0.6735416666666667,0.05541666666666667,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S1,13,lightgbm,0.5946874999999999,0.6622916666666666,0.06760416666666669,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S1,42,lr,0.6895833333333333,0.7238541666666667,0.03427083333333336,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S1,42,rf,0.6189583333333333,0.6629166666666666,0.04395833333333332,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S1,42,lightgbm,0.5946874999999999,0.6532291666666666,0.058541666666666714,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S1,2026,lr,0.6895833333333333,0.706875,0.017291666666666705,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S1,2026,rf,0.62875,0.6563541666666666,0.02760416666666654,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S1,2026,lightgbm,0.5946874999999999,0.644375,0.04968750000000011,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S1,3407,lr,0.6895833333333333,0.7490625000000001,0.05947916666666675,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S1,3407,rf,0.6319791666666666,0.6990624999999999,0.06708333333333327,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S1,3407,lightgbm,0.5946874999999999,0.7087500000000001,0.11406250000000018,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S1,7777,lr,0.6895833333333333,0.7830208333333334,0.09343750000000006,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S1,7777,rf,0.6258333333333334,0.7406250000000001,0.11479166666666674,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S1,7777,lightgbm,0.5946874999999999,0.7532291666666667,0.1585416666666668,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S2,13,lr,0.6895833333333333,0.8286458333333333,0.13906249999999998,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S2,13,rf,0.618125,0.7736458333333334,0.15552083333333333,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S2,13,lightgbm,0.5946874999999999,0.7620833333333333,0.1673958333333334,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S2,42,lr,0.6895833333333333,0.8204166666666667,0.13083333333333336,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S2,42,rf,0.6189583333333333,0.7934374999999999,0.17447916666666663,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S2,42,lightgbm,0.5946874999999999,0.7858333333333333,0.19114583333333335,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S2,2026,lr,0.6895833333333333,0.8023958333333333,0.11281249999999998,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S2,2026,rf,0.62875,0.7663541666666667,0.13760416666666664,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S2,2026,lightgbm,0.5946874999999999,0.7786458333333334,0.18395833333333345,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S2,3407,lr,0.6895833333333333,0.8329166666666666,0.1433333333333333,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S2,3407,rf,0.6319791666666666,0.7887500000000001,0.15677083333333341,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S2,3407,lightgbm,0.5946874999999999,0.7958333333333335,0.20114583333333358,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S2,7777,lr,0.6895833333333333,0.8625,0.17291666666666672,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S2,7777,rf,0.6258333333333334,0.8227083333333334,0.19687500000000002,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S2,7777,lightgbm,0.5946874999999999,0.8311458333333334,0.23645833333333344,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S3,13,lr,0.6895833333333333,0.91375,0.22416666666666663,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S3,13,rf,0.618125,0.8857291666666667,0.26760416666666664,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S3,13,lightgbm,0.5946874999999999,0.8764583333333332,0.2817708333333333,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S3,42,lr,0.6895833333333333,0.9034375000000001,0.2138541666666668,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S3,42,rf,0.6189583333333333,0.8846875000000001,0.2657291666666668,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S3,42,lightgbm,0.5946874999999999,0.8903125,0.295625,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S3,2026,lr,0.6895833333333333,0.8951041666666667,0.20552083333333337,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S3,2026,rf,0.62875,0.8661458333333333,0.23739583333333325,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S3,2026,lightgbm,0.5946874999999999,0.8763541666666667,0.28166666666666673,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S3,3407,lr,0.6895833333333333,0.9030208333333333,0.21343749999999995,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S3,3407,rf,0.6319791666666666,0.8733333333333334,0.24135416666666676,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S3,3407,lightgbm,0.5946874999999999,0.8933333333333333,0.2986458333333334,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S3,7777,lr,0.6895833333333333,0.9247916666666667,0.23520833333333335,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S3,7777,rf,0.6258333333333334,0.9010416666666667,0.2752083333333334,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S3,7777,lightgbm,0.5946874999999999,0.9139583333333334,0.3192708333333335,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S4,13,lr,0.6895833333333333,0.9655208333333334,0.27593750000000006,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S4,13,rf,0.618125,0.9469791666666666,0.32885416666666656,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S4,13,lightgbm,0.5946874999999999,0.9380208333333334,0.3433333333333335,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S4,42,lr,0.6895833333333333,0.9551041666666666,0.2655208333333333,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S4,42,rf,0.6189583333333333,0.9427083333333334,0.3237500000000001,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S4,42,lightgbm,0.5946874999999999,0.9488541666666667,0.35416666666666674,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S4,2026,lr,0.6895833333333333,0.9538541666666667,0.26427083333333334,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S4,2026,rf,0.62875,0.9386458333333334,0.30989583333333337,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S4,2026,lightgbm,0.5946874999999999,0.9423958333333333,0.3477083333333334,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S4,3407,lr,0.6895833333333333,0.9494791666666667,0.2598958333333333,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S4,3407,rf,0.6319791666666666,0.93625,0.3042708333333334,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S4,3407,lightgbm,0.5946874999999999,0.9270833333333333,0.33239583333333333,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S4,7777,lr,0.6895833333333333,0.9641666666666667,0.2745833333333334,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S4,7777,rf,0.6258333333333334,0.9541666666666666,0.32833333333333325,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S4,7777,lightgbm,0.5946874999999999,0.9560416666666667,0.36135416666666675,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S5,13,lr,0.6895833333333333,0.9904166666666667,0.3008333333333334,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S5,13,rf,0.618125,0.9798958333333333,0.36177083333333326,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S5,13,lightgbm,0.5946874999999999,0.9876041666666666,0.3929166666666667,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S5,42,lr,0.6895833333333333,0.9813541666666666,0.2917708333333333,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S5,42,rf,0.6189583333333333,0.9717708333333334,0.3528125000000001,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S5,42,lightgbm,0.5946874999999999,0.9715625000000001,0.3768750000000002,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S5,2026,lr,0.6895833333333333,0.9849999999999999,0.29541666666666655,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S5,2026,rf,0.62875,0.9781249999999999,0.3493749999999999,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S5,2026,lightgbm,0.5946874999999999,0.9747916666666667,0.3801041666666668,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S5,3407,lr,0.6895833333333333,0.9765625,0.2869791666666667,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S5,3407,rf,0.6319791666666666,0.961875,0.3298958333333334,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S5,3407,lightgbm,0.5946874999999999,0.9707291666666668,0.37604166666666683,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S5,7777,lr,0.6895833333333333,0.9855208333333334,0.2959375000000001,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S5,7777,rf,0.6258333333333334,0.9801041666666668,0.3542708333333334,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M02,S5,7777,lightgbm,0.5946874999999999,0.9853125,0.3906250000000001,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M03,S1,13,lr,0.6895833333333333,0.6810416666666667,0.00854166666666667,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M03,S1,13,rf,0.618125,0.7033333333333334,0.08520833333333333,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M03,S1,13,lightgbm,0.5946874999999999,0.7661458333333334,0.1714583333333335,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M03,S1,42,lr,0.6895833333333333,0.689375,0.0002083333333333659,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M03,S1,42,rf,0.6189583333333333,0.7015625,0.0826041666666667,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M03,S1,42,lightgbm,0.5946874999999999,0.7578125,0.16312500000000008,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M03,S1,2026,lr,0.6895833333333333,0.6961458333333334,0.006562500000000027,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M03,S1,2026,rf,0.62875,0.7071875,0.07843749999999994,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M03,S1,2026,lightgbm,0.5946874999999999,0.7104166666666667,0.11572916666666677,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M03,S1,3407,lr,0.6895833333333333,0.6854166666666668,0.004166666666666541,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M03,S1,3407,rf,0.6319791666666666,0.6892708333333333,0.05729166666666663,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M03,S1,3407,lightgbm,0.5946874999999999,0.7286458333333333,0.1339583333333334,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M03,S1,7777,lr,0.6895833333333333,0.6874999999999999,0.002083333333333437,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M03,S1,7777,rf,0.6258333333333334,0.69078125,0.06494791666666666,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
0,M03,S1,7777,lightgbm,0.5946874999999999,0.765625,0.17093750000000008,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
