ds,mech,str,seed,clean,full,infl,auprc
ds_0,M06,S1,42,0.8889581755823794,0.9994209612044007,0.11046278562202128,1.0
ds_0,M06,S1,2026,0.8889581755823794,0.9994209612044007,0.11046278562202128,1.0
ds_0,M06,S3,13,0.8889581755823794,1.0,0.11104182441762056,1.0
ds_0,M06,S3,42,0.8889581755823794,1.0,0.11104182441762056,1.0
ds_0,M06,S3,2026,0.8889581755823794,1.0,0.11104182441762056,1.0
ds_0,M06,S5,13,0.8889581755823794,1.0,0.11104182441762056,1.0
ds_0,M06,S5,42,0.8889581755823794,1.0,0.11104182441762056,1.0
ds_0,M06,S5,2026,0.8889581755823794,1.0,0.11104182441762056,1.0
ds_0,M07,S1,13,0.8933795740518429,0.9686541283179939,0.07527455426615104,0.6111111111111112
ds_0,M07,S1,42,0.8933795740518429,0.9686541283179939,0.07527455426615104,0.6111111111111112
ds_0,M07,S1,2026,0.8933795740518429,0.9686541283179939,0.07527455426615104,0.6111111111111112
ds_0,M07,S3,13,0.8933795740518429,0.9686541283179939,0.07527455426615104,0.6111111111111112
ds_0,M07,S3,42,0.8933795740518429,0.9686541283179939,0.07527455426615104,0.6111111111111112
ds_0,M07,S3,2026,0.8933795740518429,0.9686541283179939,0.07527455426615104,0.6111111111111112
ds_0,M07,S5,13,0.8933795740518429,0.9686541283179939,0.07527455426615104,0.6111111111111112
ds_0,M07,S5,42,0.8933795740518429,0.9686541283179939,0.07527455426615104,0.6111111111111112
ds_0,M07,S5,2026,0.8933795740518429,0.9686541283179939,0.07527455426615104,0.6111111111111112
ds_0,M08,S1,13,0.8723934018051664,0.869770130274332,-0.0026232715308344146,0.0625
ds_0,M08,S1,42,0.8723934018051664,0.869770130274332,-0.0026232715308344146,0.0625
ds_0,M08,S1,2026,0.8723934018051664,0.869770130274332,-0.0026232715308344146,0.0625
ds_0,M08,S3,13,0.8723934018051664,0.8687030367702636,-0.0036903650349028316,0.0625
ds_0,M08,S3,42,0.8723934018051664,0.8687030367702636,-0.0036903650349028316,0.0625
ds_0,M08,S3,2026,0.8723934018051664,0.8687030367702636,-0.0036903650349028316,0.0625
ds_0,M08,S5,13,0.8723934018051664,0.8707482993197279,-0.0016451024854385876,0.0625
ds_0,M08,S5,42,0.8723934018051664,0.8707482993197279,-0.0016451024854385876,0.0625
ds_0,M08,S5,2026,0.8723934018051664,0.8707482993197279,-0.0016451024854385876,0.0625
ds_0,M09,S1,13,0.9012093148714261,0.9013891386441288,0.0001798237727027585,0.0625
ds_0,M09,S1,42,0.9012093148714261,0.9013891386441288,0.0001798237727027585,0.0625
ds_0,M09,S1,2026,0.9012093148714261,0.9013891386441288,0.0001798237727027585,0.0625
ds_0,M09,S3,13,0.9012093148714261,0.9144488401366662,0.013239525265240082,0.16666666666666666
ds_0,M09,S3,42,0.9012093148714261,0.9144488401366662,0.013239525265240082,0.16666666666666666
ds_0,M09,S3,2026,0.9012093148714261,0.9144488401366662,0.013239525265240082,0.16666666666666666
ds_0,M09,S5,13,0.9012093148714261,0.9144488401366662,0.013239525265240082,0.125
ds_0,M09,S5,42,0.9012093148714261,0.9144488401366662,0.013239525265240082,0.125
ds_0,M09,S5,2026,0.9012093148714261,0.9144488401366662,0.013239525265240082,0.125
ds_0,M10,S1,13,0.8889581755823794,1.0,0.11104182441762056,1.0
ds_0,M10,S1,42,0.8889581755823794,1.0,0.11104182441762056,1.0
ds_0,M10,S1,2026,0.8889581755823794,1.0,0.11104182441762056,1.0
ds_0,M10,S3,13,0.8889581755823794,1.0,0.11104182441762056,1.0
ds_0,M10,S3,42,0.8889581755823794,1.0,0.11104182441762056,1.0
ds_0,M10,S3,2026,0.8889581755823794,1.0,0.11104182441762056,1.0
ds_0,M10,S5,13,0.8889581755823794,1.0,0.11104182441762056,1.0
ds_0,M10,S5,42,0.8889581755823794,1.0,0.11104182441762056,1.0
ds_0,M10,S5,2026,0.8889581755823794,1.0,0.11104182441762056,1.0
ds_0,M11,S1,13,0.8764197585853637,0.9169302035544074,0.04051044496904366,0.41666666666666663
ds_0,M11,S1,42,0.8764197585853637,0.9169302035544074,0.04051044496904366,0.41666666666666663
ds_0,M11,S1,2026,0.8764197585853637,0.9169302035544074,0.04051044496904366,0.41666666666666663
ds_0,M11,S3,13,0.8764197585853637,0.9994209612044006,0.12300120261903691,1.0
ds_0,M11,S3,42,0.8764197585853637,0.9994209612044006,0.12300120261903691,1.0
ds_0,M11,S3,2026,0.8764197585853637,0.9994209612044006,0.12300120261903691,1.0
ds_0,M11,S5,13,0.8764197585853637,0.9966371208409426,0.12021736225557889,1.0
ds_0,M11,S5,42,0.8764197585853637,0.9966371208409426,0.12021736225557889,1.0
ds_0,M11,S5,2026,0.8764197585853637,0.9966371208409426,0.12021736225557889,1.0
ds_1,M01,S1,13,0.9178082191780822,1.0,0.0821917808219178,1.0
ds_1,M01,S1,42,0.9178082191780822,1.0,0.0821917808219178,1.0
ds_1,M01,S1,2026,0.9178082191780822,1.0,0.0821917808219178,1.0
ds_1,M01,S3,13,0.9178082191780822,1.0,0.0821917808219178,1.0
ds_1,M01,S3,42,0.9178082191780822,1.0,0.0821917808219178,1.0
ds_1,M01,S3,2026,0.9178082191780822,1.0,0.0821917808219178,1.0
ds_1,M01,S5,13,0.9178082191780822,1.0,0.0821917808219178,1.0
ds_1,M01,S5,42,0.9178082191780822,1.0,0.0821917808219178,1.0
ds_1,M01,S5,2026,0.9178082191780822,1.0,0.0821917808219178,1.0
ds_1,M02,S1,13,0.875601711535033,1.0,0.12439828846496703,1.0
ds_1,M02,S1,42,0.875601711535033,1.0,0.12439828846496703,1.0
ds_1,M02,S1,2026,0.875601711535033,1.0,0.12439828846496703,1.0
ds_1,M02,S3,13,0.875601711535033,1.0,0.12439828846496703,1.0
ds_1,M02,S3,42,0.875601711535033,1.0,0.12439828846496703,1.0
ds_1,M02,S3,2026,0.875601711535033,1.0,0.12439828846496703,1.0
ds_1,M02,S5,13,0.875601711535033,1.0,0.12439828846496703,1.0
ds_1,M02,S5,42,0.875601711535033,1.0,0.12439828846496703,1.0
ds_1,M02,S5,2026,0.875601711535033,1.0,0.12439828846496703,1.0
ds_1,M03,S1,13,0.875601711535033,0.9705384203957925,0.09493670886075956,1.0
ds_1,M03,S1,42,0.875601711535033,0.9705384203957925,0.09493670886075956,1.0
ds_1,M03,S1,2026,0.875601711535033,0.9705384203957925,0.09493670886075956,1.0
ds_1,M03,S3,13,0.875601711535033,1.0,0.12439828846496703,1.0
ds_1,M03,S3,42,0.875601711535033,1.0,0.12439828846496703,1.0
ds_1,M03,S3,2026,0.875601711535033,1.0,0.12439828846496703,1.0
ds_1,M03,S5,13,0.875601711535033,1.0,0.12439828846496703,1.0
ds_1,M03,S5,42,0.875601711535033,1.0,0.12439828846496703,1.0
ds_1,M03,S5,2026,0.875601711535033,1.0,0.12439828846496703,1.0
ds_1,M04,S1,13,0.875601711535033,0.8841593866999465,0.00855767516491357,0.2
ds_1,M04,S1,42,0.875601711535033,0.8841593866999465,0.00855767516491357,0.2
ds_1,M04,S1,2026,0.875601711535033,0.8841593866999465,0.00855767516491357,0.2
ds_1,M04,S3,13,0.875601711535033,0.8774291317525406,0.0018274202175075915,0.25
ds_1,M04,S3,42,0.875601711535033,0.8774291317525406,0.0018274202175075915,0.25
ds_1,M04,S3,2026,0.875601711535033,0.8774291317525406,0.0018274202175075915,0.25
ds_1,M04,S5,13,0.875601711535033,0.8812622570868247,0.00566054555179174,0.0625
ds_1,M04,S5,42,0.875601711535033,0.8812622570868247,0.00566054555179174,0.0625
ds_1,M04,S5,2026,0.875601711535033,0.8812622570868247,0.00566054555179174,0.0625
ds_1,M05,S1,13,0.875601711535033,0.8735960064182564,-0.002005705116776557,0.0625
ds_1,M05,S1,42,0.875601711535033,0.8735960064182564,-0.002005705116776557,0.0625
ds_1,M05,S1,2026,0.875601711535033,0.8735960064182564,-0.002005705116776557,0.0625
ds_1,M05,S3,13,0.875601711535033,0.8793902656444998,0.0037885541094668795,0.16666666666666666
ds_1,M05,S3,42,0.875601711535033,0.8793902656444998,0.0037885541094668795,0.16666666666666666
ds_1,M05,S3,2026,0.875601711535033,0.8793902656444998,0.0037885541094668795,0.16666666666666666
ds_1,M05,S5,13,0.875601711535033,0.875601711535033,0.0,0.16666666666666666
ds_1,M05,S5,42,0.875601711535033,0.875601711535033,0.0,0.16666666666666666
ds_1,M05,S5,2026,0.875601711535033,0.875601711535033,0.0,0.16666666666666666
ds_1,M06,S1,13,0.8938271604938273,0.9992368125701458,0.10540965207631858,1.0
ds_1,M06,S1,42,0.8938271604938273,0.9992368125701458,0.10540965207631858,1.0
ds_1,M06,S1,2026,0.8938271604938273,0.9992368125701458,0.10540965207631858,1.0
ds_1,M06,S3,13,0.8938271604938273,1.0,0.10617283950617273,1.0
ds_1,M06,S3,42,0.8938271604938273,1.0,0.10617283950617273,1.0
ds_1,M06,S3,2026,0.8938271604938273,1.0,0.10617283950617273,1.0
ds_1,M06,S5,13,0.8938271604938273,1.0,0.10617283950617273,1.0
ds_1,M06,S5,42,0.8938271604938273,1.0,0.10617283950617273,1.0
ds_1,M06,S5,2026,0.8938271604938273,1.0,0.10617283950617273,1.0
ds_1,M07,S1,13,0.8843705164992826,0.9756994261119082,0.09132890961262563,0.5588235294117647
ds_1,M07,S1,42,0.8843705164992826,0.9756994261119082,0.09132890961262563,0.5588235294117647
ds_1,M07,S1,2026,0.8843705164992826,0.9756994261119082,0.09132890961262563,0.5588235294117647
ds_1,M07,S3,13,0.8843705164992826,0.9756994261119082,0.09132890961262563,0.5588235294117647
ds_1,M07,S3,42,0.8843705164992826,0.9756994261119082,0.09132890961262563,0.5588235294117647
ds_1,M07,S3,2026,0.8843705164992826,0.9756994261119082,0.09132890961262563,0.5588235294117647
ds_1,M07,S5,13,0.8843705164992826,0.9756994261119082,0.09132890961262563,0.5588235294117647
ds_1,M07,S5,42,0.8843705164992826,0.9756994261119082,0.09132890961262563,0.5588235294117647
ds_1,M07,S5,2026,0.8843705164992826,0.9756994261119082,0.09132890961262563,0.5588235294117647
ds_1,M08,S1,13,0.8973811746920991,0.9010715397270019,0.0036903650349028316,0.2
ds_1,M08,S1,42,0.8973811746920991,0.9010715397270019,0.0036903650349028316,0.2
ds_1,M08,S1,2026,0.8973811746920991,0.9010715397270019,0.0036903650349028316,0.2
ds_1,M08,S3,13,0.8973811746920991,0.9002712195989506,0.002890044906851519,0.125
ds_1,M08,S3,42,0.8973811746920991,0.9002712195989506,0.002890044906851519,0.125
ds_1,M08,S3,2026,0.8973811746920991,0.9002712195989506,0.002890044906851519,0.125
ds_1,M08,S5,13,0.8973811746920991,0.8975145613801075,0.0001333866880084411,0.2
ds_1,M08,S5,42,0.8973811746920991,0.8975145613801075,0.0001333866880084411,0.2
ds_1,M08,S5,2026,0.8973811746920991,0.8975145613801075,0.0001333866880084411,0.2
ds_1,M09,S1,13,0.9051821169690694,0.9017603889964432,-0.0034217279726261873,0.3333333333333333
ds_1,M09,S1,42,0.9051821169690694,0.9017603889964432,-0.0034217279726261873,0.3333333333333333
ds_1,M09,S1,2026,0.9051821169690694,0.9017603889964432,-0.0034217279726261873,0.3333333333333333
ds_1,M09,S3,13,0.9051821169690694,0.9038764576110935,-0.0013056593579758857,0.1
ds_1,M09,S3,42,0.9051821169690694,0.9038764576110935,-0.0013056593579758857,0.1
ds_1,M09,S3,2026,0.9051821169690694,0.9038764576110935,-0.0013056593579758857,0.1
ds_1,M09,S5,13,0.9051821169690694,0.9038764576110935,-0.0013056593579758857,0.1
ds_1,M09,S5,42,0.9051821169690694,0.9038764576110935,-0.0013056593579758857,0.1
ds_1,M09,S5,2026,0.9051821169690694,0.9038764576110935,-0.0013056593579758857,0.1
ds_1,M10,S1,13,0.8938271604938273,1.0,0.10617283950617273,1.0
ds_1,M10,S1,42,0.8938271604938273,1.0,0.10617283950617273,1.0
ds_1,M10,S1,2026,0.8938271604938273,1.0,0.10617283950617273,1.0
ds_1,M10,S3,13,0.8938271604938273,1.0,0.10617283950617273,1.0
ds_1,M10,S3,42,0.8938271604938273,1.0,0.10617283950617273,1.0
ds_1,M10,S3,2026,0.8938271604938273,1.0,0.10617283950617273,1.0
ds_1,M10,S5,13,0.8938271604938273,1.0,0.10617283950617273,1.0
ds_1,M10,S5,42,0.8938271604938273,1.0,0.10617283950617273,1.0
ds_1,M10,S5,2026,0.8938271604938273,1.0,0.10617283950617273,1.0
ds_1,M11,S1,13,0.8973278335724534,0.9075502152080345,0.01022238163558109,0.3088235294117647
ds_1,M11,S1,42,0.8973278335724534,0.9075502152080345,0.01022238163558109,0.3088235294117647
ds_1,M11,S1,2026,0.8973278335724534,0.9075502152080345,0.01022238163558109,0.3088235294117647
ds_1,M11,S3,13,0.8973278335724534,0.9996861549497847,0.10235832137733136,0.8333333333333333
ds_1,M11,S3,42,0.8973278335724534,0.9996861549497847,0.10235832137733136,0.8333333333333333
ds_1,M11,S3,2026,0.8973278335724534,0.9996861549497847,0.10235832137733136,0.8333333333333333
ds_1,M11,S5,13,0.8973278335724534,1.0,0.10267216642754662,1.0
ds_1,M11,S5,42,0.8973278335724534,1.0,0.10267216642754662,1.0
ds_1,M11,S5,2026,0.8973278335724534,1.0,0.10267216642754662,1.0
ds_2,M01,S1,13,0.8678222222222223,1.0,0.13217777777777773,1.0
ds_2,M01,S1,42,0.8678222222222223,1.0,0.13217777777777773,1.0
ds_2,M01,S1,2026,0.8678222222222223,1.0,0.13217777777777773,1.0
ds_2,M01,S3,13,0.8678222222222223,1.0,0.13217777777777773,1.0
ds_2,M01,S3,42,0.8678222222222223,1.0,0.13217777777777773,1.0
ds_2,M01,S3,2026,0.8678222222222223,1.0,0.13217777777777773,1.0
ds_2,M01,S5,13,0.8678222222222223,1.0,0.13217777777777773,1.0
ds_2,M01,S5,42,0.8678222222222223,1.0,0.13217777777777773,1.0
ds_2,M01,S5,2026,0.8678222222222223,1.0,0.13217777777777773,1.0
ds_2,M02,S1,13,0.8974256369214354,1.0,0.1025743630785646,1.0
ds_2,M02,S1,42,0.8974256369214354,1.0,0.1025743630785646,1.0
ds_2,M02,S1,2026,0.8974256369214354,1.0,0.1025743630785646,1.0
ds_2,M02,S3,13,0.8974256369214354,1.0,0.1025743630785646,1.0
ds_2,M02,S3,42,0.8974256369214354,1.0,0.1025743630785646,1.0
ds_2,M02,S3,2026,0.8974256369214354,1.0,0.1025743630785646,1.0
ds_2,M02,S5,13,0.8974256369214354,1.0,0.1025743630785646,1.0
ds_2,M02,S5,42,0.8974256369214354,1.0,0.1025743630785646,1.0
ds_2,M02,S5,2026,0.8974256369214354,1.0,0.1025743630785646,1.0
ds_2,M03,S1,13,0.8974256369214354,0.9986439020052466,0.10121826508381115,1.0
ds_2,M03,S1,42,0.8974256369214354,0.9986439020052466,0.10121826508381115,1.0
ds_2,M03,S1,2026,0.8974256369214354,0.9986439020052466,0.10121826508381115,1.0
ds_2,M03,S3,13,0.8974256369214354,1.0,0.1025743630785646,1.0
ds_2,M03,S3,42,0.8974256369214354,1.0,0.1025743630785646,1.0
ds_2,M03,S3,2026,0.8974256369214354,1.0,0.1025743630785646,1.0
ds_2,M03,S5,13,0.8974256369214354,1.0,0.1025743630785646,1.0
ds_2,M03,S5,42,0.8974256369214354,1.0,0.1025743630785646,1.0
ds_2,M03,S5,2026,0.8974256369214354,1.0,0.1025743630785646,1.0
ds_2,M04,S1,13,0.8974256369214354,0.897381174692099,-4.446222933640609e-05,0.1111111111111111
ds_2,M04,S1,42,0.8974256369214354,0.897381174692099,-4.446222933640609e-05,0.1111111111111111
ds_2,M04,S1,2026,0.8974256369214354,0.897381174692099,-4.446222933640609e-05,0.1111111111111111
ds_2,M04,S3,13,0.8974256369214354,0.8957805344359967,-0.0016451024854386986,0.0625
ds_2,M04,S3,42,0.8974256369214354,0.8957805344359967,-0.0016451024854386986,0.0625
ds_2,M04,S3,2026,0.8974256369214354,0.8957805344359967,-0.0016451024854386986,0.0625
ds_2,M04,S5,13,0.8974256369214354,0.9008047663509848,0.0033791294295494323,0.0625
ds_2,M04,S5,42,0.8974256369214354,0.9008047663509848,0.0033791294295494323,0.0625
ds_2,M04,S5,2026,0.8974256369214354,0.9008047663509848,0.0033791294295494323,0.0625
ds_2,M05,S1,13,0.8974256369214354,0.8933351118225067,-0.00409052509892871,0.0625
ds_2,M05,S1,42,0.8974256369214354,0.8933351118225067,-0.00409052509892871,0.0625
ds_2,M05,S1,2026,0.8974256369214354,0.8933351118225067,-0.00409052509892871,0.0625
ds_2,M05,S3,13,0.8974256369214354,0.8929349517584811,-0.0044906851629542555,0.14285714285714285
ds_2,M05,S3,42,0.8974256369214354,0.8929349517584811,-0.0044906851629542555,0.14285714285714285
ds_2,M05,S3,2026,0.8974256369214354,0.8929349517584811,-0.0044906851629542555,0.14285714285714285
ds_2,M05,S5,13,0.8974256369214354,0.8950246765372816,-0.0024009603841538274,0.16666666666666666
ds_2,M05,S5,42,0.8974256369214354,0.8950246765372816,-0.0024009603841538274,0.16666666666666666
ds_2,M05,S5,2026,0.8974256369214354,0.8950246765372816,-0.0024009603841538274,0.16666666666666666
ds_2,M06,S1,13,0.8900551503291229,0.9999110478562533,0.10985589752713043,1.0
ds_2,M06,S1,42,0.8900551503291229,0.9999110478562533,0.10985589752713043,1.0
ds_2,M06,S1,2026,0.8900551503291229,0.9999110478562533,0.10985589752713043,1.0
ds_2,M06,S3,13,0.8900551503291229,1.0,0.10994484967087714,1.0
ds_2,M06,S3,42,0.8900551503291229,1.0,0.10994484967087714,1.0
ds_2,M06,S3,2026,0.8900551503291229,1.0,0.10994484967087714,1.0
ds_2,M06,S5,13,0.8900551503291229,1.0,0.10994484967087714,1.0
ds_2,M06,S5,42,0.8900551503291229,1.0,0.10994484967087714,1.0
ds_2,M06,S5,2026,0.8900551503291229,1.0,0.10994484967087714,1.0
ds_2,M07,S1,13,0.8880859984834293,0.9689995093447522,0.08091351086132292,0.5588235294117647
ds_2,M07,S1,42,0.8880859984834293,0.9689995093447522,0.08091351086132292,0.5588235294117647
ds_2,M07,S1,2026,0.8880859984834293,0.9689995093447522,0.08091351086132292,0.5588235294117647
ds_2,M07,S3,13,0.8880859984834293,0.9689995093447522,0.08091351086132292,0.5588235294117647
ds_2,M07,S3,42,0.8880859984834293,0.9689995093447522,0.08091351086132292,0.5588235294117647
ds_2,M07,S3,2026,0.8880859984834293,0.9689995093447522,0.08091351086132292,0.5588235294117647
ds_2,M07,S5,13,0.8880859984834293,0.9689995093447522,0.08091351086132292,0.5588235294117647
ds_2,M07,S5,42,0.8880859984834293,0.9689995093447522,0.08091351086132292,0.5588235294117647
ds_2,M07,S5,2026,0.8880859984834293,0.9689995093447522,0.08091351086132292,0.5588235294117647
ds_2,M08,S1,13,0.8413143034991774,0.8426926326085991,0.0013783291094217054,0.0625
ds_2,M08,S1,42,0.8413143034991774,0.8426926326085991,0.0013783291094217054,0.0625
ds_2,M08,S1,2026,0.8413143034991774,0.8426926326085991,0.0013783291094217054,0.0625
ds_2,M08,S3,13,0.8413143034991774,0.8427370948379351,0.0014227913387577784,0.0625
ds_2,M08,S3,42,0.8413143034991774,0.8427370948379351,0.0014227913387577784,0.0625
ds_2,M08,S3,2026,0.8413143034991774,0.8427370948379351,0.0014227913387577784,0.0625
ds_2,M08,S5,13,0.8413143034991774,0.8453159041394336,0.004001600640256231,0.25
ds_2,M08,S5,42,0.8413143034991774,0.8453159041394336,0.004001600640256231,0.25
ds_2,M08,S5,2026,0.8413143034991774,0.8453159041394336,0.004001600640256231,0.25
ds_2,M09,S1,13,0.8890924527458778,0.8796639706868047,-0.009428482059073096,0.0625
ds_2,M09,S1,42,0.8890924527458778,0.8796639706868047,-0.009428482059073096,0.0625
ds_2,M09,S1,2026,0.8890924527458778,0.8796639706868047,-0.009428482059073096,0.0625
ds_2,M09,S3,13,0.8890924527458778,0.8863666830510746,-0.002725769694803204,0.2
ds_2,M09,S3,42,0.8890924527458778,0.8863666830510746,-0.002725769694803204,0.2
ds_2,M09,S3,2026,0.8890924527458778,0.8863666830510746,-0.002725769694803204,0.2
ds_2,M09,S5,13,0.8890924527458778,0.8863666830510746,-0.002725769694803204,0.2
ds_2,M09,S5,42,0.8890924527458778,0.8863666830510746,-0.002725769694803204,0.2
ds_2,M09,S5,2026,0.8890924527458778,0.8863666830510746,-0.002725769694803204,0.2
ds_2,M10,S1,13,0.8900551503291229,1.0,0.10994484967087714,1.0
ds_2,M10,S1,42,0.8900551503291229,1.0,0.10994484967087714,1.0
ds_2,M10,S1,2026,0.8900551503291229,1.0,0.10994484967087714,1.0
ds_2,M10,S3,13,0.8900551503291229,1.0,0.10994484967087714,1.0
ds_2,M10,S3,42,0.8900551503291229,1.0,0.10994484967087714,1.0
ds_2,M10,S3,2026,0.8900551503291229,1.0,0.10994484967087714,1.0
ds_2,M10,S5,13,0.8900551503291229,1.0,0.10994484967087714,1.0
ds_2,M10,S5,42,0.8900551503291229,1.0,0.10994484967087714,1.0
ds_2,M10,S5,2026,0.8900551503291229,1.0,0.10994484967087714,1.0
ds_2,M11,S1,13,0.8824679943100995,0.923097439544808,0.04062944523470857,0.375
ds_2,M11,S1,42,0.8824679943100995,0.923097439544808,0.04062944523470857,0.375
ds_2,M11,S1,2026,0.8824679943100995,0.923097439544808,0.04062944523470857,0.375
ds_2,M11,S3,13,0.8824679943100995,0.9999999999999999,0.11753200568990041,0.8333333333333333
ds_2,M11,S3,42,0.8824679943100995,0.9999999999999999,0.11753200568990041,0.8333333333333333
ds_2,M11,S3,2026,0.8824679943100995,0.9999999999999999,0.11753200568990041,0.8333333333333333
ds_2,M11,S5,13,0.8824679943100995,0.999977773826458,0.11750977951635855,1.0
ds_2,M11,S5,42,0.8824679943100995,0.999977773826458,0.11750977951635855,1.0
ds_2,M11,S5,2026,0.8824679943100995,0.999977773826458,0.11750977951635855,1.0
ds_3,M01,S1,13,0.9018909899888766,1.0,0.09810901001112338,1.0
ds_3,M01,S1,42,0.9018909899888766,1.0,0.09810901001112338,1.0
ds_3,M01,S1,2026,0.9018909899888766,1.0,0.09810901001112338,1.0
ds_3,M01,S3,13,0.9018909899888766,1.0,0.09810901001112338,1.0
ds_3,M01,S3,42,0.9018909899888766,1.0,0.09810901001112338,1.0
ds_3,M01,S3,2026,0.9018909899888766,1.0,0.09810901001112338,1.0
ds_3,M01,S5,13,0.9018909899888766,1.0,0.09810901001112338,1.0
ds_3,M01,S5,42,0.9018909899888766,1.0,0.09810901001112338,1.0
ds_3,M01,S5,2026,0.9018909899888766,1.0,0.09810901001112338,1.0
ds_3,M02,S1,13,0.8899553571428571,0.9999553571428572,0.1100000000000001,1.0
ds_3,M02,S1,42,0.8899553571428571,0.9999553571428572,0.1100000000000001,1.0
ds_3,M02,S1,2026,0.8899553571428571,0.9999553571428572,0.1100000000000001,1.0
ds_3,M02,S3,13,0.8899553571428571,0.9999553571428572,0.1100000000000001,1.0
ds_3,M02,S3,42,0.8899553571428571,0.9999553571428572,0.1100000000000001,1.0
ds_3,M02,S3,2026,0.8899553571428571,0.9999553571428572,0.1100000000000001,1.0
ds_3,M02,S5,13,0.8899553571428571,0.9999553571428572,0.1100000000000001,1.0
ds_3,M02,S5,42,0.8899553571428571,0.9999553571428572,0.1100000000000001,1.0
ds_3,M02,S5,2026,0.8899553571428571,0.9999553571428572,0.1100000000000001,1.0
ds_3,M03,S1,13,0.8899553571428571,0.9441964285714286,0.054241071428571486,1.0
ds_3,M03,S1,42,0.8899553571428571,0.9441964285714286,0.054241071428571486,1.0
ds_3,M03,S1,2026,0.8899553571428571,0.9441964285714286,0.054241071428571486,1.0
ds_3,M03,S3,13,0.8899553571428571,1.0,0.11004464285714288,1.0
