dataset,mechanism,strength,seed,clean_auc,full_auc,inflation,diagnostic_auprc,top5_recall
ds_0,M06,S1,13,0.9211439245685821,0.9991549546344067,0.07801103006582466,1.0,1.0
ds_0,M06,S1,42,0.9170076498843622,0.9965308663938801,0.07952321650951788,1.0,1.0
ds_0,M06,S1,2026,0.9209215442092155,0.9990215264187867,0.07809998220957126,1.0,1.0
ds_0,M06,S3,13,0.9211439245685821,0.9999555239281266,0.07881159935954452,1.0,1.0
ds_0,M06,S3,42,0.9170076498843622,0.9999999999999999,0.08299235011563766,1.0,1.0
ds_0,M06,S3,2026,0.9209215442092155,0.9999555239281267,0.07903397971891124,1.0,1.0
ds_0,M06,S5,13,0.9211439245685821,0.9999555239281266,0.07881159935954452,1.0,1.0
ds_0,M06,S5,42,0.9170076498843622,0.9999999999999999,0.08299235011563766,1.0,1.0
ds_0,M06,S5,2026,0.9209215442092155,0.9999555239281267,0.07903397971891124,1.0,1.0
ds_0,M07,S1,13,0.8948164627363737,0.97174638487208,0.07692992213570626,0.5588235294117647,0.5
ds_0,M07,S1,42,0.8886318131256952,0.9734816462736373,0.08484983314794214,0.5588235294117647,0.5
ds_0,M07,S1,2026,0.8945050055617353,0.9745939933259178,0.0800889877641825,0.5588235294117647,0.5
ds_0,M07,S3,13,0.8948164627363737,0.97174638487208,0.07692992213570626,0.5588235294117647,0.5
ds_0,M07,S3,42,0.8886318131256952,0.9734816462736373,0.08484983314794214,0.5588235294117647,0.5
ds_0,M07,S3,2026,0.8945050055617353,0.9745939933259178,0.0800889877641825,0.5588235294117647,0.5
ds_0,M07,S5,13,0.8948164627363737,0.97174638487208,0.07692992213570626,0.5588235294117647,0.5
ds_0,M07,S5,42,0.8886318131256952,0.9734816462736373,0.08484983314794214,0.5588235294117647,0.5
ds_0,M07,S5,2026,0.8945050055617353,0.9745939933259178,0.0800889877641825,0.5588235294117647,0.5
ds_0,M08,S1,13,0.9079415954415955,0.9127492877492878,0.004807692307692291,0.3333333333333333,1.0
ds_0,M08,S1,42,0.9044693732193732,0.9052706552706553,0.0008012820512821595,0.3333333333333333,1.0
ds_0,M08,S1,2026,0.91190349002849,0.9019764957264957,-0.009926994301994285,0.3333333333333333,1.0
ds_0,M08,S3,13,0.9079415954415955,0.9142628205128206,0.006321225071225123,0.09090909090909091,0.0
ds_0,M08,S3,42,0.9044693732193732,0.9046919515669516,0.0002225783475784393,0.09090909090909091,0.0
ds_0,M08,S3,2026,0.91190349002849,0.9011306980056979,-0.010772792022792133,0.09090909090909091,0.0
ds_0,M08,S5,13,0.9079415954415955,0.9116809116809116,0.003739316239316115,0.0625,0.0
ds_0,M08,S5,42,0.9044693732193732,0.9093215811965812,0.0048522079772080895,0.0625,0.0
ds_0,M08,S5,2026,0.91190349002849,0.9015758547008548,-0.010327635327635254,0.0625,0.0
ds_0,M09,S1,13,0.9069974611375886,0.9089127433076478,0.001915282170059207,0.0625,0.0
ds_0,M09,S1,42,0.9079773729455257,0.9114516057191215,0.00347423277359582,0.0625,0.0
ds_0,M09,S1,2026,0.9184000712663134,0.9077992071622646,-0.010600864104048813,0.0625,0.0
ds_0,M09,S3,13,0.9069974611375886,0.9096699478865085,0.0026724867489198445,0.14285714285714285,0.0
ds_0,M09,S3,42,0.9079773729455257,0.9093581577658011,0.0013807848202753714,0.14285714285714285,0.0
ds_0,M09,S3,2026,0.9184000712663134,0.9079328314997106,-0.010467239766602798,0.14285714285714285,0.0
ds_0,M09,S5,13,0.9069974611375886,0.9096699478865085,0.0026724867489198445,0.14285714285714285,0.0
ds_0,M09,S5,42,0.9079773729455257,0.9093581577658011,0.0013807848202753714,0.14285714285714285,0.0
ds_0,M09,S5,2026,0.9184000712663134,0.9079328314997106,-0.010467239766602798,0.14285714285714285,0.0
ds_0,M10,S1,13,0.9211439245685821,1.0,0.07885607543141793,1.0,1.0
ds_0,M10,S1,42,0.9170076498843622,1.0,0.08299235011563777,1.0,1.0
ds_0,M10,S1,2026,0.9209215442092155,1.0,0.07907845579078454,1.0,1.0
ds_0,M10,S3,13,0.9211439245685821,1.0,0.07885607543141793,1.0,1.0
ds_0,M10,S3,42,0.9170076498843622,1.0,0.08299235011563777,1.0,1.0
ds_0,M10,S3,2026,0.9209215442092155,1.0,0.07907845579078454,1.0,1.0
ds_0,M10,S5,13,0.9211439245685821,1.0,0.07885607543141793,1.0,1.0
ds_0,M10,S5,42,0.9170076498843622,1.0,0.08299235011563777,1.0,1.0
ds_0,M10,S5,2026,0.9209215442092155,1.0,0.07907845579078454,1.0,1.0
ds_0,M11,S1,13,0.9254727474972191,0.941979977753059,0.01650723025583989,0.41666666666666663,0.5
ds_0,M11,S1,42,0.9247608453837597,0.9454505005561735,0.020689655172413834,0.41666666666666663,0.5
ds_0,M11,S1,2026,0.9206229143492769,0.9455839822024472,0.024961067853170316,0.41666666666666663,0.5
ds_0,M11,S3,13,0.9254727474972191,1.0,0.07452725250278092,1.0,1.0
ds_0,M11,S3,42,0.9247608453837597,0.9999110122358176,0.07515016685205789,1.0,1.0
ds_0,M11,S3,2026,0.9206229143492769,0.9999110122358176,0.07928809788654068,1.0,1.0
ds_0,M11,S5,13,0.9254727474972191,1.0,0.07452725250278092,1.0,1.0
ds_0,M11,S5,42,0.9247608453837597,0.9999555061179087,0.07519466073414904,1.0,1.0
ds_0,M11,S5,2026,0.9206229143492769,1.0,0.0793770856507231,1.0,1.0
ds_1,M01,S1,13,0.9051970048136923,1.0,0.09480299518630775,1.0,1.0
ds_1,M01,S1,42,0.8936084863612052,0.9999999999999999,0.10639151363879473,1.0,1.0
ds_1,M01,S1,2026,0.9043501515421644,1.0,0.09564984845783564,1.0,1.0
ds_1,M01,S3,13,0.9051970048136923,1.0,0.09480299518630775,1.0,1.0
ds_1,M01,S3,42,0.8936084863612052,0.9999999999999999,0.10639151363879473,1.0,1.0
ds_1,M01,S3,2026,0.9043501515421644,1.0,0.09564984845783564,1.0,1.0
ds_1,M01,S5,13,0.9051970048136923,1.0,0.09480299518630775,1.0,1.0
ds_1,M01,S5,42,0.8936084863612052,0.9999999999999999,0.10639151363879473,1.0,1.0
ds_1,M01,S5,2026,0.9043501515421644,1.0,0.09564984845783564,1.0,1.0
ds_1,M02,S1,13,0.8715016685205784,1.0,0.12849833147942158,1.0,1.0
ds_1,M02,S1,42,0.8707452725250279,1.0,0.12925472747497213,1.0,1.0
ds_1,M02,S1,2026,0.8644271412680757,0.9999999999999999,0.13557285873192415,1.0,1.0
ds_1,M02,S3,13,0.8715016685205784,1.0,0.12849833147942158,1.0,1.0
ds_1,M02,S3,42,0.8707452725250279,1.0,0.12925472747497213,1.0,1.0
ds_1,M02,S3,2026,0.8644271412680757,0.9999999999999999,0.13557285873192415,1.0,1.0
ds_1,M02,S5,13,0.8715016685205784,1.0,0.12849833147942158,1.0,1.0
ds_1,M02,S5,42,0.8707452725250279,1.0,0.12925472747497213,1.0,1.0
ds_1,M02,S5,2026,0.8644271412680757,0.9999999999999999,0.13557285873192415,1.0,1.0
ds_1,M03,S1,13,0.8715016685205784,0.9989321468298109,0.1274304783092325,1.0,1.0
ds_1,M03,S1,42,0.8707452725250279,0.9990211345939933,0.12827586206896546,1.0,1.0
ds_1,M03,S1,2026,0.8644271412680757,0.9990211345939933,0.1345939933259176,1.0,1.0
ds_1,M03,S3,13,0.8715016685205784,1.0,0.12849833147942158,1.0,1.0
ds_1,M03,S3,42,0.8707452725250279,1.0,0.12925472747497213,1.0,1.0
ds_1,M03,S3,2026,0.8644271412680757,0.9999999999999999,0.13557285873192415,1.0,1.0
ds_1,M03,S5,13,0.8715016685205784,1.0,0.12849833147942158,1.0,1.0
ds_1,M03,S5,42,0.8707452725250279,1.0,0.12925472747497213,1.0,1.0
ds_1,M03,S5,2026,0.8644271412680757,0.9999999999999999,0.13557285873192415,1.0,1.0
ds_1,M04,S1,13,0.8715016685205784,0.8678086763070078,-0.003692992213570667,0.1,0.0
ds_1,M04,S1,42,0.8707452725250279,0.8724360400444939,0.0016907675194660632,0.1,0.0
ds_1,M04,S1,2026,0.8644271412680757,0.8743937708565073,0.00996662958843153,0.1,0.0
ds_1,M04,S3,13,0.8715016685205784,0.8685650723025584,-0.0029365962180200045,0.1,0.0
ds_1,M04,S3,42,0.8707452725250279,0.871012235817575,0.0002669632925471621,0.1,0.0
ds_1,M04,S3,2026,0.8644271412680757,0.8779532814238042,0.013526140155728505,0.1,0.0
ds_1,M04,S5,13,0.8715016685205784,0.8698109010011124,-0.0016907675194660632,0.3333333333333333,1.0
ds_1,M04,S5,42,0.8707452725250279,0.8702113459399332,-0.0005339265850946573,0.3333333333333333,1.0
ds_1,M04,S5,2026,0.8644271412680757,0.8731479421579532,0.008720800889877478,0.3333333333333333,1.0
ds_1,M05,S1,13,0.8715016685205784,0.8702113459399332,-0.001290322580645209,0.0625,0.0
ds_1,M05,S1,42,0.8707452725250279,0.8767519466073416,0.006006674082313701,0.0625,0.0
ds_1,M05,S1,2026,0.8644271412680757,0.87559510567297,0.011167964404894315,0.0625,0.0
ds_1,M05,S3,13,0.8715016685205784,0.8670967741935485,-0.004404894327029951,0.0625,0.0
ds_1,M05,S3,42,0.8707452725250279,0.8743492769744161,0.003604004449388243,0.0625,0.0
ds_1,M05,S3,2026,0.8644271412680757,0.8740823136818686,0.009655172413792878,0.0625,0.0
ds_1,M05,S5,13,0.8715016685205784,0.8714571746384873,-4.449388209115668e-05,0.0625,0.0
ds_1,M05,S5,42,0.8707452725250279,0.8742602892102336,0.0035150166852057074,0.0625,0.0
ds_1,M05,S5,2026,0.8644271412680757,0.8737263626251389,0.009299221357063181,0.0625,0.0
ds_1,M06,S1,13,0.9024042107141265,0.999330924662117,0.09692671394799057,1.0,1.0
ds_1,M06,S1,42,0.898122128551675,0.9993309246621169,0.10120879611044198,1.0,1.0
ds_1,M06,S1,2026,0.9010660600383603,0.999420134707168,0.09835407466880763,1.0,1.0
ds_1,M06,S3,13,0.9024042107141265,1.0,0.09759578928587354,1.0,1.0
ds_1,M06,S3,42,0.898122128551675,0.9966100182880592,0.09848788973638423,1.0,1.0
ds_1,M06,S3,2026,0.9010660600383603,1.0,0.09893393996163968,1.0,1.0
ds_1,M06,S5,13,0.9024042107141265,1.0,0.09759578928587354,1.0,1.0
ds_1,M06,S5,42,0.898122128551675,0.9966100182880592,0.09848788973638423,1.0,1.0
ds_1,M06,S5,2026,0.9010660600383603,1.0,0.09893393996163968,1.0,1.0
ds_1,M07,S1,13,0.8814398501271243,0.9677951737365627,0.08635532360943832,0.5588235294117647,0.5
ds_1,M07,S1,42,0.8865694277175609,0.9709175253133503,0.08434809759578943,0.5588235294117647,0.5
ds_1,M07,S1,2026,0.8887104687987868,0.9678397787590882,0.07912930996030143,0.5588235294117647,0.5
ds_1,M07,S3,13,0.8814398501271243,0.9677951737365627,0.08635532360943832,0.5588235294117647,0.5
ds_1,M07,S3,42,0.8865694277175609,0.9709175253133503,0.08434809759578943,0.5588235294117647,0.5
ds_1,M07,S3,2026,0.8887104687987868,0.9678397787590882,0.07912930996030143,0.5588235294117647,0.5
ds_1,M07,S5,13,0.8814398501271243,0.9677951737365627,0.08635532360943832,0.5588235294117647,0.5
ds_1,M07,S5,42,0.8865694277175609,0.9709175253133503,0.08434809759578943,0.5588235294117647,0.5
ds_1,M07,S5,2026,0.8887104687987868,0.9678397787590882,0.07912930996030143,0.5588235294117647,0.5
ds_1,M08,S1,13,0.8620199146514936,0.8673097439544808,0.005289829302987159,0.0625,0.0
ds_1,M08,S1,42,0.8604196301564724,0.8646426031294453,0.004222972972972916,0.0625,0.0
ds_1,M08,S1,2026,0.8606418918918919,0.8705992176386914,0.009957325746799528,0.0625,0.0
ds_1,M08,S3,13,0.8620199146514936,0.8715771692745378,0.009557254623044131,0.1111111111111111,0.0
ds_1,M08,S3,42,0.8604196301564724,0.8636201991465149,0.003200568990042507,0.1111111111111111,0.0
ds_1,M08,S3,2026,0.8606418918918919,0.8644203413940256,0.003778449502133685,0.1111111111111111,0.0
ds_1,M08,S5,13,0.8620199146514936,0.8668652204836416,0.004845305832147928,0.0625,0.0
ds_1,M08,S5,42,0.8604196301564724,0.8586415362731152,-0.0017780938833571458,0.0625,0.0
ds_1,M08,S5,2026,0.8606418918918919,0.8648648648648649,0.004222972972973027,0.0625,0.0
ds_1,M09,S1,13,0.8665183537263627,0.8627808676307008,-0.003737486095661824,0.0625,0.0
ds_1,M09,S1,42,0.8723915461624027,0.8714571746384872,-0.0009343715239155115,0.0625,0.0
ds_1,M09,S1,2026,0.8649610678531702,0.8676751946607342,0.002714126807563999,0.0625,0.0
ds_1,M09,S3,13,0.8665183537263627,0.8625139043381536,-0.004004449388209097,0.0625,0.0
ds_1,M09,S3,42,0.8723915461624027,0.8695884315906562,-0.0028031145717464234,0.0625,0.0
ds_1,M09,S3,2026,0.8649610678531702,0.8622469410456064,-0.002714126807563777,0.0625,0.0
ds_1,M09,S5,13,0.8665183537263627,0.8625139043381536,-0.004004449388209097,0.0625,0.0
ds_1,M09,S5,42,0.8723915461624027,0.8695884315906562,-0.0028031145717464234,0.0625,0.0
ds_1,M09,S5,2026,0.8649610678531702,0.8622469410456064,-0.002714126807563777,0.0625,0.0
ds_1,M10,S1,13,0.9024042107141265,1.0,0.09759578928587354,1.0,1.0
ds_1,M10,S1,42,0.898122128551675,0.9966100182880592,0.09848788973638423,1.0,1.0
ds_1,M10,S1,2026,0.9010660600383603,1.0,0.09893393996163968,1.0,1.0
ds_1,M10,S3,13,0.9024042107141265,1.0,0.09759578928587354,1.0,1.0
ds_1,M10,S3,42,0.898122128551675,0.9966100182880592,0.09848788973638423,1.0,1.0
ds_1,M10,S3,2026,0.9010660600383603,1.0,0.09893393996163968,1.0,1.0
ds_1,M10,S5,13,0.9024042107141265,1.0,0.09759578928587354,1.0,1.0
ds_1,M10,S5,42,0.898122128551675,0.9966100182880592,0.09848788973638423,1.0,1.0
ds_1,M10,S5,2026,0.9010660600383603,1.0,0.09893393996163968,1.0,1.0
ds_1,M11,S1,13,0.8910745349926402,0.9475444935099693,0.056469958517329055,0.375,0.5
ds_1,M11,S1,42,0.8894687541817209,0.9495071145010927,0.06003836031937182,0.375,0.5
ds_1,M11,S1,2026,0.8881306035059549,0.9443329318881306,0.05620232838217576,0.375,0.5
ds_1,M11,S3,13,0.8910745349926402,0.995584102769972,0.10450956777733178,1.0,1.0
ds_1,M11,S3,42,0.8894687541817209,0.99500423747714,0.10553548329541906,1.0,1.0
ds_1,M11,S3,2026,0.8881306035059549,0.9995985547972702,0.11146795129131537,1.0,1.0
ds_1,M11,S5,13,0.8910745349926402,1.0,0.10892546500735978,1.0,1.0
ds_1,M11,S5,42,0.8894687541817209,0.9998661849324234,0.11039743075070252,1.0,1.0
ds_1,M11,S5,2026,0.8881306035059549,1.0,0.11186939649404515,1.0,1.0
ds_2,M01,S1,13,0.8769114509246088,0.9999333214793742,0.12302187055476543,1.0,1.0
ds_2,M01,S1,42,0.8799786628733998,1.0,0.12002133712660024,1.0,1.0
ds_2,M01,S1,2026,0.8756223328591749,1.0,0.1243776671408251,1.0,1.0
ds_2,M01,S3,13,0.8769114509246088,0.9999333214793742,0.12302187055476543,1.0,1.0
ds_2,M01,S3,42,0.8799786628733998,1.0,0.12002133712660024,1.0,1.0
ds_2,M01,S3,2026,0.8756223328591749,1.0,0.1243776671408251,1.0,1.0
ds_2,M01,S5,13,0.8769114509246088,0.9999333214793742,0.12302187055476543,1.0,1.0
ds_2,M01,S5,42,0.8799786628733998,1.0,0.12002133712660024,1.0,1.0
ds_2,M01,S5,2026,0.8756223328591749,1.0,0.1243776671408251,1.0,1.0
ds_2,M02,S1,13,0.887668918918919,1.0,0.11233108108108103,1.0,1.0
ds_2,M02,S1,42,0.8877578236130866,1.0,0.11224217638691336,1.0,1.0
ds_2,M02,S1,2026,0.8825568990042674,1.0,0.11744310099573263,1.0,1.0
ds_2,M02,S3,13,0.887668918918919,1.0,0.11233108108108103,1.0,1.0
ds_2,M02,S3,42,0.8877578236130866,1.0,0.11224217638691336,1.0,1.0
ds_2,M02,S3,2026,0.8825568990042674,1.0,0.11744310099573263,1.0,1.0
ds_2,M02,S5,13,0.887668918918919,1.0,0.11233108108108103,1.0,1.0
ds_2,M02,S5,42,0.8877578236130866,1.0,0.11224217638691336,1.0,1.0
ds_2,M02,S5,2026,0.8825568990042674,1.0,0.11744310099573263,1.0,1.0
ds_2,M03,S1,13,0.887668918918919,0.9977329302987197,0.11006401137980071,1.0,1.0
ds_2,M03,S1,42,0.8877578236130866,0.9983997155049786,0.110641891891892,1.0,1.0
ds_2,M03,S1,2026,0.8825568990042674,0.9981774537695589,0.11562055476529154,1.0,1.0
ds_2,M03,S3,13,0.887668918918919,1.0,0.11233108108108103,1.0,1.0
ds_2,M03,S3,42,0.8877578236130866,1.0,0.11224217638691336,1.0,1.0
ds_2,M03,S3,2026,0.8825568990042674,1.0,0.11744310099573263,1.0,1.0
ds_2,M03,S5,13,0.887668918918919,1.0,0.11233108108108103,1.0,1.0
ds_2,M03,S5,42,0.8877578236130866,1.0,0.11224217638691336,1.0,1.0
ds_2,M03,S5,2026,0.8825568990042674,1.0,0.11744310099573263,1.0,1.0
ds_2,M04,S1,13,0.887668918918919,0.8907805832147937,0.0031116642958747276,0.0625,0.0
ds_2,M04,S1,42,0.8877578236130866,0.8946923897581792,0.00693456614509258,0.0625,0.0
ds_2,M04,S1,2026,0.8825568990042674,0.8866465149359886,0.004089615931721191,0.0625,0.0
ds_2,M04,S3,13,0.887668918918919,0.8874911095305833,-0.00017780938833567017,0.0625,0.0
ds_2,M04,S3,42,0.8877578236130866,0.8950924608819346,0.007334637268847977,0.0625,0.0
ds_2,M04,S3,2026,0.8825568990042674,0.8898026315789473,0.007245732574679975,0.0625,0.0
ds_2,M04,S5,13,0.887668918918919,0.8876244665718349,-4.445234708405632e-05,0.0625,0.0
ds_2,M04,S5,42,0.8877578236130866,0.8939366998577525,0.006178876244665843,0.0625,0.0
ds_2,M04,S5,2026,0.8825568990042674,0.8879800853485064,0.005423186344238995,0.0625,0.0
ds_2,M05,S1,13,0.887668918918919,0.8868687766714083,-0.0008001422475106823,0.0625,0.0
ds_2,M05,S1,42,0.8877578236130866,0.8939366998577525,0.006178876244665843,0.0625,0.0
ds_2,M05,S1,2026,0.8825568990042674,0.8898470839260313,0.00729018492176392,0.0625,0.0
ds_2,M05,S3,13,0.887668918918919,0.888202347083926,0.0005334281650070105,0.25,1.0
ds_2,M05,S3,42,0.8877578236130866,0.8969594594594594,0.009201635846372791,0.25,1.0
ds_2,M05,S3,2026,0.8825568990042674,0.8884690611664295,0.005912162162162171,0.25,1.0
ds_2,M05,S5,13,0.887668918918919,0.8870910384068279,-0.0005778805120910668,0.1,0.0
ds_2,M05,S5,42,0.8877578236130866,0.8951369132290186,0.007379089615931922,0.1,0.0
ds_2,M05,S5,2026,0.8825568990042674,0.888202347083926,0.00564544807965861,0.1,0.0
ds_2,M06,S1,13,0.9153895274584929,0.9989965334792921,0.08360700602079918,1.0,1.0
ds_2,M06,S1,42,0.9183999270206167,0.9990421455938697,0.08064221857325304,1.0,1.0
ds_2,M06,S1,2026,0.9161649334063128,0.9984035759897829,0.08223864258347013,1.0,1.0
ds_2,M06,S3,13,0.9153895274584929,0.9996351030833789,0.084245575624886,1.0,1.0
ds_2,M06,S3,42,0.9183999270206167,1.0,0.08160007297938332,1.0,1.0
ds_2,M06,S3,2026,0.9161649334063128,1.0,0.08383506659368722,1.0,1.0
ds_2,M06,S5,13,0.9153895274584929,0.9996351030833789,0.084245575624886,1.0,1.0
ds_2,M06,S5,42,0.9183999270206167,1.0,0.08160007297938332,1.0,1.0
ds_2,M06,S5,2026,0.9161649334063128,1.0,0.08383506659368722,1.0,1.0
ds_2,M07,S1,13,0.9140722291407224,0.973091976516634,0.059019747375911646,0.6666666666666666,0.5
ds_2,M07,S1,42,0.9158512720156555,0.9715797900729407,0.05572851805728518,0.6666666666666666,0.5
ds_2,M07,S1,2026,0.9182085038249421,0.9728695961572674,0.0546610923323253,0.6666666666666666,0.5
ds_2,M07,S3,13,0.9140722291407224,0.973091976516634,0.059019747375911646,0.6666666666666666,0.5
ds_2,M07,S3,42,0.9158512720156555,0.9715797900729407,0.05572851805728518,0.6666666666666666,0.5
ds_2,M07,S3,2026,0.9182085038249421,0.9728695961572674,0.0546610923323253,0.6666666666666666,0.5
ds_2,M07,S5,13,0.9140722291407224,0.973091976516634,0.059019747375911646,0.6666666666666666,0.5
ds_2,M07,S5,42,0.9158512720156555,0.9715797900729407,0.05572851805728518,0.6666666666666666,0.5
ds_2,M07,S5,2026,0.9182085038249421,0.9728695961572674,0.0546610923323253,0.6666666666666666,0.5
ds_2,M08,S1,13,0.8868908469699694,0.8812713540730085,-0.005619492896960954,0.0625,0.0
ds_2,M08,S1,42,0.8925552958101061,0.8926452076964575,8.991188635143477e-05,0.0625,0.0
ds_2,M08,S1,2026,0.8870706707426722,0.8871605826290235,8.991188635132374e-05,0.0625,0.0
ds_2,M08,S3,13,0.8868908469699694,0.8934993706167955,0.00660852364682607,0.0625,0.0
ds_2,M08,S3,42,0.8925552958101061,0.8917910447761194,-0.0007642510339866959,0.0625,0.0
ds_2,M08,S3,2026,0.8870706707426722,0.8864862434813882,-0.0005844272612840484,0.0625,0.0
ds_2,M08,S5,13,0.8868908469699694,0.8928250314691601,0.005934184499190698,0.0625,0.0
ds_2,M08,S5,42,0.8925552958101061,0.8892735119582809,-0.003281783851825204,0.0625,0.0
ds_2,M08,S5,2026,0.8870706707426722,0.8856320805610501,-0.001438590181622068,0.0625,0.0
ds_2,M09,S1,13,0.8868880885687609,0.8944911297852474,0.0076030412164864725,0.0625,0.0
ds_2,M09,S1,42,0.8941798941798942,0.8862211551287182,-0.007958739051175945,0.0625,0.0
ds_2,M09,S1,2026,0.884931750477969,0.8913787737317149,0.006447023253745909,0.0625,0.0
ds_2,M09,S3,13,0.8868880885687609,0.8900893690809657,0.003201280512204807,0.0625,0.0
ds_2,M09,S3,42,0.8941798941798942,0.8881330309901739,-0.006046863189720253,0.0625,0.0
ds_2,M09,S3,2026,0.884931750477969,0.8940465074918856,0.009114757013916619,0.0625,0.0
ds_2,M09,S5,13,0.8868880885687609,0.8900893690809657,0.003201280512204807,0.0625,0.0
ds_2,M09,S5,42,0.8941798941798942,0.8881330309901739,-0.006046863189720253,0.0625,0.0
ds_2,M09,S5,2026,0.884931750477969,0.8940465074918856,0.009114757013916619,0.0625,0.0
ds_2,M10,S1,13,0.9153895274584929,1.0,0.08461047254150711,1.0,1.0
ds_2,M10,S1,42,0.9183999270206167,1.0,0.08160007297938332,1.0,1.0
ds_2,M10,S1,2026,0.9161649334063128,1.0,0.08383506659368722,1.0,1.0
ds_2,M10,S3,13,0.9153895274584929,1.0,0.08461047254150711,1.0,1.0
ds_2,M10,S3,42,0.9183999270206167,1.0,0.08160007297938332,1.0,1.0
ds_2,M10,S3,2026,0.9161649334063128,1.0,0.08383506659368722,1.0,1.0
ds_2,M10,S5,13,0.9153895274584929,1.0,0.08461047254150711,1.0,1.0
ds_2,M10,S5,42,0.9183999270206167,1.0,0.08160007297938332,1.0,1.0
ds_2,M10,S5,2026,0.9161649334063128,1.0,0.08383506659368722,1.0,1.0
ds_2,M11,S1,13,0.9106940477809511,0.9338591957931003,0.023165148012149195,0.41666666666666663,0.5
