ds,mech,strategy,budget,auc,oracle_auc,regret,n_quar,legit_ret,leak_recall
ds_0,M06,G4_fixed_group_budget,0.3,0.5110397430750703,0.8887996788438378,0.37775993576876754,6,0.8,1.0
ds_0,M06,G6_graph_cut,0.3,0.5110397430750703,0.8887996788438378,0.37775993576876754,6,0.8,1.0
ds_0,M06,G7_lifecycle_removal,0.3,0.9905660377358491,0.8887996788438378,0.10176635889201124,0,1.0,0.0
ds_0,M08,G1_no_removal,0.05,0.9058441558441558,0.911525974025974,0.005681818181818232,0,1.0,0.0
ds_0,M08,G2_oracle_remove_all,0.05,0.911525974025974,0.911525974025974,0.0,1,1.0,1.0
ds_0,M08,G3_fixed_field_budget,0.05,0.7102272727272727,0.911525974025974,0.2012987012987013,1,0.9333333333333333,0.0
ds_0,M08,G4_fixed_group_budget,0.05,0.7102272727272727,0.911525974025974,0.2012987012987013,1,0.9333333333333333,0.0
ds_0,M08,G6_graph_cut,0.05,0.7102272727272727,0.911525974025974,0.2012987012987013,1,0.9333333333333333,0.0
ds_0,M08,G7_lifecycle_removal,0.05,0.9058441558441558,0.911525974025974,0.005681818181818232,0,1.0,0.0
ds_0,M08,G1_no_removal,0.1,0.9058441558441558,0.911525974025974,0.005681818181818232,0,1.0,0.0
ds_0,M08,G2_oracle_remove_all,0.1,0.911525974025974,0.911525974025974,0.0,1,1.0,1.0
ds_0,M08,G3_fixed_field_budget,0.1,0.5296266233766234,0.911525974025974,0.38189935064935066,2,0.8666666666666667,0.0
ds_0,M08,G4_fixed_group_budget,0.1,0.5296266233766234,0.911525974025974,0.38189935064935066,2,0.8666666666666667,0.0
ds_0,M08,G6_graph_cut,0.1,0.5296266233766234,0.911525974025974,0.38189935064935066,2,0.8666666666666667,0.0
ds_0,M08,G7_lifecycle_removal,0.1,0.9058441558441558,0.911525974025974,0.005681818181818232,0,1.0,0.0
ds_0,M08,G1_no_removal,0.2,0.9058441558441558,0.911525974025974,0.005681818181818232,0,1.0,0.0
ds_0,M08,G2_oracle_remove_all,0.2,0.911525974025974,0.911525974025974,0.0,1,1.0,1.0
ds_0,M08,G3_fixed_field_budget,0.2,0.4744318181818181,0.911525974025974,0.4370941558441559,4,0.8,1.0
ds_0,M08,G4_fixed_group_budget,0.2,0.4744318181818181,0.911525974025974,0.4370941558441559,4,0.8,1.0
ds_0,M08,G6_graph_cut,0.2,0.4744318181818181,0.911525974025974,0.4370941558441559,4,0.8,1.0
ds_0,M08,G7_lifecycle_removal,0.2,0.9058441558441558,0.911525974025974,0.005681818181818232,0,1.0,0.0
ds_0,M08,G1_no_removal,0.3,0.9058441558441558,0.911525974025974,0.005681818181818232,0,1.0,0.0
ds_0,M08,G2_oracle_remove_all,0.3,0.911525974025974,0.911525974025974,0.0,1,1.0,1.0
ds_0,M08,G3_fixed_field_budget,0.3,0.5941558441558441,0.911525974025974,0.3173701298701299,5,0.7333333333333333,1.0
ds_0,M08,G4_fixed_group_budget,0.3,0.5941558441558441,0.911525974025974,0.3173701298701299,5,0.7333333333333333,1.0
ds_0,M08,G6_graph_cut,0.3,0.5941558441558441,0.911525974025974,0.3173701298701299,5,0.7333333333333333,1.0
ds_0,M08,G7_lifecycle_removal,0.3,0.9058441558441558,0.911525974025974,0.005681818181818232,0,1.0,0.0
ds_0,M11,G1_no_removal,0.05,1.0,0.8501446878875568,0.14985531211244318,0,1.0,0.0
ds_0,M11,G2_oracle_remove_all,0.05,0.8501446878875568,0.8501446878875568,0.0,2,1.0,1.0
ds_0,M11,G3_fixed_field_budget,0.05,0.9925589086399338,0.8501446878875568,0.14241422075237697,1,1.0,0.5
ds_0,M11,G4_fixed_group_budget,0.05,0.9925589086399338,0.8501446878875568,0.14241422075237697,1,1.0,0.5
ds_0,M11,G6_graph_cut,0.05,0.9925589086399338,0.8501446878875568,0.14241422075237697,1,1.0,0.5
ds_0,M11,G7_lifecycle_removal,0.05,1.0,0.8501446878875568,0.14985531211244318,0,1.0,0.0
ds_0,M11,G1_no_removal,0.1,1.0,0.8501446878875568,0.14985531211244318,0,1.0,0.0
ds_0,M11,G2_oracle_remove_all,0.1,0.8501446878875568,0.8501446878875568,0.0,2,1.0,1.0
ds_0,M11,G3_fixed_field_budget,0.1,0.8501446878875568,0.8501446878875568,0.0,2,1.0,1.0
ds_0,M11,G4_fixed_group_budget,0.1,0.8501446878875568,0.8501446878875568,0.0,2,1.0,1.0
ds_0,M11,G6_graph_cut,0.1,0.8501446878875568,0.8501446878875568,0.0,2,1.0,1.0
ds_0,M11,G7_lifecycle_removal,0.1,1.0,0.8501446878875568,0.14985531211244318,0,1.0,0.0
ds_0,M11,G1_no_removal,0.2,1.0,0.8501446878875568,0.14985531211244318,0,1.0,0.0
ds_0,M11,G2_oracle_remove_all,0.2,0.8501446878875568,0.8501446878875568,0.0,2,1.0,1.0
ds_0,M11,G3_fixed_field_budget,0.2,0.5489871847871022,0.8501446878875568,0.30115750310045464,4,0.8666666666666667,1.0
ds_0,M11,G4_fixed_group_budget,0.2,0.5489871847871022,0.8501446878875568,0.30115750310045464,4,0.8666666666666667,1.0
ds_0,M11,G6_graph_cut,0.2,0.5489871847871022,0.8501446878875568,0.30115750310045464,4,0.8666666666666667,1.0
ds_0,M11,G7_lifecycle_removal,0.2,1.0,0.8501446878875568,0.14985531211244318,0,1.0,0.0
ds_0,M11,G1_no_removal,0.3,1.0,0.8501446878875568,0.14985531211244318,0,1.0,0.0
ds_0,M11,G2_oracle_remove_all,0.3,0.8501446878875568,0.8501446878875568,0.0,2,1.0,1.0
ds_0,M11,G3_fixed_field_budget,0.3,0.5169491525423728,0.8501446878875568,0.333195535345184,6,0.7333333333333333,1.0
ds_0,M11,G4_fixed_group_budget,0.3,0.5169491525423728,0.8501446878875568,0.333195535345184,6,0.7333333333333333,1.0
ds_0,M11,G6_graph_cut,0.3,0.5169491525423728,0.8501446878875568,0.333195535345184,6,0.7333333333333333,1.0
ds_0,M11,G7_lifecycle_removal,0.3,1.0,0.8501446878875568,0.14985531211244318,0,1.0,0.0
ds_1,M01,G1_no_removal,0.05,0.9997960016319869,0.8510811913504692,0.14871481028151767,0,1.0,0.0
ds_1,M01,G2_oracle_remove_all,0.05,0.8510811913504692,0.8510811913504692,0.0,1,1.0,1.0
ds_1,M01,G3_fixed_field_budget,0.05,0.8510811913504692,0.8510811913504692,0.0,1,1.0,1.0
ds_1,M01,G4_fixed_group_budget,0.05,0.8510811913504692,0.8510811913504692,0.0,1,1.0,1.0
ds_1,M01,G6_graph_cut,0.05,0.8510811913504692,0.8510811913504692,0.0,1,1.0,1.0
ds_1,M01,G7_lifecycle_removal,0.05,0.9997960016319869,0.8510811913504692,0.14871481028151767,0,1.0,0.0
ds_1,M01,G1_no_removal,0.1,0.9997960016319869,0.8510811913504692,0.14871481028151767,0,1.0,0.0
ds_1,M01,G2_oracle_remove_all,0.1,0.8510811913504692,0.8510811913504692,0.0,1,1.0,1.0
ds_1,M01,G3_fixed_field_budget,0.1,0.6674826601387189,0.8510811913504692,0.1835985312117503,2,0.9333333333333333,1.0
ds_1,M01,G4_fixed_group_budget,0.1,0.6674826601387189,0.8510811913504692,0.1835985312117503,2,0.9333333333333333,1.0
ds_1,M01,G6_graph_cut,0.1,0.6674826601387189,0.8510811913504692,0.1835985312117503,2,0.9333333333333333,1.0
ds_1,M01,G7_lifecycle_removal,0.1,0.9997960016319869,0.8510811913504692,0.14871481028151767,0,1.0,0.0
ds_1,M01,G1_no_removal,0.2,0.9997960016319869,0.8510811913504692,0.14871481028151767,0,1.0,0.0
ds_1,M01,G2_oracle_remove_all,0.2,0.8510811913504692,0.8510811913504692,0.0,1,1.0,1.0
ds_1,M01,G3_fixed_field_budget,0.2,0.4740922072623419,0.8510811913504692,0.3769889840881273,4,0.8,1.0
ds_1,M01,G4_fixed_group_budget,0.2,0.4740922072623419,0.8510811913504692,0.3769889840881273,4,0.8,1.0
ds_1,M01,G6_graph_cut,0.2,0.4740922072623419,0.8510811913504692,0.3769889840881273,4,0.8,1.0
ds_1,M01,G7_lifecycle_removal,0.2,0.9997960016319869,0.8510811913504692,0.14871481028151767,0,1.0,0.0
ds_1,M01,G1_no_removal,0.3,0.9997960016319869,0.8510811913504692,0.14871481028151767,0,1.0,0.0
ds_1,M01,G2_oracle_remove_all,0.3,0.8510811913504692,0.8510811913504692,0.0,1,1.0,1.0
ds_1,M01,G3_fixed_field_budget,0.3,0.4728682170542636,0.8510811913504692,0.37821297429620565,5,0.7333333333333333,1.0
ds_1,M01,G4_fixed_group_budget,0.3,0.4728682170542636,0.8510811913504692,0.37821297429620565,5,0.7333333333333333,1.0
ds_1,M01,G6_graph_cut,0.3,0.4728682170542636,0.8510811913504692,0.37821297429620565,5,0.7333333333333333,1.0
ds_1,M01,G7_lifecycle_removal,0.3,0.9997960016319869,0.8510811913504692,0.14871481028151767,0,1.0,0.0
ds_1,M04,G1_no_removal,0.05,0.9188311688311688,0.9147727272727273,0.0040584415584414835,0,1.0,0.0
ds_1,M04,G2_oracle_remove_all,0.05,0.9147727272727273,0.9147727272727273,0.0,1,1.0,1.0
ds_1,M04,G3_fixed_field_budget,0.05,0.7581168831168832,0.9147727272727273,0.1566558441558441,1,0.9333333333333333,0.0
ds_1,M04,G4_fixed_group_budget,0.05,0.7581168831168832,0.9147727272727273,0.1566558441558441,1,0.9333333333333333,0.0
ds_1,M04,G6_graph_cut,0.05,0.7581168831168832,0.9147727272727273,0.1566558441558441,1,0.9333333333333333,0.0
ds_1,M04,G7_lifecycle_removal,0.05,0.9188311688311688,0.9147727272727273,0.0040584415584414835,0,1.0,0.0
ds_1,M04,G1_no_removal,0.1,0.9188311688311688,0.9147727272727273,0.0040584415584414835,0,1.0,0.0
ds_1,M04,G2_oracle_remove_all,0.1,0.9147727272727273,0.9147727272727273,0.0,1,1.0,1.0
ds_1,M04,G3_fixed_field_budget,0.1,0.6107954545454545,0.9147727272727273,0.3039772727272728,2,0.8666666666666667,0.0
ds_1,M04,G4_fixed_group_budget,0.1,0.6107954545454545,0.9147727272727273,0.3039772727272728,2,0.8666666666666667,0.0
ds_1,M04,G6_graph_cut,0.1,0.6107954545454545,0.9147727272727273,0.3039772727272728,2,0.8666666666666667,0.0
ds_1,M04,G7_lifecycle_removal,0.1,0.9188311688311688,0.9147727272727273,0.0040584415584414835,0,1.0,0.0
ds_1,M04,G1_no_removal,0.2,0.9188311688311688,0.9147727272727273,0.0040584415584414835,0,1.0,0.0
ds_1,M04,G2_oracle_remove_all,0.2,0.9147727272727273,0.9147727272727273,0.0,1,1.0,1.0
ds_1,M04,G3_fixed_field_budget,0.2,0.6116071428571428,0.9147727272727273,0.3031655844155845,4,0.7333333333333333,0.0
ds_1,M04,G4_fixed_group_budget,0.2,0.6116071428571428,0.9147727272727273,0.3031655844155845,4,0.7333333333333333,0.0
ds_1,M04,G6_graph_cut,0.2,0.6116071428571428,0.9147727272727273,0.3031655844155845,4,0.7333333333333333,0.0
ds_1,M04,G7_lifecycle_removal,0.2,0.9188311688311688,0.9147727272727273,0.0040584415584414835,0,1.0,0.0
ds_1,M04,G1_no_removal,0.3,0.9188311688311688,0.9147727272727273,0.0040584415584414835,0,1.0,0.0
ds_1,M04,G2_oracle_remove_all,0.3,0.9147727272727273,0.9147727272727273,0.0,1,1.0,1.0
ds_1,M04,G3_fixed_field_budget,0.3,0.5079139610389611,0.9147727272727273,0.40685876623376616,5,0.6666666666666666,0.0
ds_1,M04,G4_fixed_group_budget,0.3,0.5079139610389611,0.9147727272727273,0.40685876623376616,5,0.6666666666666666,0.0
ds_1,M04,G6_graph_cut,0.3,0.5079139610389611,0.9147727272727273,0.40685876623376616,5,0.6666666666666666,0.0
ds_1,M04,G7_lifecycle_removal,0.3,0.9188311688311688,0.9147727272727273,0.0040584415584414835,0,1.0,0.0
ds_1,M06,G1_no_removal,0.05,0.9979600163198695,0.8857609139126887,0.11219910240718078,0,1.0,0.0
ds_1,M06,G2_oracle_remove_all,0.05,0.8857609139126887,0.8857609139126887,0.0,3,1.0,1.0
ds_1,M06,G3_fixed_field_budget,0.05,0.999796001631987,0.8857609139126887,0.11403508771929827,1,1.0,0.3333333333333333
ds_1,M06,G4_fixed_group_budget,0.05,0.999796001631987,0.8857609139126887,0.11403508771929827,1,1.0,0.3333333333333333
ds_1,M06,G6_graph_cut,0.05,0.999796001631987,0.8857609139126887,0.11403508771929827,1,1.0,0.3333333333333333
ds_1,M06,G7_lifecycle_removal,0.05,0.9979600163198695,0.8857609139126887,0.11219910240718078,0,1.0,0.0
ds_1,M06,G1_no_removal,0.1,0.9979600163198695,0.8857609139126887,0.11219910240718078,0,1.0,0.0
ds_1,M06,G2_oracle_remove_all,0.1,0.8857609139126887,0.8857609139126887,0.0,3,1.0,1.0
ds_1,M06,G3_fixed_field_budget,0.1,1.0,0.8857609139126887,0.11423908608731126,2,1.0,0.6666666666666666
ds_1,M06,G4_fixed_group_budget,0.1,1.0,0.8857609139126887,0.11423908608731126,2,1.0,0.6666666666666666
ds_1,M06,G6_graph_cut,0.1,1.0,0.8857609139126887,0.11423908608731126,2,1.0,0.6666666666666666
ds_1,M06,G7_lifecycle_removal,0.1,0.9979600163198695,0.8857609139126887,0.11219910240718078,0,1.0,0.0
ds_1,M06,G1_no_removal,0.2,0.9979600163198695,0.8857609139126887,0.11219910240718078,0,1.0,0.0
ds_1,M06,G2_oracle_remove_all,0.2,0.8857609139126887,0.8857609139126887,0.0,3,1.0,1.0
ds_1,M06,G3_fixed_field_budget,0.2,0.7547939616483068,0.8857609139126887,0.13096695226438193,4,0.9333333333333333,1.0
ds_1,M06,G4_fixed_group_budget,0.2,0.7547939616483068,0.8857609139126887,0.13096695226438193,4,0.9333333333333333,1.0
ds_1,M06,G6_graph_cut,0.2,0.7547939616483068,0.8857609139126887,0.13096695226438193,4,0.9333333333333333,1.0
ds_1,M06,G7_lifecycle_removal,0.2,0.9979600163198695,0.8857609139126887,0.11219910240718078,0,1.0,0.0
ds_1,M06,G1_no_removal,0.3,0.9979600163198695,0.8857609139126887,0.11219910240718078,0,1.0,0.0
ds_1,M06,G2_oracle_remove_all,0.3,0.8857609139126887,0.8857609139126887,0.0,3,1.0,1.0
ds_1,M06,G3_fixed_field_budget,0.3,0.5703794369645043,0.8857609139126887,0.3153814769481844,6,0.8,1.0
ds_1,M06,G4_fixed_group_budget,0.3,0.5703794369645043,0.8857609139126887,0.3153814769481844,6,0.8,1.0
ds_1,M06,G6_graph_cut,0.3,0.5703794369645043,0.8857609139126887,0.3153814769481844,6,0.8,1.0
ds_1,M06,G7_lifecycle_removal,0.3,0.9979600163198695,0.8857609139126887,0.11219910240718078,0,1.0,0.0
ds_1,M08,G1_no_removal,0.05,0.8918269230769231,0.8790064102564102,0.012820512820512886,0,1.0,0.0
ds_1,M08,G2_oracle_remove_all,0.05,0.8790064102564102,0.8790064102564102,0.0,1,1.0,1.0
ds_1,M08,G3_fixed_field_budget,0.05,0.7612179487179488,0.8790064102564102,0.11778846153846145,1,0.9333333333333333,0.0
ds_1,M08,G4_fixed_group_budget,0.05,0.7612179487179488,0.8790064102564102,0.11778846153846145,1,0.9333333333333333,0.0
ds_1,M08,G6_graph_cut,0.05,0.7612179487179488,0.8790064102564102,0.11778846153846145,1,0.9333333333333333,0.0
ds_1,M08,G7_lifecycle_removal,0.05,0.8918269230769231,0.8790064102564102,0.012820512820512886,0,1.0,0.0
ds_1,M08,G1_no_removal,0.1,0.8918269230769231,0.8790064102564102,0.012820512820512886,0,1.0,0.0
ds_1,M08,G2_oracle_remove_all,0.1,0.8790064102564102,0.8790064102564102,0.0,1,1.0,1.0
ds_1,M08,G3_fixed_field_budget,0.1,0.4130608974358974,0.8790064102564102,0.46594551282051283,2,0.8666666666666667,0.0
ds_1,M08,G4_fixed_group_budget,0.1,0.4130608974358974,0.8790064102564102,0.46594551282051283,2,0.8666666666666667,0.0
ds_1,M08,G6_graph_cut,0.1,0.4130608974358974,0.8790064102564102,0.46594551282051283,2,0.8666666666666667,0.0
ds_1,M08,G7_lifecycle_removal,0.1,0.8918269230769231,0.8790064102564102,0.012820512820512886,0,1.0,0.0
ds_1,M08,G1_no_removal,0.2,0.8918269230769231,0.8790064102564102,0.012820512820512886,0,1.0,0.0
ds_1,M08,G2_oracle_remove_all,0.2,0.8790064102564102,0.8790064102564102,0.0,1,1.0,1.0
ds_1,M08,G3_fixed_field_budget,0.2,0.5076121794871795,0.8790064102564102,0.3713942307692307,4,0.7333333333333333,0.0
ds_1,M08,G4_fixed_group_budget,0.2,0.5076121794871795,0.8790064102564102,0.3713942307692307,4,0.7333333333333333,0.0
ds_1,M08,G6_graph_cut,0.2,0.5076121794871795,0.8790064102564102,0.3713942307692307,4,0.7333333333333333,0.0
ds_1,M08,G7_lifecycle_removal,0.2,0.8918269230769231,0.8790064102564102,0.012820512820512886,0,1.0,0.0
ds_1,M08,G1_no_removal,0.3,0.8918269230769231,0.8790064102564102,0.012820512820512886,0,1.0,0.0
ds_1,M08,G2_oracle_remove_all,0.3,0.8790064102564102,0.8790064102564102,0.0,1,1.0,1.0
ds_1,M08,G3_fixed_field_budget,0.3,0.4310897435897436,0.8790064102564102,0.44791666666666663,5,0.6666666666666666,0.0
ds_1,M08,G4_fixed_group_budget,0.3,0.4310897435897436,0.8790064102564102,0.44791666666666663,5,0.6666666666666666,0.0
ds_1,M08,G6_graph_cut,0.3,0.4310897435897436,0.8790064102564102,0.44791666666666663,5,0.6666666666666666,0.0
ds_1,M08,G7_lifecycle_removal,0.3,0.8918269230769231,0.8790064102564102,0.012820512820512886,0,1.0,0.0
ds_1,M11,G1_no_removal,0.05,0.999597423510467,0.8977455716586151,0.10185185185185186,0,1.0,0.0
ds_1,M11,G2_oracle_remove_all,0.05,0.8977455716586151,0.8977455716586151,0.0,2,1.0,1.0
ds_1,M11,G3_fixed_field_budget,0.05,0.995169082125604,0.8977455716586151,0.09742351046698883,1,1.0,0.5
ds_1,M11,G4_fixed_group_budget,0.05,0.995169082125604,0.8977455716586151,0.09742351046698883,1,1.0,0.5
ds_1,M11,G6_graph_cut,0.05,0.995169082125604,0.8977455716586151,0.09742351046698883,1,1.0,0.5
ds_1,M11,G7_lifecycle_removal,0.05,0.999597423510467,0.8977455716586151,0.10185185185185186,0,1.0,0.0
ds_1,M11,G1_no_removal,0.1,0.999597423510467,0.8977455716586151,0.10185185185185186,0,1.0,0.0
ds_1,M11,G2_oracle_remove_all,0.1,0.8977455716586151,0.8977455716586151,0.0,2,1.0,1.0
ds_1,M11,G3_fixed_field_budget,0.1,0.8977455716586151,0.8977455716586151,0.0,2,1.0,1.0
ds_1,M11,G4_fixed_group_budget,0.1,0.8977455716586151,0.8977455716586151,0.0,2,1.0,1.0
ds_1,M11,G6_graph_cut,0.1,0.8977455716586151,0.8977455716586151,0.0,2,1.0,1.0
ds_1,M11,G7_lifecycle_removal,0.1,0.999597423510467,0.8977455716586151,0.10185185185185186,0,1.0,0.0
ds_1,M11,G1_no_removal,0.2,0.999597423510467,0.8977455716586151,0.10185185185185186,0,1.0,0.0
ds_1,M11,G2_oracle_remove_all,0.2,0.8977455716586151,0.8977455716586151,0.0,2,1.0,1.0
ds_1,M11,G3_fixed_field_budget,0.2,0.44887278582930756,0.8977455716586151,0.44887278582930756,4,0.8666666666666667,1.0
ds_1,M11,G4_fixed_group_budget,0.2,0.44887278582930756,0.8977455716586151,0.44887278582930756,4,0.8666666666666667,1.0
ds_1,M11,G6_graph_cut,0.2,0.44887278582930756,0.8977455716586151,0.44887278582930756,4,0.8666666666666667,1.0
