ds,mech,str,model,seed,strategy,auc,oracle_auc,oracle_regret,n_quarantined,n_kept,legit_retention,leakage_recall
ds_0,M02,S5,catboost,42,G1_no_removal,1.0,0.8879967884383781,0.11200321156162185,0,13,1.0,0.0
ds_0,M02,S5,lr,42,G1_no_removal,1.0,0.9048574869530309,0.09514251304696908,0,13,1.0,0.0
ds_0,M02,S5,catboost,42,G2_oracle_remove_all,0.8879967884383781,0.8879967884383781,0.0,1,12,1.0,1.0
ds_0,M02,S5,lr,42,G2_oracle_remove_all,0.9048574869530309,0.9048574869530309,0.0,1,12,1.0,1.0
ds_0,M02,S5,catboost,42,G3_fixed_field_budget,0.6864712966680048,0.8879967884383781,0.20152549177037338,2,11,0.9166666666666666,1.0
ds_0,M02,S5,lr,42,G3_fixed_field_budget,0.6599759132878361,0.9048574869530309,0.2448815736651948,2,11,0.9166666666666666,1.0
ds_0,M02,S5,catboost,42,G5_score_threshold,1.0,0.8879967884383781,0.11200321156162185,0,13,1.0,0.0
ds_0,M02,S5,lr,42,G5_score_threshold,1.0,0.9048574869530309,0.09514251304696908,0,13,1.0,0.0
ds_0,M02,S5,catboost,42,G7_lifecycle_removal,1.0,0.8879967884383781,0.11200321156162185,0,13,1.0,0.0
ds_0,M02,S5,lr,42,G7_lifecycle_removal,1.0,0.9048574869530309,0.09514251304696908,0,13,1.0,0.0
ds_0,M04,S3,catboost,42,G1_no_removal,0.8735447611401045,0.8879967884383781,0.014452027298273662,0,13,1.0,0.0
ds_0,M04,S3,lr,42,G1_no_removal,0.9064632677639503,0.9048574869530309,0.0016057808109193328,0,13,1.0,0.0
ds_0,M04,S3,catboost,42,G2_oracle_remove_all,0.8879967884383781,0.8879967884383781,0.0,1,12,1.0,1.0
ds_0,M04,S3,lr,42,G2_oracle_remove_all,0.9048574869530309,0.9048574869530309,0.0,1,12,1.0,1.0
ds_0,M04,S3,catboost,42,G3_fixed_field_budget,0.516258530710558,0.8879967884383781,0.3717382577278201,2,11,0.8333333333333334,0.0
ds_0,M04,S3,lr,42,G3_fixed_field_budget,0.4632677639502208,0.9048574869530309,0.44158972300281013,2,11,0.8333333333333334,0.0
ds_0,M04,S3,catboost,42,G5_score_threshold,0.8735447611401045,0.8879967884383781,0.014452027298273662,0,13,1.0,0.0
ds_0,M04,S3,lr,42,G5_score_threshold,0.9064632677639503,0.9048574869530309,0.0016057808109193328,0,13,1.0,0.0
ds_0,M04,S3,catboost,42,G7_lifecycle_removal,0.8735447611401045,0.8879967884383781,0.014452027298273662,0,13,1.0,0.0
ds_0,M04,S3,lr,42,G7_lifecycle_removal,0.9064632677639503,0.9048574869530309,0.0016057808109193328,0,13,1.0,0.0
ds_0,M04,S5,catboost,42,G1_no_removal,0.8659173022882376,0.8879967884383781,0.022079486150140548,0,13,1.0,0.0
ds_0,M04,S5,lr,42,G1_no_removal,0.9072661581694098,0.9048574869530309,0.002408671216378888,0,13,1.0,0.0
ds_0,M04,S5,catboost,42,G2_oracle_remove_all,0.8879967884383781,0.8879967884383781,0.0,1,12,1.0,1.0
ds_0,M04,S5,lr,42,G2_oracle_remove_all,0.9048574869530309,0.9048574869530309,0.0,1,12,1.0,1.0
ds_0,M04,S5,catboost,42,G3_fixed_field_budget,0.5796868727418707,0.8879967884383781,0.30830991569650745,2,11,0.8333333333333334,0.0
ds_0,M04,S5,lr,42,G3_fixed_field_budget,0.4712966680048173,0.9048574869530309,0.43356081894821363,2,11,0.8333333333333334,0.0
ds_0,M04,S5,catboost,42,G5_score_threshold,0.8659173022882376,0.8879967884383781,0.022079486150140548,0,13,1.0,0.0
ds_0,M04,S5,lr,42,G5_score_threshold,0.9072661581694098,0.9048574869530309,0.002408671216378888,0,13,1.0,0.0
ds_0,M04,S5,catboost,42,G7_lifecycle_removal,0.8659173022882376,0.8879967884383781,0.022079486150140548,0,13,1.0,0.0
ds_0,M04,S5,lr,42,G7_lifecycle_removal,0.9072661581694098,0.9048574869530309,0.002408671216378888,0,13,1.0,0.0
ds_0,M05,S3,catboost,42,G1_no_removal,0.8920112404656764,0.8879967884383781,0.004014452027298221,0,13,1.0,0.0
ds_0,M05,S3,lr,42,G1_no_removal,0.9040545965475713,0.9048574869530309,0.0008028904054596664,0,13,1.0,0.0
ds_0,M05,S3,catboost,42,G2_oracle_remove_all,0.8879967884383781,0.8879967884383781,0.0,1,12,1.0,1.0
ds_0,M05,S3,lr,42,G2_oracle_remove_all,0.9048574869530309,0.9048574869530309,0.0,1,12,1.0,1.0
ds_0,M05,S3,catboost,42,G3_fixed_field_budget,0.5315134484142914,0.8879967884383781,0.35648334002408677,2,11,0.8333333333333334,0.0
ds_0,M05,S3,lr,42,G3_fixed_field_budget,0.4431955038137294,0.9048574869530309,0.4616619831393015,2,11,0.8333333333333334,0.0
ds_0,M05,S3,catboost,42,G5_score_threshold,0.8920112404656764,0.8879967884383781,0.004014452027298221,0,13,1.0,0.0
ds_0,M05,S3,lr,42,G5_score_threshold,0.9040545965475713,0.9048574869530309,0.0008028904054596664,0,13,1.0,0.0
ds_0,M05,S3,catboost,42,G7_lifecycle_removal,0.8920112404656764,0.8879967884383781,0.004014452027298221,0,13,1.0,0.0
ds_0,M05,S3,lr,42,G7_lifecycle_removal,0.9040545965475713,0.9048574869530309,0.0008028904054596664,0,13,1.0,0.0
ds_0,M05,S5,catboost,42,G1_no_removal,0.8827780008028904,0.8879967884383781,0.005218787635487776,0,13,1.0,0.0
ds_0,M05,S5,lr,42,G1_no_removal,0.9040545965475713,0.9048574869530309,0.0008028904054596664,0,13,1.0,0.0
ds_0,M05,S5,catboost,42,G2_oracle_remove_all,0.8879967884383781,0.8879967884383781,0.0,1,12,1.0,1.0
ds_0,M05,S5,lr,42,G2_oracle_remove_all,0.9048574869530309,0.9048574869530309,0.0,1,12,1.0,1.0
ds_0,M05,S5,catboost,42,G3_fixed_field_budget,0.5132476916900842,0.8879967884383781,0.37474909674829393,2,11,0.8333333333333334,0.0
ds_0,M05,S5,lr,42,G3_fixed_field_budget,0.4443998394219189,0.9048574869530309,0.460457647531112,2,11,0.8333333333333334,0.0
ds_0,M05,S5,catboost,42,G5_score_threshold,0.8827780008028904,0.8879967884383781,0.005218787635487776,0,13,1.0,0.0
ds_0,M05,S5,lr,42,G5_score_threshold,0.9040545965475713,0.9048574869530309,0.0008028904054596664,0,13,1.0,0.0
ds_0,M05,S5,catboost,42,G7_lifecycle_removal,0.8827780008028904,0.8879967884383781,0.005218787635487776,0,13,1.0,0.0
ds_0,M05,S5,lr,42,G7_lifecycle_removal,0.9040545965475713,0.9048574869530309,0.0008028904054596664,0,13,1.0,0.0
ds_0,M06,S3,catboost,42,G1_no_removal,1.0,0.8522727272727273,0.1477272727272727,0,14,1.0,0.0
ds_0,M06,S3,lr,42,G1_no_removal,1.0,0.8567370129870129,0.14326298701298712,0,14,1.0,0.0
ds_0,M06,S3,catboost,42,G2_oracle_remove_all,0.8522727272727273,0.8522727272727273,0.0,2,12,1.0,1.0
ds_0,M06,S3,lr,42,G2_oracle_remove_all,0.8567370129870129,0.8567370129870129,0.0,2,12,1.0,1.0
ds_0,M06,S3,catboost,42,G3_fixed_field_budget,0.8522727272727273,0.8522727272727273,0.0,2,12,1.0,1.0
ds_0,M06,S3,lr,42,G3_fixed_field_budget,0.8567370129870129,0.8567370129870129,0.0,2,12,1.0,1.0
ds_0,M06,S3,catboost,42,G5_score_threshold,1.0,0.8522727272727273,0.1477272727272727,0,14,1.0,0.0
ds_0,M06,S3,lr,42,G5_score_threshold,1.0,0.8567370129870129,0.14326298701298712,0,14,1.0,0.0
ds_0,M06,S3,catboost,42,G7_lifecycle_removal,1.0,0.8522727272727273,0.1477272727272727,0,14,1.0,0.0
ds_0,M06,S3,lr,42,G7_lifecycle_removal,1.0,0.8567370129870129,0.14326298701298712,0,14,1.0,0.0
ds_0,M06,S5,catboost,42,G1_no_removal,1.0,0.8522727272727273,0.1477272727272727,0,14,1.0,0.0
ds_0,M06,S5,lr,42,G1_no_removal,1.0,0.8567370129870129,0.14326298701298712,0,14,1.0,0.0
ds_0,M06,S5,catboost,42,G2_oracle_remove_all,0.8522727272727273,0.8522727272727273,0.0,2,12,1.0,1.0
ds_0,M06,S5,lr,42,G2_oracle_remove_all,0.8567370129870129,0.8567370129870129,0.0,2,12,1.0,1.0
ds_0,M06,S5,catboost,42,G3_fixed_field_budget,0.8522727272727273,0.8522727272727273,0.0,2,12,1.0,1.0
ds_0,M06,S5,lr,42,G3_fixed_field_budget,0.8567370129870129,0.8567370129870129,0.0,2,12,1.0,1.0
ds_0,M06,S5,catboost,42,G5_score_threshold,1.0,0.8522727272727273,0.1477272727272727,0,14,1.0,0.0
ds_0,M06,S5,lr,42,G5_score_threshold,1.0,0.8567370129870129,0.14326298701298712,0,14,1.0,0.0
ds_0,M06,S5,catboost,42,G7_lifecycle_removal,1.0,0.8522727272727273,0.1477272727272727,0,14,1.0,0.0
ds_0,M06,S5,lr,42,G7_lifecycle_removal,1.0,0.8567370129870129,0.14326298701298712,0,14,1.0,0.0
ds_0,M08,S3,catboost,42,G1_no_removal,0.8691476590636255,0.8057222889155663,0.06342537014805916,0,13,1.0,0.0
ds_0,M08,S3,lr,42,G1_no_removal,0.8955582232893158,0.896358543417367,0.0008003201280512018,0,13,1.0,0.0
ds_0,M08,S3,catboost,42,G2_oracle_remove_all,0.8057222889155663,0.8057222889155663,0.0,1,12,1.0,1.0
ds_0,M08,S3,lr,42,G2_oracle_remove_all,0.896358543417367,0.896358543417367,0.0,1,12,1.0,1.0
ds_0,M08,S3,catboost,42,G3_fixed_field_budget,0.4169667867146859,0.8057222889155663,0.3887555022008804,2,11,0.8333333333333334,0.0
ds_0,M08,S3,lr,42,G3_fixed_field_budget,0.47178871548619444,0.896358543417367,0.42456982793117254,2,11,0.8333333333333334,0.0
ds_0,M08,S3,catboost,42,G5_score_threshold,0.8691476590636255,0.8057222889155663,0.06342537014805916,0,13,1.0,0.0
ds_0,M08,S3,lr,42,G5_score_threshold,0.8955582232893158,0.896358543417367,0.0008003201280512018,0,13,1.0,0.0
ds_0,M08,S3,catboost,42,G7_lifecycle_removal,0.8691476590636255,0.8057222889155663,0.06342537014805916,0,13,1.0,0.0
ds_0,M08,S3,lr,42,G7_lifecycle_removal,0.8955582232893158,0.896358543417367,0.0008003201280512018,0,13,1.0,0.0
ds_0,M08,S5,catboost,42,G1_no_removal,0.8667466986794718,0.8057222889155663,0.06102440976390555,0,13,1.0,0.0
ds_0,M08,S5,lr,42,G1_no_removal,0.8919567827130853,0.896358543417367,0.004401760704281665,0,13,1.0,0.0
ds_0,M08,S5,catboost,42,G2_oracle_remove_all,0.8057222889155663,0.8057222889155663,0.0,1,12,1.0,1.0
ds_0,M08,S5,lr,42,G2_oracle_remove_all,0.896358543417367,0.896358543417367,0.0,1,12,1.0,1.0
ds_0,M08,S5,catboost,42,G3_fixed_field_budget,0.45418167266906756,0.8057222889155663,0.35154061624649874,2,11,0.8333333333333334,0.0
ds_0,M08,S5,lr,42,G3_fixed_field_budget,0.4601840736294518,0.896358543417367,0.4361744697879152,2,11,0.8333333333333334,0.0
ds_0,M08,S5,catboost,42,G5_score_threshold,0.8667466986794718,0.8057222889155663,0.06102440976390555,0,13,1.0,0.0
ds_0,M08,S5,lr,42,G5_score_threshold,0.8919567827130853,0.896358543417367,0.004401760704281665,0,13,1.0,0.0
ds_0,M08,S5,catboost,42,G7_lifecycle_removal,0.8667466986794718,0.8057222889155663,0.06102440976390555,0,13,1.0,0.0
ds_0,M08,S5,lr,42,G7_lifecycle_removal,0.8919567827130853,0.896358543417367,0.004401760704281665,0,13,1.0,0.0
ds_0,M11,S3,catboost,42,G1_no_removal,1.0,0.8963688290493677,0.10363117095063235,0,14,1.0,0.0
ds_0,M11,S3,lr,42,G1_no_removal,0.9849041207670338,0.8873929008567931,0.0975112199102407,0,14,1.0,0.0
ds_0,M11,S3,catboost,42,G2_oracle_remove_all,0.8963688290493677,0.8963688290493677,0.0,2,12,1.0,1.0
ds_0,M11,S3,lr,42,G2_oracle_remove_all,0.8873929008567931,0.8873929008567931,0.0,2,12,1.0,1.0
ds_0,M11,S3,catboost,42,G3_fixed_field_budget,0.8963688290493677,0.8963688290493677,0.0,2,12,1.0,1.0
ds_0,M11,S3,lr,42,G3_fixed_field_budget,0.8873929008567931,0.8873929008567931,0.0,2,12,1.0,1.0
ds_0,M11,S3,catboost,42,G5_score_threshold,1.0,0.8963688290493677,0.10363117095063235,0,14,1.0,0.0
ds_0,M11,S3,lr,42,G5_score_threshold,0.9849041207670338,0.8873929008567931,0.0975112199102407,0,14,1.0,0.0
ds_0,M11,S3,catboost,42,G7_lifecycle_removal,1.0,0.8963688290493677,0.10363117095063235,0,14,1.0,0.0
ds_0,M11,S3,lr,42,G7_lifecycle_removal,0.9849041207670338,0.8873929008567931,0.0975112199102407,0,14,1.0,0.0
ds_0,M11,S5,catboost,42,G1_no_removal,1.0,0.8963688290493677,0.10363117095063235,0,14,1.0,0.0
ds_0,M11,S5,lr,42,G1_no_removal,1.0,0.8873929008567931,0.11260709914320688,0,14,1.0,0.0
ds_0,M11,S5,catboost,42,G2_oracle_remove_all,0.8963688290493677,0.8963688290493677,0.0,2,12,1.0,1.0
ds_0,M11,S5,lr,42,G2_oracle_remove_all,0.8873929008567931,0.8873929008567931,0.0,2,12,1.0,1.0
ds_0,M11,S5,catboost,42,G3_fixed_field_budget,0.8963688290493677,0.8963688290493677,0.0,2,12,1.0,1.0
ds_0,M11,S5,lr,42,G3_fixed_field_budget,0.8873929008567931,0.8873929008567931,0.0,2,12,1.0,1.0
ds_0,M11,S5,catboost,42,G5_score_threshold,1.0,0.8963688290493677,0.10363117095063235,0,14,1.0,0.0
ds_0,M11,S5,lr,42,G5_score_threshold,1.0,0.8873929008567931,0.11260709914320688,0,14,1.0,0.0
ds_0,M11,S5,catboost,42,G7_lifecycle_removal,1.0,0.8963688290493677,0.10363117095063235,0,14,1.0,0.0
ds_0,M11,S5,lr,42,G7_lifecycle_removal,1.0,0.8873929008567931,0.11260709914320688,0,14,1.0,0.0
ds_1,M01,S3,catboost,42,G1_no_removal,1.0,0.8351515151515152,0.1648484848484848,0,13,1.0,0.0
ds_1,M01,S3,lr,42,G1_no_removal,1.0,0.8872727272727272,0.11272727272727279,0,13,1.0,0.0
ds_1,M01,S3,catboost,42,G2_oracle_remove_all,0.8351515151515152,0.8351515151515152,0.0,1,12,1.0,1.0
ds_1,M01,S3,lr,42,G2_oracle_remove_all,0.8872727272727272,0.8872727272727272,0.0,1,12,1.0,1.0
ds_1,M01,S3,catboost,42,G3_fixed_field_budget,0.7171717171717171,0.8351515151515152,0.11797979797979807,2,11,0.9166666666666666,1.0
ds_1,M01,S3,lr,42,G3_fixed_field_budget,0.7862626262626262,0.8872727272727272,0.101010101010101,2,11,0.9166666666666666,1.0
ds_1,M01,S3,catboost,42,G5_score_threshold,1.0,0.8351515151515152,0.1648484848484848,0,13,1.0,0.0
ds_1,M01,S3,lr,42,G5_score_threshold,1.0,0.8872727272727272,0.11272727272727279,0,13,1.0,0.0
ds_1,M01,S3,catboost,42,G7_lifecycle_removal,1.0,0.8351515151515152,0.1648484848484848,0,13,1.0,0.0
ds_1,M01,S3,lr,42,G7_lifecycle_removal,1.0,0.8872727272727272,0.11272727272727279,0,13,1.0,0.0
ds_1,M01,S5,catboost,42,G1_no_removal,1.0,0.8351515151515152,0.1648484848484848,0,13,1.0,0.0
ds_1,M01,S5,lr,42,G1_no_removal,1.0,0.8872727272727272,0.11272727272727279,0,13,1.0,0.0
ds_1,M01,S5,catboost,42,G2_oracle_remove_all,0.8351515151515152,0.8351515151515152,0.0,1,12,1.0,1.0
ds_1,M01,S5,lr,42,G2_oracle_remove_all,0.8872727272727272,0.8872727272727272,0.0,1,12,1.0,1.0
ds_1,M01,S5,catboost,42,G3_fixed_field_budget,0.7171717171717171,0.8351515151515152,0.11797979797979807,2,11,0.9166666666666666,1.0
ds_1,M01,S5,lr,42,G3_fixed_field_budget,0.7862626262626262,0.8872727272727272,0.101010101010101,2,11,0.9166666666666666,1.0
ds_1,M01,S5,catboost,42,G5_score_threshold,1.0,0.8351515151515152,0.1648484848484848,0,13,1.0,0.0
ds_1,M01,S5,lr,42,G5_score_threshold,1.0,0.8872727272727272,0.11272727272727279,0,13,1.0,0.0
ds_1,M01,S5,catboost,42,G7_lifecycle_removal,1.0,0.8351515151515152,0.1648484848484848,0,13,1.0,0.0
ds_1,M01,S5,lr,42,G7_lifecycle_removal,1.0,0.8872727272727272,0.11272727272727279,0,13,1.0,0.0
ds_1,M02,S3,catboost,42,G1_no_removal,1.0,0.8932155760738658,0.10678442392613419,0,13,1.0,0.0
ds_1,M02,S3,lr,42,G1_no_removal,0.9995985547972701,0.9032517061421116,0.09634684865515852,0,13,1.0,0.0
ds_1,M02,S3,catboost,42,G2_oracle_remove_all,0.8932155760738658,0.8932155760738658,0.0,1,12,1.0,1.0
ds_1,M02,S3,lr,42,G2_oracle_remove_all,0.9032517061421116,0.9032517061421116,0.0,1,12,1.0,1.0
ds_1,M02,S3,catboost,42,G3_fixed_field_budget,0.6114010437575271,0.8932155760738658,0.2818145323163387,2,11,0.9166666666666666,1.0
ds_1,M02,S3,lr,42,G3_fixed_field_budget,0.6190285026093938,0.9032517061421116,0.2842232035327178,2,11,0.9166666666666666,1.0
ds_1,M02,S3,catboost,42,G5_score_threshold,1.0,0.8932155760738658,0.10678442392613419,0,13,1.0,0.0
ds_1,M02,S3,lr,42,G5_score_threshold,0.9995985547972701,0.9032517061421116,0.09634684865515852,0,13,1.0,0.0
ds_1,M02,S3,catboost,42,G7_lifecycle_removal,1.0,0.8932155760738658,0.10678442392613419,0,13,1.0,0.0
ds_1,M02,S3,lr,42,G7_lifecycle_removal,0.9995985547972701,0.9032517061421116,0.09634684865515852,0,13,1.0,0.0
ds_1,M02,S5,catboost,42,G1_no_removal,1.0,0.8932155760738658,0.10678442392613419,0,13,1.0,0.0
ds_1,M02,S5,lr,42,G1_no_removal,1.0,0.9032517061421116,0.09674829385788841,0,13,1.0,0.0
ds_1,M02,S5,catboost,42,G2_oracle_remove_all,0.8932155760738658,0.8932155760738658,0.0,1,12,1.0,1.0
ds_1,M02,S5,lr,42,G2_oracle_remove_all,0.9032517061421116,0.9032517061421116,0.0,1,12,1.0,1.0
ds_1,M02,S5,catboost,42,G3_fixed_field_budget,0.6114010437575271,0.8932155760738658,0.2818145323163387,2,11,0.9166666666666666,1.0
ds_1,M02,S5,lr,42,G3_fixed_field_budget,0.6190285026093938,0.9032517061421116,0.2842232035327178,2,11,0.9166666666666666,1.0
ds_1,M02,S5,catboost,42,G5_score_threshold,1.0,0.8932155760738658,0.10678442392613419,0,13,1.0,0.0
ds_1,M02,S5,lr,42,G5_score_threshold,1.0,0.9032517061421116,0.09674829385788841,0,13,1.0,0.0
ds_1,M02,S5,catboost,42,G7_lifecycle_removal,1.0,0.8932155760738658,0.10678442392613419,0,13,1.0,0.0
ds_1,M02,S5,lr,42,G7_lifecycle_removal,1.0,0.9032517061421116,0.09674829385788841,0,13,1.0,0.0
ds_1,M04,S3,catboost,42,G1_no_removal,0.8992372541148134,0.8932155760738658,0.0060216780409475534,0,13,1.0,0.0
ds_1,M04,S3,lr,42,G1_no_removal,0.9032517061421116,0.9032517061421116,0.0,0,13,1.0,0.0
ds_1,M04,S3,catboost,42,G2_oracle_remove_all,0.8932155760738658,0.8932155760738658,0.0,1,12,1.0,1.0
ds_1,M04,S3,lr,42,G2_oracle_remove_all,0.9032517061421116,0.9032517061421116,0.0,1,12,1.0,1.0
ds_1,M04,S3,catboost,42,G3_fixed_field_budget,0.5088317944600562,0.8932155760738658,0.3843837816138096,2,11,0.8333333333333334,0.0
ds_1,M04,S3,lr,42,G3_fixed_field_budget,0.46326776395022073,0.9032517061421116,0.43998394219189085,2,11,0.8333333333333334,0.0
ds_1,M04,S3,catboost,42,G5_score_threshold,0.8992372541148134,0.8932155760738658,0.0060216780409475534,0,13,1.0,0.0
ds_1,M04,S3,lr,42,G5_score_threshold,0.9032517061421116,0.9032517061421116,0.0,0,13,1.0,0.0
ds_1,M04,S3,catboost,42,G7_lifecycle_removal,0.8992372541148134,0.8932155760738658,0.0060216780409475534,0,13,1.0,0.0
ds_1,M04,S3,lr,42,G7_lifecycle_removal,0.9032517061421116,0.9032517061421116,0.0,0,13,1.0,0.0
ds_1,M04,S5,catboost,42,G1_no_removal,0.9056603773584906,0.8932155760738658,0.012444801284624774,0,13,1.0,0.0
ds_1,M04,S5,lr,42,G1_no_removal,0.9036531513448415,0.9032517061421116,0.0004014452027298887,0,13,1.0,0.0
ds_1,M04,S5,catboost,42,G2_oracle_remove_all,0.8932155760738658,0.8932155760738658,0.0,1,12,1.0,1.0
ds_1,M04,S5,lr,42,G2_oracle_remove_all,0.9032517061421116,0.9032517061421116,0.0,1,12,1.0,1.0
ds_1,M04,S5,catboost,42,G3_fixed_field_budget,0.5088317944600562,0.8932155760738658,0.3843837816138096,2,11,0.8333333333333334,0.0
ds_1,M04,S5,lr,42,G3_fixed_field_budget,0.4704937775993577,0.9032517061421116,0.4327579285427539,2,11,0.8333333333333334,0.0
ds_1,M04,S5,catboost,42,G5_score_threshold,0.9056603773584906,0.8932155760738658,0.012444801284624774,0,13,1.0,0.0
ds_1,M04,S5,lr,42,G5_score_threshold,0.9036531513448415,0.9032517061421116,0.0004014452027298887,0,13,1.0,0.0
ds_1,M04,S5,catboost,42,G7_lifecycle_removal,0.9056603773584906,0.8932155760738658,0.012444801284624774,0,13,1.0,0.0
ds_1,M04,S5,lr,42,G7_lifecycle_removal,0.9036531513448415,0.9032517061421116,0.0004014452027298887,0,13,1.0,0.0
ds_1,M05,S3,catboost,42,G1_no_removal,0.9032517061421116,0.8932155760738658,0.010036130068245774,0,13,1.0,0.0
ds_1,M05,S3,lr,42,G1_no_removal,0.9028502609393818,0.9032517061421116,0.0004014452027297777,0,13,1.0,0.0
ds_1,M05,S3,catboost,42,G2_oracle_remove_all,0.8932155760738658,0.8932155760738658,0.0,1,12,1.0,1.0
ds_1,M05,S3,lr,42,G2_oracle_remove_all,0.9032517061421116,0.9032517061421116,0.0,1,12,1.0,1.0
ds_1,M05,S3,catboost,42,G3_fixed_field_budget,0.5088317944600562,0.8932155760738658,0.3843837816138096,2,11,0.8333333333333334,0.0
ds_1,M05,S3,lr,42,G3_fixed_field_budget,0.4684865515857085,0.9032517061421116,0.4347651545564031,2,11,0.8333333333333334,0.0
ds_1,M05,S3,catboost,42,G5_score_threshold,0.9032517061421116,0.8932155760738658,0.010036130068245774,0,13,1.0,0.0
ds_1,M05,S3,lr,42,G5_score_threshold,0.9028502609393818,0.9032517061421116,0.0004014452027297777,0,13,1.0,0.0
ds_1,M05,S3,catboost,42,G7_lifecycle_removal,0.9032517061421116,0.8932155760738658,0.010036130068245774,0,13,1.0,0.0
ds_1,M05,S3,lr,42,G7_lifecycle_removal,0.9028502609393818,0.9032517061421116,0.0004014452027297777,0,13,1.0,0.0
ds_1,M05,S5,catboost,42,G1_no_removal,0.9008430349257327,0.8932155760738658,0.007627458851866886,0,13,1.0,0.0
ds_1,M05,S5,lr,42,G1_no_removal,0.9028502609393818,0.9032517061421116,0.0004014452027297777,0,13,1.0,0.0
ds_1,M05,S5,catboost,42,G2_oracle_remove_all,0.8932155760738658,0.8932155760738658,0.0,1,12,1.0,1.0
ds_1,M05,S5,lr,42,G2_oracle_remove_all,0.9032517061421116,0.9032517061421116,0.0,1,12,1.0,1.0
ds_1,M05,S5,catboost,42,G3_fixed_field_budget,0.5088317944600562,0.8932155760738658,0.3843837816138096,2,11,0.8333333333333334,0.0
ds_1,M05,S5,lr,42,G3_fixed_field_budget,0.4684865515857085,0.9032517061421116,0.4347651545564031,2,11,0.8333333333333334,0.0
