metric,mean,ci_lo,ci_hi,p_gt_zero,n_keys,n_tasks,task_sd,policy,budget_bp
semantic_group_recall_any,0.13550909090909094,0.13113613636363639,0.14014545454545455,1.0,5500,20,0.010606177260693619,P4,2000
semantic_group_recall_any,0.05605454545454545,0.05162727272727272,0.06051818181818182,1.0,5500,20,0.010510766244501016,P5,500
semantic_group_recall_any,0.09384545454545454,0.08926340909090907,0.0984275,1.0,5500,20,0.010740851838500329,P5,1000
semantic_group_recall_any,0.13550909090909094,0.1310361363636364,0.1399365909090909,1.0,5500,20,0.010606177260693619,P5,2000
semantic_group_recall_any,0.0566,0.051936136363636365,0.061064090909090915,1.0,5500,20,0.010532594038985965,P6,500
semantic_group_recall_any,0.09275454545454545,0.0893,0.09605499999999997,1.0,5500,20,0.00803456538801799,P6,1000
semantic_group_recall_any,0.13532727272727274,0.13080886363636365,0.13991840909090913,1.0,5500,20,0.01062846392119077,P6,2000
partial_group_violation_rate,-0.16970000000000002,-0.17624545454545454,-0.16357249999999998,0.0,5500,20,0.014616010098387734,P3,500
partial_group_violation_rate,-0.10465454545454544,-0.10908204545454545,-0.10052727272727273,0.0,5500,20,0.010178639285024785,P3,1000
partial_group_violation_rate,-0.008681818181818183,-0.015209545454545453,-0.0023086363636363703,0.004,5500,20,0.015352704131224922,P3,2000
partial_group_violation_rate,-0.17570000000000002,-0.18221840909090906,-0.16887204545454546,0.0,5500,20,0.015703901654866948,P4,500
partial_group_violation_rate,-0.10392727272727273,-0.1088365909090909,-0.09928181818181818,0.0,5500,20,0.01135628853350417,P4,1000
partial_group_violation_rate,-0.0008636363636363638,-0.008545454545454547,0.006818863636363627,0.4118,5500,20,0.017996266105401063,P4,2000
partial_group_violation_rate,-0.17151818181818182,-0.17864590909090913,-0.16420909090909092,0.0,5500,20,0.01695181873221008,P5,500
partial_group_violation_rate,-0.1042909090909091,-0.10893659090909091,-0.0997818181818182,0.0,5500,20,0.010705825612458255,P5,1000
partial_group_violation_rate,-0.00540909090909091,-0.012773636363636365,0.0017729545454545418,0.073,5500,20,0.01717457633262919,P5,2000
partial_group_violation_rate,-0.16624545454545453,-0.17222727272727273,-0.16025386363636362,0.0,5500,20,0.014092748760909051,P6,500
partial_group_violation_rate,-0.09992727272727273,-0.10539113636363637,-0.0947815909090909,0.0,5500,20,0.012517116597542958,P6,1000
partial_group_violation_rate,-0.007954545454545454,-0.013100227272727277,-0.0029181818181818185,0.0002,5500,20,0.01201939493982302,P6,2000
