metric,mean,ci_lo,ci_hi,p_gt_zero,n_keys,n_tasks,task_sd,first_policy,second_policy,contract,budget_bp
legacy_sdr,-0.006624044362994207,-0.011235529219752752,-0.002469611179826457,0.0002,5500,20,0.010115420058991917,P4,P5,semantic_group,2000
legacy_sdr,-0.0006783538935121654,-0.002157713234818089,0.0008018445313804801,0.1858,5500,20,0.0035287123266019046,P4,P6,encoded_column,500
legacy_sdr,-0.005039000669973172,-0.009104998860959173,-0.0006746789915887701,0.011,5500,20,0.009682714005603252,P4,P6,encoded_column,1000
legacy_sdr,-0.007131386089206791,-0.012670657192311354,-0.0008440944034839987,0.0142,5500,20,0.01434470205710838,P4,P6,encoded_column,2000
legacy_sdr,0.001644559008265616,-3.426232984301039e-05,0.003340339816528437,0.9718,5500,20,0.003916512750125954,P4,P6,semantic_group,500
legacy_sdr,-0.009314590238500406,-0.01640043882078876,-0.0027520885249264133,0.0034,5500,20,0.016307544208730384,P4,P6,semantic_group,1000
legacy_sdr,-0.019009804849716046,-0.026648540810541185,-0.011492560881916086,0.0,5500,20,0.01792228671263585,P4,P6,semantic_group,2000
legacy_sdr,-0.0007560040555240782,-0.002341266207921753,0.0008166116945472369,0.1822,5500,20,0.0037335562937057,P5,P6,encoded_column,500
legacy_sdr,-0.003970903213627844,-0.007122783605952511,-0.0003995118629437288,0.0142,5500,20,0.00788882465712806,P5,P6,encoded_column,1000
legacy_sdr,-0.003129978825008724,-0.008337410509657816,0.0023314907421238236,0.1262,5500,20,0.012543939260606787,P5,P6,encoded_column,2000
legacy_sdr,0.0010476612834924661,-0.0006610876860053802,0.0028019575407942886,0.8818,5500,20,0.004046867833568794,P5,P6,semantic_group,500
legacy_sdr,-0.00567815552884462,-0.010798217248623641,-0.0007559523707553157,0.0118,5500,20,0.011589397143621909,P5,P6,semantic_group,1000
legacy_sdr,-0.012385760486721836,-0.01765232709901313,-0.0067246178238978835,0.0,5500,20,0.012880382901572316,P5,P6,semantic_group,2000
directional_repair,0.0020650943425387924,-0.0006726021504763233,0.0050363930951984655,0.9318,5500,20,0.006694130635955193,P3,P4,encoded_column,500
directional_repair,0.0020866207564388334,-6.068133905015003e-05,0.004620076666340256,0.9708,5500,20,0.005454314031508481,P3,P4,encoded_column,1000
directional_repair,0.0034582831851687396,0.0014792365492785982,0.005580286209470074,1.0,5500,20,0.0049031683897819076,P3,P4,encoded_column,2000
directional_repair,0.0016288349371898366,-0.001140441713951401,0.004712718297963559,0.8576,5500,20,0.007031061257633986,P3,P4,semantic_group,500
directional_repair,0.003086810007281511,0.000878872702690127,0.0056567342745240294,0.999,5500,20,0.005443647591647046,P3,P4,semantic_group,1000
directional_repair,0.006178918507274416,0.004082067279152881,0.008495252892937847,1.0,5500,20,0.00523984845691198,P3,P4,semantic_group,2000
directional_repair,0.0025152203338587686,2.27274961257698e-06,0.0052830586022101856,0.975,5500,20,0.006385678548712069,P3,P5,encoded_column,500
directional_repair,0.002498487257421154,0.00013311651953768446,0.005107149031357145,0.9802,5500,20,0.0058824717617751545,P3,P5,encoded_column,1000
directional_repair,0.0033159245358340235,0.0010842127576380903,0.005750820688834139,0.999,5500,20,0.00554618223875955,P3,P5,encoded_column,2000
directional_repair,0.00259820849127105,-1.1368143796814032e-05,0.005565373104057001,0.9744,5500,20,0.006602397999715828,P3,P5,semantic_group,500
directional_repair,0.00352278072990094,0.0008353753702994211,0.006476272473688393,0.9972,5500,20,0.00666344394850107,P3,P5,semantic_group,1000
directional_repair,0.005537836346240638,0.0030900944343072363,0.008084562128188137,1.0,5500,20,0.005932732277738627,P3,P5,semantic_group,2000
directional_repair,0.0014398584243719306,-0.000872146316686436,0.004033589003076769,0.8624,5500,20,0.0058948659996164166,P3,P6,encoded_column,500
directional_repair,0.0014879597468516832,-0.0008311127682869772,0.0038738365755364027,0.8916,5500,20,0.005553694459196985,P3,P6,encoded_column,1000
directional_repair,0.006437233162591734,0.003819215565958546,0.009315944638336187,1.0,5500,20,0.00655469833642652,P3,P6,encoded_column,2000
directional_repair,0.003326511920800756,0.0007171644540063562,0.0061401911091586376,0.9944,5500,20,0.006322594977044584,P3,P6,semantic_group,500
directional_repair,0.0033537945912342553,0.0008982787457729448,0.005965321106502615,0.9978,5500,20,0.005936509535704977,P3,P6,semantic_group,1000
directional_repair,0.0038660186265650396,0.0014999479978600654,0.006568563818043277,0.9998,5500,20,0.0058375745429911086,P3,P6,semantic_group,2000
directional_repair,0.00045012599131997604,-0.0009593010731652035,0.0023235761421023064,0.672,5500,20,0.0039310302227649535,P4,P5,encoded_column,500
directional_repair,0.0004118665009823207,-0.00047591469991592787,0.0016784040493449293,0.7296,5500,20,0.0026250778234268657,P4,P5,encoded_column,1000
directional_repair,-0.00014235864933471616,-0.0010651020463337696,0.0006757862495067453,0.395,5500,20,0.002069613032424819,P4,P5,encoded_column,2000
directional_repair,0.0009693735540812137,-0.0004562231014507219,0.0028067252618644645,0.8806,5500,20,0.0038323166600976004,P4,P5,semantic_group,500
directional_repair,0.0004359707226194301,-0.0007508720940842931,0.0021850589159261905,0.6688,5500,20,0.0035965816184195106,P4,P5,semantic_group,1000
directional_repair,-0.0006410821610337781,-0.0018079840278684243,0.00027038462838414006,0.101,5500,20,0.002354205975061474,P4,P5,semantic_group,2000
directional_repair,-0.0006252359181668619,-0.0018791618625054736,0.000558488306744967,0.16,5500,20,0.0029375964795588286,P4,P6,encoded_column,500
directional_repair,-0.0005986610095871503,-0.0020271702260255147,0.0008814149628672222,0.2056,5500,20,0.0033495972695012327,P4,P6,encoded_column,1000
directional_repair,0.002978949977422994,0.0003493294362001469,0.005765677503274699,0.9856,5500,20,0.0064290217995984335,P4,P6,encoded_column,2000
directional_repair,0.0016976769836109199,0.00037596737024525064,0.0031180947683621513,0.993,5500,20,0.003302000528460356,P4,P6,semantic_group,500
directional_repair,0.00026698458395274516,-0.0011324711273633813,0.0018701891842089655,0.6316,5500,20,0.003497929941985883,P4,P6,semantic_group,1000
directional_repair,-0.0023128998807093763,-0.004039018623962804,-0.0005444614738686085,0.0082,5500,20,0.004126232678623019,P4,P6,semantic_group,2000
directional_repair,-0.001075361909486838,-0.002557823822177102,0.00028055304510581536,0.058,5500,20,0.0033218739626887685,P5,P6,encoded_column,500
directional_repair,-0.001010527510569471,-0.0024210494094333403,0.0005026274677709465,0.0914,5500,20,0.0034639945689445817,P5,P6,encoded_column,1000
directional_repair,0.0031213086267577093,0.000285404469545737,0.006286071651599503,0.9858,5500,20,0.006935614832102163,P5,P6,encoded_column,2000
directional_repair,0.0007283034295297063,-0.000955084519186446,0.002309785624278504,0.8122,5500,20,0.0037886212283239364,P5,P6,semantic_group,500
directional_repair,-0.00016898613866668508,-0.00168937543382478,0.0015596491510880695,0.3996,5500,20,0.003844322390121591,P5,P6,semantic_group,1000
directional_repair,-0.0016718177196755983,-0.0036075084911146526,0.00026021024612476903,0.0462,5500,20,0.004499179516469223,P5,P6,semantic_group,2000
same_side_residual,-0.0020650943425387924,-0.005085562143416254,0.0006710689074094146,0.0768,5500,20,0.006694130635955193,P3,P4,encoded_column,500
same_side_residual,-0.0020866207564388334,-0.004555855761535423,8.535468174789851e-05,0.0298,5500,20,0.005454314031508481,P3,P4,encoded_column,1000
same_side_residual,-0.0034582831851687396,-0.00566764229655199,-0.001444238638340727,0.0,5500,20,0.004903168389781907,P3,P4,encoded_column,2000
same_side_residual,-0.0016288349371898366,-0.004846197526135151,0.0012802758283792604,0.1476,5500,20,0.007031061257633986,P3,P4,semantic_group,500
same_side_residual,-0.003086810007281511,-0.005519511481877936,-0.0008626511863842743,0.0028,5500,20,0.005443647591647046,P3,P4,semantic_group,1000
same_side_residual,-0.006178918507274416,-0.008472450958288172,-0.004107423023906627,0.0,5500,20,0.0052398484569119805,P3,P4,semantic_group,2000
same_side_residual,-0.0025152203338587686,-0.005287448704175694,1.3837956252667226e-05,0.0256,5500,20,0.006385678548712069,P3,P5,encoded_column,500
same_side_residual,-0.002498487257421154,-0.0050661048845501485,-9.801935935122153e-05,0.0212,5500,20,0.0058824717617751545,P3,P5,encoded_column,1000
same_side_residual,-0.0033159245358340235,-0.005679845311673178,-0.0010301310063145013,0.0014,5500,20,0.005546182238759549,P3,P5,encoded_column,2000
same_side_residual,-0.00259820849127105,-0.005518179145525166,-1.6046153641561742e-05,0.0246,5500,20,0.006602397999715828,P3,P5,semantic_group,500
same_side_residual,-0.00352278072990094,-0.006495265225525763,-0.0008848907825577806,0.003,5500,20,0.00666344394850107,P3,P5,semantic_group,1000
same_side_residual,-0.005537836346240638,-0.008160148996518712,-0.0030673972841054457,0.0,5500,20,0.005932732277738627,P3,P5,semantic_group,2000
same_side_residual,-0.0014398584243719306,-0.004043108665657138,0.0008772845705268362,0.1344,5500,20,0.0058948659996164166,P3,P6,encoded_column,500
same_side_residual,-0.0014879597468516832,-0.003815783862112411,0.0008215229188940156,0.108,5500,20,0.005553694459196985,P3,P6,encoded_column,1000
same_side_residual,-0.006437233162591734,-0.009325284800095061,-0.0038481595166054987,0.0,5500,20,0.00655469833642652,P3,P6,encoded_column,2000
same_side_residual,-0.003326511920800756,-0.006187845788996457,-0.0007754936654521409,0.0038,5500,20,0.006322594977044584,P3,P6,semantic_group,500
same_side_residual,-0.0033537945912342553,-0.006022270938393923,-0.0009001711605248703,0.0022,5500,20,0.005936509535704977,P3,P6,semantic_group,1000
same_side_residual,-0.0038660186265650396,-0.006528499049935594,-0.0015879184347688084,0.0,5500,20,0.0058375745429911086,P3,P6,semantic_group,2000
same_side_residual,-0.00045012599131997604,-0.0022915623301128633,0.0009696706287530697,0.32,5500,20,0.0039310302227649535,P4,P5,encoded_column,500
same_side_residual,-0.0004118665009823207,-0.0017288945055785284,0.00046435870854391495,0.2704,5500,20,0.0026250778234268657,P4,P5,encoded_column,1000
same_side_residual,0.00014235864933471613,-0.000656774926848606,0.0010643776272766868,0.6064,5500,20,0.002069613032424819,P4,P5,encoded_column,2000
same_side_residual,-0.0009693735540812137,-0.002758644911972881,0.0004607064783286154,0.1194,5500,20,0.0038323166600976004,P4,P5,semantic_group,500
same_side_residual,-0.0004359707226194301,-0.0022162650731415213,0.0007707173007764829,0.3266,5500,20,0.0035965816184195106,P4,P5,semantic_group,1000
same_side_residual,0.0006410821610337781,-0.00031028426399849215,0.001710029129926799,0.899,5500,20,0.002354205975061474,P4,P5,semantic_group,2000
same_side_residual,0.0006252359181668619,-0.0005971186191161016,0.0018996131828449248,0.8382,5500,20,0.0029375964795588286,P4,P6,encoded_column,500
same_side_residual,0.0005986610095871503,-0.0008562032696050382,0.0019695986822155487,0.7954,5500,20,0.0033495972695012327,P4,P6,encoded_column,1000
same_side_residual,-0.002978949977422994,-0.005898127430727962,-0.00033192538091210606,0.0108,5500,20,0.0064290217995984335,P4,P6,encoded_column,2000
same_side_residual,-0.0016976769836109199,-0.003148253944099852,-0.00034318789673116405,0.0072,5500,20,0.003302000528460356,P4,P6,semantic_group,500
same_side_residual,-0.00026698458395274516,-0.0018132067942459263,0.0011362904401560972,0.3742,5500,20,0.003497929941985883,P4,P6,semantic_group,1000
same_side_residual,0.0023128998807093763,0.0004841844092903616,0.004029068485738743,0.9948,5500,20,0.004126232678623019,P4,P6,semantic_group,2000
same_side_residual,0.001075361909486838,-0.000244883730582301,0.0025833106670890855,0.9422,5500,20,0.0033218739626887685,P5,P6,encoded_column,500
same_side_residual,0.001010527510569471,-0.0005489654842276535,0.0024288990514616912,0.91,5500,20,0.0034639945689445817,P5,P6,encoded_column,1000
same_side_residual,-0.0031213086267577093,-0.006209140330554523,-0.0002196820781645458,0.0164,5500,20,0.006935614832102163,P5,P6,encoded_column,2000
same_side_residual,-0.0007283034295297063,-0.0023025860413754193,0.0009143192560060571,0.1818,5500,20,0.0037886212283239364,P5,P6,semantic_group,500
same_side_residual,0.00016898613866668508,-0.0016292118581170598,0.001691398241499015,0.5864,5500,20,0.003844322390121591,P5,P6,semantic_group,1000
same_side_residual,0.0016718177196755983,-0.00019924841950702432,0.0036202058372935314,0.96,5500,20,0.004499179516469223,P5,P6,semantic_group,2000
overcorrection,-0.004054715296191466,-0.007758826356126083,-0.0009476525900998364,0.0014,5500,20,0.008099494156941908,P3,P4,encoded_column,500
overcorrection,-0.010431474137345874,-0.01714703083315417,-0.00406047418561413,0.0008,5500,20,0.01532085949425939,P3,P4,encoded_column,1000
overcorrection,-0.019859947506649538,-0.028944171840973854,-0.011234470188868187,0.0,5500,20,0.021102797301619184,P3,P4,encoded_column,2000
overcorrection,-0.0040540569535230464,-0.007839580845753084,-0.0010293965676705444,0.0018,5500,20,0.008099894460910416,P3,P4,semantic_group,500
overcorrection,-0.015351193627879175,-0.02561252174576789,-0.005492898021851285,0.0006,5500,20,0.02363007266822137,P3,P4,semantic_group,1000
overcorrection,-0.023603266570896342,-0.036390566414875196,-0.011479305471021325,0.0,5500,20,0.029355290777706194,P3,P4,semantic_group,2000
overcorrection,-0.003657098243920039,-0.007263417136912216,-0.0006844316682888742,0.005,5500,20,0.007836241580700417,P3,P5,encoded_column,500
overcorrection,-0.008957427391645246,-0.01511591575085482,-0.0036025019249721355,0.0,5500,20,0.01354203703629274,P3,P5,encoded_column,1000
overcorrection,-0.016010352953086015,-0.02454422909371053,-0.008312869815813867,0.0,5500,20,0.018719295145760425,P3,P5,encoded_column,2000
overcorrection,-0.0036564399012516185,-0.007257453097686185,-0.0007102893182167162,0.0028,5500,20,0.007836483641635531,P3,P5,semantic_group,500
overcorrection,-0.011284705407230979,-0.019751005307570263,-0.0037732383498694055,0.0012,5500,20,0.018725506000113513,P3,P5,semantic_group,1000
overcorrection,-0.017629758430235745,-0.028979170061606087,-0.006924379943561405,0.0,5500,20,0.026055658365221182,P3,P5,semantic_group,2000
overcorrection,-0.004004269331037166,-0.007707167360388777,-0.0008683266441752176,0.003,5500,20,0.008089912448457432,P3,P6,encoded_column,500
overcorrection,-0.006049949014914154,-0.011550307736405169,-0.0010743837057027039,0.0082,5500,20,0.012267736282726805,P3,P6,encoded_column,1000
overcorrection,-0.009827796756371538,-0.01819419798807162,-0.0024038269476184776,0.0028,5500,20,0.018515918618601596,P3,P6,encoded_column,2000
overcorrection,-0.004003610988368746,-0.007781716240823359,-0.000909061619861009,0.002,5500,20,0.008090378573032615,P3,P6,semantic_group,500
overcorrection,-0.005828433343380323,-0.013598285930173771,0.0019219289382087312,0.0706,5500,20,0.018118423814425973,P3,P6,semantic_group,1000
overcorrection,-0.006984546918241461,-0.01947469183793911,0.004692566956649881,0.1244,5500,20,0.027904244208808958,P3,P6,semantic_group,2000
overcorrection,0.00039761705227142776,-0.00017136757934021246,0.0008890186556712382,0.9216,5500,20,0.001288732238690845,P4,P5,encoded_column,500
overcorrection,0.0014740467457006257,-0.0006605891341550841,0.0034975001835545875,0.9034,5500,20,0.004922841212490917,P4,P5,encoded_column,1000
overcorrection,0.003849594553563518,0.0011626304781881523,0.006739344689874215,0.9982,5500,20,0.006655634079189828,P4,P5,encoded_column,2000
overcorrection,0.00039761705227142776,-0.00019400511205026669,0.0009099336143952641,0.9138,5500,20,0.001288732238690845,P4,P5,semantic_group,500
overcorrection,0.004066488220648196,0.000640620225364937,0.007304218006272301,0.9896,5500,20,0.008053703583863632,P4,P5,semantic_group,1000
overcorrection,0.005973508140660596,0.0019757921672159443,0.010136708690283276,0.9986,5500,20,0.009725479939339835,P4,P5,semantic_group,2000
overcorrection,5.044596515430034e-05,-0.0003671431528091606,0.0004808563483115935,0.5858,5500,20,0.0010048194292504727,P4,P6,encoded_column,500
overcorrection,0.00438152512243172,0.001208104130693379,0.007576120303453559,0.995,5500,20,0.007416110236212791,P4,P6,encoded_column,1000
overcorrection,0.010032150750277996,0.005295237627233256,0.014669558962030321,1.0,5500,20,0.011067177771599115,P4,P6,encoded_column,2000
overcorrection,5.044596515430034e-05,-0.00036657618696993885,0.00048507222263276614,0.5802,5500,20,0.0010048194292504727,P4,P6,semantic_group,500
overcorrection,0.009522760284498851,0.0037382883278731455,0.015798988654139038,0.9994,5500,20,0.013950260380806396,P4,P6,semantic_group,1000
overcorrection,0.01661871965265488,0.009753759935173386,0.023507862154088992,1.0,5500,20,0.016227663000128224,P4,P6,semantic_group,2000
overcorrection,-0.00034717108711712744,-0.0010031656374856067,0.00034384649938746733,0.1538,5500,20,0.0015517776512815203,P5,P6,encoded_column,500
overcorrection,0.0029074783767310936,0.00029485720468647034,0.005572342005216825,0.986,5500,20,0.005997540224425528,P5,P6,encoded_column,1000
overcorrection,0.0061825561967144785,0.002923539034106794,0.009389750672903364,0.9998,5500,20,0.007481993099552107,P5,P6,encoded_column,2000
overcorrection,-0.00034717108711712744,-0.0010000568112046254,0.0003472178392586544,0.1584,5500,20,0.0015517776512815203,P5,P6,semantic_group,500
overcorrection,0.005456272063850655,0.0015898487495668854,0.009675128022551459,0.9978,5500,20,0.009543517730602144,P5,P6,semantic_group,1000
overcorrection,0.010645211511994284,0.006286927166446014,0.014957966090818803,1.0,5500,20,0.010213378272339193,P5,P6,semantic_group,2000
introduced_distortion,-8.868934426893693e-05,-0.00023008516267647338,3.169325050235582e-05,0.0894,5500,20,0.0003164511866595728,P3,P4,encoded_column,500
introduced_distortion,-0.00010424844140420199,-0.00021423946268148708,-2.491029926860685e-05,0.0,5500,20,0.00023596216418107397,P3,P4,encoded_column,1000
introduced_distortion,-0.00022385365417511532,-0.00039069367214212414,-9.518157818906163e-05,0.0,5500,20,0.000351909547818459,P3,P4,encoded_column,2000
introduced_distortion,-8.868934426893693e-05,-0.0002370470282988018,3.1641806058277705e-05,0.087,5500,20,0.0003164511866595728,P3,P4,semantic_group,500
introduced_distortion,-0.000104248441404202,-0.00022245229811487094,-2.3589210432620118e-05,0.0002,5500,20,0.00023596216418107402,P3,P4,semantic_group,1000
introduced_distortion,-0.00022385365417511532,-0.0003931632190722344,-9.3524701955425e-05,0.0,5500,20,0.000351909547818459,P3,P4,semantic_group,2000
introduced_distortion,-0.00011383056723230137,-0.00025044198215052894,-9.736451314371235e-06,0.008,5500,20,0.0002854379198242102,P3,P5,encoded_column,500
introduced_distortion,-9.833122977717968e-05,-0.00020919076286136782,-2.1704132208870473e-05,0.0,5500,20,0.00023319035207884292,P3,P5,encoded_column,1000
introduced_distortion,-0.00021439959287528255,-0.00038264262131455773,-8.124481122883206e-05,0.0,5500,20,0.00035724789643840565,P3,P5,encoded_column,2000
introduced_distortion,-0.00011383056723230137,-0.00025283078553513846,-1.0616418165720007e-05,0.0072,5500,20,0.0002854379198242102,P3,P5,semantic_group,500
introduced_distortion,-9.833122977717968e-05,-0.0002101963633626852,-2.0627408223481285e-05,0.0012,5500,20,0.00023319035207884292,P3,P5,semantic_group,1000
introduced_distortion,-0.00021439959287528255,-0.0003816752525934641,-8.194212671238738e-05,0.0,5500,20,0.00035724789643840565,P3,P5,semantic_group,2000
introduced_distortion,-8.60173340779335e-05,-0.00023292436835975976,3.5514458684805266e-05,0.0942,5500,20,0.00031539081762270595,P3,P6,encoded_column,500
introduced_distortion,-4.543390344990013e-05,-0.0001484572992340146,4.2309761192146625e-05,0.1654,5500,20,0.00022550320759510395,P3,P6,encoded_column,1000
introduced_distortion,-0.00014566833782332848,-0.00030213074936117143,-2.7111920819165426e-05,0.0054,5500,20,0.00032752480636182355,P3,P6,encoded_column,2000
introduced_distortion,-8.60173340779335e-05,-0.00023167748880189987,3.3413843261763206e-05,0.1008,5500,20,0.00031539081762270595,P3,P6,semantic_group,500
introduced_distortion,-4.543390344990013e-05,-0.00015528105410116363,4.055352547244403e-05,0.1682,5500,20,0.00022550320759510395,P3,P6,semantic_group,1000
introduced_distortion,-0.00014566833782332848,-0.0003007180675004585,-2.4959315584474236e-05,0.007,5500,20,0.00032752480636182355,P3,P6,semantic_group,2000
introduced_distortion,-2.5141222963364435e-05,-7.542366889009331e-05,0.0,0.0,5500,20,0.00011243496716712318,P4,P5,encoded_column,500
introduced_distortion,5.9172116270223005e-06,0.0,1.6635033523404856e-05,0.8816,5500,20,2.178458551036367e-05,P4,P5,encoded_column,1000
introduced_distortion,9.45406129983274e-06,-8.385278297281604e-06,3.6000152924431115e-05,0.7874,5500,20,5.2087797805743965e-05,P4,P5,encoded_column,2000
introduced_distortion,-2.5141222963364435e-05,-7.542366889009331e-05,0.0,0.0,5500,20,0.00011243496716712318,P4,P5,semantic_group,500
introduced_distortion,5.9172116270223005e-06,0.0,1.6635033523404853e-05,0.8806,5500,20,2.1784585510363663e-05,P4,P5,semantic_group,1000
introduced_distortion,9.45406129983274e-06,-8.433015518257146e-06,3.5850344076865135e-05,0.7804,5500,20,5.2087797805743965e-05,P4,P5,semantic_group,2000
introduced_distortion,2.672010191003422e-06,-9.084811382718722e-06,1.682589080104104e-05,0.6426,5500,20,3.07969209992597e-05,P4,P6,encoded_column,500
introduced_distortion,5.881453795430186e-05,5.703785435091444e-06,0.00012199681042312222,0.986,5500,20,0.00013787093831398216,P4,P6,encoded_column,1000
introduced_distortion,7.818531635178682e-05,-3.270191654935859e-05,0.00020439537133789306,0.9064,5500,20,0.00027932470047313713,P4,P6,encoded_column,2000
introduced_distortion,2.672010191003422e-06,-9.084811382718722e-06,1.710084195572899e-05,0.6498,5500,20,3.07969209992597e-05,P4,P6,semantic_group,500
introduced_distortion,5.8814537954301876e-05,6.207662650382918e-06,0.00012269187411150233,0.987,5500,20,0.00013787093831398216,P4,P6,semantic_group,1000
introduced_distortion,7.818531635178682e-05,-2.7729838552877216e-05,0.0002012929547627837,0.9114,5500,20,0.00027932470047313713,P4,P6,semantic_group,2000
introduced_distortion,2.781323315436786e-05,-7.1031267598081465e-06,8.338292655584417e-05,0.8764,5500,20,0.00011596829588395259,P5,P6,encoded_column,500
introduced_distortion,5.2897326327279575e-05,9.358399557572039e-07,0.00011657475844793621,0.977,5500,20,0.00013631372882343137,P5,P6,encoded_column,1000
introduced_distortion,6.873125505195407e-05,-3.9810148077433636e-05,0.00019287584209100696,0.8748,5500,20,0.00027502282750820447,P5,P6,encoded_column,2000
introduced_distortion,2.781323315436786e-05,-7.103126759808147e-06,8.313422459393416e-05,0.8712,5500,20,0.00011596829588395259,P5,P6,semantic_group,500
introduced_distortion,5.2897326327279575e-05,1.0483218397827913e-06,0.00012000754540181105,0.977,5500,20,0.00013631372882343137,P5,P6,semantic_group,1000
introduced_distortion,6.873125505195407e-05,-3.9286797951038425e-05,0.00019492446330738849,0.8822,5500,20,0.00027502282750820447,P5,P6,semantic_group,2000
introduced_distortion_zero_opp,-0.01831978411251456,-0.04012183137704923,0.00045913819288886194,0.0292,30,14,0.04075224775379561,P3,P4,encoded_column,500
introduced_distortion_zero_opp,-0.018937665274650524,-0.03475415951130186,-0.005936153227094768,0.0,30,14,0.02894210704721867,P3,P4,encoded_column,1000
introduced_distortion_zero_opp,-0.038756757825290054,-0.05780161489795376,-0.021066219312268306,0.0,30,14,0.03668024565902967,P3,P4,encoded_column,2000
introduced_distortion_zero_opp,-0.01831978411251456,-0.04087982640484692,0.00011397568957289193,0.0276,30,14,0.04075224775379561,P3,P4,semantic_group,500
introduced_distortion_zero_opp,-0.018937665274650527,-0.03509758589749155,-0.005629721660806362,0.0002,30,14,0.028942107047218668,P3,P4,semantic_group,1000
introduced_distortion_zero_opp,-0.03875675782529004,-0.0581815604525979,-0.02140353168040342,0.0,30,14,0.03668024565902967,P3,P4,semantic_group,2000
introduced_distortion_zero_opp,-0.020789011367844994,-0.04210423085683744,-0.0037451738980270387,0.0034,30,14,0.03827301388502456,P3,P5,encoded_column,500
introduced_distortion_zero_opp,-0.017775355847914003,-0.03372875930103653,-0.0051399843171028425,0.0004,30,14,0.028509659286151623,P3,P5,encoded_column,1000
introduced_distortion_zero_opp,-0.03667704456061566,-0.056974134857238186,-0.018517358780445855,0.0,30,14,0.0383234828546504,P3,P5,encoded_column,2000
introduced_distortion_zero_opp,-0.020789011367844994,-0.04187350038705244,-0.003434208062751909,0.0034,30,14,0.03827301388502456,P3,P5,semantic_group,500
introduced_distortion_zero_opp,-0.017775355847914006,-0.03361757340371923,-0.005085487854445094,0.0004,30,14,0.028509659286151623,P3,P5,semantic_group,1000
introduced_distortion_zero_opp,-0.03667704456061566,-0.056695228483951976,-0.018566724960180133,0.0,30,14,0.0383234828546504,P3,P5,semantic_group,2000
introduced_distortion_zero_opp,-0.017353319147672883,-0.039539922073708225,0.0010369893851850682,0.0346,30,14,0.04062943007805842,P3,P6,encoded_column,500
