ds,mech,str,model,seed,clean_auc,full_auc,inflation,n_leak
ds_0,M02,0.1,catboost,2026,0.9349046015712683,0.9991582491582491,0.06425364758698082,1
ds_0,M02,0.5,lr,13,0.9609988776655444,1.0,0.03900112233445563,1
ds_0,M02,0.5,catboost,13,0.9480920314253648,0.999438832772166,0.05134680134680125,1
ds_0,M02,0.5,lr,42,0.9609988776655444,1.0,0.03900112233445563,1
ds_0,M02,0.5,catboost,42,0.9472502805836139,1.0,0.052749719416386065,1
ds_0,M02,0.5,lr,2026,0.9609988776655444,1.0,0.03900112233445563,1
ds_0,M02,0.5,catboost,2026,0.9349046015712683,0.9991582491582491,0.06425364758698082,1
ds_0,M02,1.0,lr,13,0.9609988776655444,1.0,0.03900112233445563,1
ds_0,M02,1.0,catboost,13,0.9480920314253648,0.999438832772166,0.05134680134680125,1
ds_0,M02,1.0,lr,42,0.9609988776655444,1.0,0.03900112233445563,1
ds_0,M02,1.0,catboost,42,0.9472502805836139,1.0,0.052749719416386065,1
ds_0,M02,1.0,lr,2026,0.9609988776655444,1.0,0.03900112233445563,1
ds_0,M02,1.0,catboost,2026,0.9349046015712683,0.9991582491582491,0.06425364758698082,1
ds_0,M03,0.1,lr,13,0.9609988776655444,0.9654882154882155,0.004489337822671136,1
ds_0,M03,0.1,catboost,13,0.9480920314253648,0.9831649831649831,0.03507295173961833,1
ds_0,M03,0.1,lr,42,0.9609988776655444,0.9654882154882155,0.004489337822671136,1
ds_0,M03,0.1,catboost,42,0.9472502805836139,0.984006734006734,0.03675645342312006,1
ds_0,M03,0.1,lr,2026,0.9609988776655444,0.9654882154882155,0.004489337822671136,1
ds_0,M03,0.1,catboost,2026,0.9349046015712683,0.9814814814814815,0.0465768799102132,1
ds_0,M03,0.5,lr,13,0.9609988776655444,1.0,0.03900112233445563,1
ds_0,M03,0.5,catboost,13,0.9480920314253648,0.999438832772166,0.05134680134680125,1
ds_0,M03,0.5,lr,42,0.9609988776655444,1.0,0.03900112233445563,1
ds_0,M03,0.5,catboost,42,0.9472502805836139,1.0,0.052749719416386065,1
ds_0,M03,0.5,lr,2026,0.9609988776655444,1.0,0.03900112233445563,1
ds_0,M03,0.5,catboost,2026,0.9349046015712683,0.9991582491582491,0.06425364758698082,1
ds_0,M03,1.0,lr,13,0.9609988776655444,1.0,0.03900112233445563,1
ds_0,M03,1.0,catboost,13,0.9480920314253648,0.999438832772166,0.05134680134680125,1
ds_0,M03,1.0,lr,42,0.9609988776655444,1.0,0.03900112233445563,1
ds_0,M03,1.0,catboost,42,0.9472502805836139,1.0,0.052749719416386065,1
ds_0,M03,1.0,lr,2026,0.9609988776655444,1.0,0.03900112233445563,1
ds_0,M03,1.0,catboost,2026,0.9349046015712683,0.9991582491582491,0.06425364758698082,1
ds_1,M01,0.1,lr,13,0.9424840233398166,0.9560989163656571,0.013614893025840513,1
ds_1,M01,0.1,catboost,13,0.91914420672409,1.0,0.08085579327590997,1
ds_1,M01,0.1,lr,42,0.9424840233398166,0.9560989163656571,0.013614893025840513,1
ds_1,M01,0.1,catboost,42,0.9402611836621283,1.0,0.0597388163378717,1
ds_1,M01,0.1,lr,2026,0.9424840233398166,0.9560989163656571,0.013614893025840513,1
ds_1,M01,0.1,catboost,2026,0.9269241455959989,1.0,0.0730758544040011,1
ds_1,M01,0.5,lr,13,0.9424840233398166,1.0,0.05751597666018338,1
ds_1,M01,0.5,catboost,13,0.91914420672409,1.0,0.08085579327590997,1
ds_1,M01,0.5,lr,42,0.9424840233398166,1.0,0.05751597666018338,1
ds_1,M01,0.5,catboost,42,0.9402611836621283,1.0,0.0597388163378717,1
ds_1,M01,0.5,lr,2026,0.9424840233398166,1.0,0.05751597666018338,1
ds_1,M01,0.5,catboost,2026,0.9269241455959989,1.0,0.0730758544040011,1
ds_1,M01,1.0,lr,13,0.9424840233398166,1.0,0.05751597666018338,1
ds_1,M01,1.0,catboost,13,0.91914420672409,1.0,0.08085579327590997,1
ds_1,M01,1.0,lr,42,0.9424840233398166,1.0,0.05751597666018338,1
ds_1,M01,1.0,catboost,42,0.9402611836621283,1.0,0.0597388163378717,1
ds_1,M01,1.0,lr,2026,0.9424840233398166,1.0,0.05751597666018338,1
ds_1,M01,1.0,catboost,2026,0.9269241455959989,1.0,0.0730758544040011,1
ds_1,M02,0.1,lr,13,0.959729653618699,0.969867642917488,0.010137989298788952,1
ds_1,M02,0.1,catboost,13,0.9479019994367783,1.0,0.05209800056322167,1
ds_1,M02,0.1,lr,42,0.959729653618699,0.969867642917488,0.010137989298788952,1
ds_1,M02,0.1,catboost,42,0.9501548859476203,1.0,0.04984511405237968,1
ds_1,M02,0.1,lr,2026,0.959729653618699,0.969867642917488,0.010137989298788952,1
ds_1,M02,0.1,catboost,2026,0.936355956068713,1.0,0.06364404393128698,1
ds_1,M02,0.5,lr,13,0.959729653618699,1.0,0.040270346381301,1
ds_1,M02,0.5,catboost,13,0.9479019994367783,1.0,0.05209800056322167,1
ds_1,M02,0.5,lr,42,0.959729653618699,1.0,0.040270346381301,1
ds_1,M02,0.5,catboost,42,0.9501548859476203,1.0,0.04984511405237968,1
ds_1,M02,0.5,lr,2026,0.959729653618699,1.0,0.040270346381301,1
ds_1,M02,0.5,catboost,2026,0.936355956068713,1.0,0.06364404393128698,1
ds_1,M02,1.0,lr,13,0.959729653618699,1.0,0.040270346381301,1
ds_1,M02,1.0,catboost,13,0.9479019994367783,1.0,0.05209800056322167,1
ds_1,M02,1.0,lr,42,0.959729653618699,1.0,0.040270346381301,1
ds_1,M02,1.0,catboost,42,0.9501548859476203,1.0,0.04984511405237968,1
ds_1,M02,1.0,lr,2026,0.959729653618699,1.0,0.040270346381301,1
ds_1,M02,1.0,catboost,2026,0.936355956068713,1.0,0.06364404393128698,1
ds_1,M03,0.1,lr,13,0.959729653618699,0.9684595888482117,0.008729935229512709,1
ds_1,M03,0.1,catboost,13,0.9479019994367783,0.9625457617572515,0.014643762320473153,1
ds_1,M03,0.1,lr,42,0.959729653618699,0.9684595888482117,0.008729935229512709,1
ds_1,M03,0.1,catboost,42,0.9501548859476203,0.9724021402421852,0.022247254294564867,1
ds_1,M03,0.1,lr,2026,0.959729653618699,0.9684595888482117,0.008729935229512709,1
ds_1,M03,0.1,catboost,2026,0.936355956068713,0.9746550267530274,0.038299070684314374,1
ds_1,M03,0.5,lr,13,0.959729653618699,1.0,0.040270346381301,1
ds_1,M03,0.5,catboost,13,0.9479019994367783,1.0,0.05209800056322167,1
ds_1,M03,0.5,lr,42,0.959729653618699,1.0,0.040270346381301,1
ds_1,M03,0.5,catboost,42,0.9501548859476203,1.0,0.04984511405237968,1
ds_1,M03,0.5,lr,2026,0.959729653618699,1.0,0.040270346381301,1
ds_1,M03,0.5,catboost,2026,0.936355956068713,1.0,0.06364404393128698,1
ds_1,M03,1.0,lr,13,0.959729653618699,1.0,0.040270346381301,1
ds_1,M03,1.0,catboost,13,0.9479019994367783,1.0,0.05209800056322167,1
ds_1,M03,1.0,lr,42,0.959729653618699,1.0,0.040270346381301,1
ds_1,M03,1.0,catboost,42,0.9501548859476203,1.0,0.04984511405237968,1
ds_1,M03,1.0,lr,2026,0.959729653618699,1.0,0.040270346381301,1
ds_1,M03,1.0,catboost,2026,0.936355956068713,1.0,0.06364404393128698,1
ds_2,M01,0.1,lr,13,0.9616240266963293,0.9685761957730812,0.006952169076751891,1
ds_2,M01,0.1,catboost,13,0.9168520578420467,1.0,0.08314794215795329,1
ds_2,M01,0.1,lr,42,0.9616240266963293,0.9685761957730812,0.006952169076751891,1
ds_2,M01,0.1,catboost,42,0.9160177975528366,1.0,0.08398220244716337,1
ds_2,M01,0.1,lr,2026,0.9616240266963293,0.9685761957730812,0.006952169076751891,1
ds_2,M01,0.1,catboost,2026,0.921301446051168,1.0,0.07869855394883196,1
ds_2,M01,0.5,lr,13,0.9616240266963293,1.0,0.03837597330367071,1
ds_2,M01,0.5,catboost,13,0.9168520578420467,1.0,0.08314794215795329,1
ds_2,M01,0.5,lr,42,0.9616240266963293,1.0,0.03837597330367071,1
ds_2,M01,0.5,catboost,42,0.9160177975528366,1.0,0.08398220244716337,1
ds_2,M01,0.5,lr,2026,0.9616240266963293,1.0,0.03837597330367071,1
ds_2,M01,0.5,catboost,2026,0.921301446051168,1.0,0.07869855394883196,1
ds_2,M01,1.0,lr,13,0.9616240266963293,1.0,0.03837597330367071,1
ds_2,M01,1.0,catboost,13,0.9168520578420467,1.0,0.08314794215795329,1
ds_2,M01,1.0,lr,42,0.9616240266963293,1.0,0.03837597330367071,1
ds_2,M01,1.0,catboost,42,0.9160177975528366,1.0,0.08398220244716337,1
ds_2,M01,1.0,lr,2026,0.9616240266963293,1.0,0.03837597330367071,1
ds_2,M01,1.0,catboost,2026,0.921301446051168,1.0,0.07869855394883196,1
ds_2,M02,0.1,lr,13,0.9632414369256475,0.9702032859927597,0.00696184906711228,1
ds_2,M02,0.1,catboost,13,0.9565580618212197,1.0,0.04344193817878028,1
ds_2,M02,0.1,lr,42,0.9632414369256475,0.9702032859927597,0.00696184906711228,1
ds_2,M02,0.1,catboost,42,0.9440267335004178,1.0,0.05597326649958223,1
ds_2,M02,0.1,lr,2026,0.9632414369256475,0.9702032859927597,0.00696184906711228,1
ds_2,M02,0.1,catboost,2026,0.9470899470899471,1.0,0.05291005291005291,1
ds_2,M02,0.5,lr,13,0.9632414369256475,1.0,0.036758563074352546,1
ds_2,M02,0.5,catboost,13,0.9565580618212197,1.0,0.04344193817878028,1
ds_2,M02,0.5,lr,42,0.9632414369256475,1.0,0.036758563074352546,1
ds_2,M02,0.5,catboost,42,0.9440267335004178,1.0,0.05597326649958223,1
ds_2,M02,0.5,lr,2026,0.9632414369256475,1.0,0.036758563074352546,1
ds_2,M02,0.5,catboost,2026,0.9470899470899471,1.0,0.05291005291005291,1
ds_2,M02,1.0,lr,13,0.9632414369256475,1.0,0.036758563074352546,1
ds_2,M02,1.0,catboost,13,0.9565580618212197,1.0,0.04344193817878028,1
ds_2,M02,1.0,lr,42,0.9632414369256475,1.0,0.036758563074352546,1
ds_2,M02,1.0,catboost,42,0.9440267335004178,1.0,0.05597326649958223,1
ds_2,M02,1.0,lr,2026,0.9632414369256475,1.0,0.036758563074352546,1
ds_2,M02,1.0,catboost,2026,0.9470899470899471,1.0,0.05291005291005291,1
ds_2,M03,0.1,lr,13,0.9632414369256475,0.9827346143135617,0.01949317738791423,1
ds_2,M03,0.1,catboost,13,0.9565580618212197,0.9991645781119465,0.04260651629072676,1
ds_2,M03,0.1,lr,42,0.9632414369256475,0.9827346143135617,0.01949317738791423,1
ds_2,M03,0.1,catboost,42,0.9440267335004178,0.9983291562238931,0.054302422723475297,1
ds_2,M03,0.1,lr,2026,0.9632414369256475,0.9827346143135617,0.01949317738791423,1
ds_2,M03,0.1,catboost,2026,0.9470899470899471,0.9983291562238931,0.05123920913394597,1
ds_2,M03,0.5,lr,13,0.9632414369256475,1.0,0.036758563074352546,1
ds_2,M03,0.5,catboost,13,0.9565580618212197,1.0,0.04344193817878028,1
ds_2,M03,0.5,lr,42,0.9632414369256475,1.0,0.036758563074352546,1
ds_2,M03,0.5,catboost,42,0.9440267335004178,1.0,0.05597326649958223,1
ds_2,M03,0.5,lr,2026,0.9632414369256475,1.0,0.036758563074352546,1
ds_2,M03,0.5,catboost,2026,0.9470899470899471,1.0,0.05291005291005291,1
ds_2,M03,1.0,lr,13,0.9632414369256475,1.0,0.036758563074352546,1
ds_2,M03,1.0,catboost,13,0.9565580618212197,1.0,0.04344193817878028,1
ds_2,M03,1.0,lr,42,0.9632414369256475,1.0,0.036758563074352546,1
ds_2,M03,1.0,catboost,42,0.9440267335004178,1.0,0.05597326649958223,1
ds_2,M03,1.0,lr,2026,0.9632414369256475,1.0,0.036758563074352546,1
ds_2,M03,1.0,catboost,2026,0.9470899470899471,1.0,0.05291005291005291,1
ds_3,M01,0.1,lr,13,0.9321986607142857,0.9450334821428572,0.012834821428571508,1
ds_3,M01,0.1,catboost,13,0.9319196428571429,0.9998604910714286,0.0679408482142857,1
ds_3,M01,0.1,lr,42,0.9321986607142857,0.9450334821428572,0.012834821428571508,1
ds_3,M01,0.1,catboost,42,0.9172712053571428,1.0,0.0827287946428572,1
ds_3,M01,0.1,lr,2026,0.9321986607142857,0.9450334821428572,0.012834821428571508,1
ds_3,M01,0.1,catboost,2026,0.9397321428571428,1.0,0.060267857142857206,1
ds_3,M01,0.5,lr,13,0.9321986607142857,1.0,0.0678013392857143,1
ds_3,M01,0.5,catboost,13,0.9319196428571429,0.9998604910714286,0.0679408482142857,1
ds_3,M01,0.5,lr,42,0.9321986607142857,1.0,0.0678013392857143,1
ds_3,M01,0.5,catboost,42,0.9172712053571428,1.0,0.0827287946428572,1
ds_3,M01,0.5,lr,2026,0.9321986607142857,1.0,0.0678013392857143,1
ds_3,M01,0.5,catboost,2026,0.9397321428571428,1.0,0.060267857142857206,1
ds_3,M01,1.0,lr,13,0.9321986607142857,1.0,0.0678013392857143,1
ds_3,M01,1.0,catboost,13,0.9319196428571429,0.9998604910714286,0.0679408482142857,1
ds_3,M01,1.0,lr,42,0.9321986607142857,1.0,0.0678013392857143,1
ds_3,M01,1.0,catboost,42,0.9172712053571428,1.0,0.0827287946428572,1
ds_3,M01,1.0,lr,2026,0.9321986607142857,1.0,0.0678013392857143,1
ds_3,M01,1.0,catboost,2026,0.9397321428571428,1.0,0.060267857142857206,1
ds_3,M02,0.1,lr,13,0.9566387559808612,0.9665071770334929,0.009868421052631637,1
ds_3,M02,0.1,catboost,13,0.9431818181818182,1.0,0.05681818181818177,1
ds_3,M02,0.1,lr,42,0.9566387559808612,0.9665071770334929,0.009868421052631637,1
ds_3,M02,0.1,catboost,42,0.9560406698564593,1.0,0.0439593301435407,1
ds_3,M02,0.1,lr,2026,0.9566387559808612,0.9665071770334929,0.009868421052631637,1
ds_3,M02,0.1,catboost,2026,0.9395933014354066,1.0,0.06040669856459335,1
ds_3,M02,0.5,lr,13,0.9566387559808612,1.0,0.04336124401913877,1
ds_3,M02,0.5,catboost,13,0.9431818181818182,1.0,0.05681818181818177,1
ds_3,M02,0.5,lr,42,0.9566387559808612,1.0,0.04336124401913877,1
ds_3,M02,0.5,catboost,42,0.9560406698564593,1.0,0.0439593301435407,1
ds_3,M02,0.5,lr,2026,0.9566387559808612,1.0,0.04336124401913877,1
ds_3,M02,0.5,catboost,2026,0.9395933014354066,1.0,0.06040669856459335,1
ds_3,M02,1.0,lr,13,0.9566387559808612,1.0,0.04336124401913877,1
ds_3,M02,1.0,catboost,13,0.9431818181818182,1.0,0.05681818181818177,1
ds_3,M02,1.0,lr,42,0.9566387559808612,1.0,0.04336124401913877,1
ds_3,M02,1.0,catboost,42,0.9560406698564593,1.0,0.0439593301435407,1
ds_3,M02,1.0,lr,2026,0.9566387559808612,1.0,0.04336124401913877,1
ds_3,M02,1.0,catboost,2026,0.9395933014354066,1.0,0.06040669856459335,1
ds_3,M03,0.1,lr,13,0.9566387559808612,0.9850478468899521,0.02840909090909083,1
ds_3,M03,0.1,catboost,13,0.9431818181818182,0.999700956937799,0.0565191387559808,1
ds_3,M03,0.1,lr,42,0.9566387559808612,0.9850478468899521,0.02840909090909083,1
ds_3,M03,0.1,catboost,42,0.9560406698564593,0.9949162679425837,0.0388755980861244,1
ds_3,M03,0.1,lr,2026,0.9566387559808612,0.9850478468899521,0.02840909090909083,1
ds_3,M03,0.1,catboost,2026,0.9395933014354066,1.0,0.06040669856459335,1
ds_3,M03,0.5,lr,13,0.9566387559808612,1.0,0.04336124401913877,1
ds_3,M03,0.5,catboost,13,0.9431818181818182,1.0,0.05681818181818177,1
ds_3,M03,0.5,lr,42,0.9566387559808612,1.0,0.04336124401913877,1
ds_3,M03,0.5,catboost,42,0.9560406698564593,1.0,0.0439593301435407,1
ds_3,M03,0.5,lr,2026,0.9566387559808612,1.0,0.04336124401913877,1
ds_3,M03,0.5,catboost,2026,0.9395933014354066,1.0,0.06040669856459335,1
ds_3,M03,1.0,lr,13,0.9566387559808612,1.0,0.04336124401913877,1
ds_3,M03,1.0,catboost,13,0.9431818181818182,1.0,0.05681818181818177,1
ds_3,M03,1.0,lr,42,0.9566387559808612,1.0,0.04336124401913877,1
ds_3,M03,1.0,catboost,42,0.9560406698564593,1.0,0.0439593301435407,1
ds_3,M03,1.0,lr,2026,0.9566387559808612,1.0,0.04336124401913877,1
ds_3,M03,1.0,catboost,2026,0.9395933014354066,1.0,0.06040669856459335,1
ds_4,M01,0.1,lr,13,0.9451406293511557,0.9543302701197438,0.009189640768588081,1
ds_4,M01,0.1,catboost,13,0.9484823169033696,1.0,0.05151768309663041,1
ds_4,M01,0.1,lr,42,0.9451406293511557,0.9543302701197438,0.009189640768588081,1
ds_4,M01,0.1,catboost,42,0.9470899470899471,1.0,0.05291005291005291,1
ds_4,M01,0.1,lr,2026,0.9451406293511557,0.9543302701197438,0.009189640768588081,1
ds_4,M01,0.1,catboost,2026,0.9412419938735728,1.0,0.05875800612642723,1
ds_4,M01,0.5,lr,13,0.9451406293511557,1.0,0.054859370648844274,1
ds_4,M01,0.5,catboost,13,0.9484823169033696,1.0,0.05151768309663041,1
ds_4,M01,0.5,lr,42,0.9451406293511557,1.0,0.054859370648844274,1
ds_4,M01,0.5,catboost,42,0.9470899470899471,1.0,0.05291005291005291,1
ds_4,M01,0.5,lr,2026,0.9451406293511557,1.0,0.054859370648844274,1
ds_4,M01,0.5,catboost,2026,0.9412419938735728,1.0,0.05875800612642723,1
ds_4,M01,1.0,lr,13,0.9451406293511557,1.0,0.054859370648844274,1
ds_4,M01,1.0,catboost,13,0.9484823169033696,1.0,0.05151768309663041,1
ds_4,M01,1.0,lr,42,0.9451406293511557,1.0,0.054859370648844274,1
ds_4,M01,1.0,catboost,42,0.9470899470899471,1.0,0.05291005291005291,1
ds_4,M01,1.0,lr,2026,0.9451406293511557,1.0,0.054859370648844274,1
ds_4,M01,1.0,catboost,2026,0.9412419938735728,1.0,0.05875800612642723,1
ds_4,M02,0.1,lr,13,0.9234285714285715,0.9362857142857144,0.0128571428571429,1
ds_4,M02,0.1,catboost,13,0.9054285714285714,0.9997142857142858,0.09428571428571442,1
ds_4,M02,0.1,lr,42,0.9234285714285715,0.9362857142857144,0.0128571428571429,1
ds_4,M02,0.1,catboost,42,0.908,1.0,0.09199999999999997,1
ds_4,M02,0.1,lr,2026,0.9234285714285715,0.9362857142857144,0.0128571428571429,1
ds_4,M02,0.1,catboost,2026,0.9162857142857143,0.9888571428571429,0.07257142857142862,1
ds_4,M02,0.5,lr,13,0.9234285714285715,0.9985714285714286,0.07514285714285707,1
ds_4,M02,0.5,catboost,13,0.9054285714285714,0.9997142857142858,0.09428571428571442,1
ds_4,M02,0.5,lr,42,0.9234285714285715,0.9985714285714286,0.07514285714285707,1
ds_4,M02,0.5,catboost,42,0.908,1.0,0.09199999999999997,1
ds_4,M02,0.5,lr,2026,0.9234285714285715,0.9985714285714286,0.07514285714285707,1
ds_4,M02,0.5,catboost,2026,0.9162857142857143,0.9888571428571429,0.07257142857142862,1
ds_4,M02,1.0,lr,13,0.9234285714285715,1.0,0.07657142857142851,1
ds_4,M02,1.0,catboost,13,0.9054285714285714,0.9997142857142858,0.09428571428571442,1
ds_4,M02,1.0,lr,42,0.9234285714285715,1.0,0.07657142857142851,1
ds_4,M02,1.0,catboost,42,0.908,1.0,0.09199999999999997,1
ds_4,M02,1.0,lr,2026,0.9234285714285715,1.0,0.07657142857142851,1
ds_4,M02,1.0,catboost,2026,0.9162857142857143,0.9888571428571429,0.07257142857142862,1
ds_4,M03,0.1,lr,13,0.9234285714285715,0.956857142857143,0.033428571428571474,1
ds_4,M03,0.1,catboost,13,0.9054285714285714,0.9991428571428571,0.09371428571428575,1
ds_4,M03,0.1,lr,42,0.9234285714285715,0.956857142857143,0.033428571428571474,1
ds_4,M03,0.1,catboost,42,0.908,0.9982857142857143,0.0902857142857143,1
ds_4,M03,0.1,lr,2026,0.9234285714285715,0.956857142857143,0.033428571428571474,1
ds_4,M03,0.1,catboost,2026,0.9162857142857143,0.9994285714285714,0.08314285714285718,1
ds_4,M03,0.5,lr,13,0.9234285714285715,1.0,0.07657142857142851,1
ds_4,M03,0.5,catboost,13,0.9054285714285714,0.9997142857142858,0.09428571428571442,1
ds_4,M03,0.5,lr,42,0.9234285714285715,1.0,0.07657142857142851,1
ds_4,M03,0.5,catboost,42,0.908,1.0,0.09199999999999997,1
ds_4,M03,0.5,lr,2026,0.9234285714285715,1.0,0.07657142857142851,1
ds_4,M03,0.5,catboost,2026,0.9162857142857143,0.9888571428571429,0.07257142857142862,1
ds_4,M03,1.0,lr,13,0.9234285714285715,1.0,0.07657142857142851,1
ds_4,M03,1.0,catboost,13,0.9054285714285714,0.9997142857142858,0.09428571428571442,1
ds_4,M03,1.0,lr,42,0.9234285714285715,1.0,0.07657142857142851,1
ds_4,M03,1.0,catboost,42,0.908,1.0,0.09199999999999997,1
ds_4,M03,1.0,lr,2026,0.9234285714285715,1.0,0.07657142857142851,1
ds_4,M03,1.0,catboost,2026,0.9162857142857143,0.9888571428571429,0.07257142857142862,1
ds_5,M01,0.1,lr,13,0.9748883928571428,0.98046875,0.005580357142857206,1
ds_5,M01,0.1,catboost,13,0.9651227678571428,1.0,0.034877232142857206,1
ds_5,M01,0.1,lr,42,0.9748883928571428,0.98046875,0.005580357142857206,1
ds_5,M01,0.1,catboost,42,0.9684709821428571,1.0,0.031529017857142905,1
ds_5,M01,0.1,lr,2026,0.9748883928571428,0.98046875,0.005580357142857206,1
ds_5,M01,0.1,catboost,2026,0.9623325892857144,1.0,0.03766741071428559,1
ds_5,M01,0.5,lr,13,0.9748883928571428,1.0,0.025111607142857206,1
ds_5,M01,0.5,catboost,13,0.9651227678571428,1.0,0.034877232142857206,1
ds_5,M01,0.5,lr,42,0.9748883928571428,1.0,0.025111607142857206,1
ds_5,M01,0.5,catboost,42,0.9684709821428571,1.0,0.031529017857142905,1
ds_5,M01,0.5,lr,2026,0.9748883928571428,1.0,0.025111607142857206,1
ds_5,M01,0.5,catboost,2026,0.9623325892857144,1.0,0.03766741071428559,1
ds_5,M01,1.0,lr,13,0.9748883928571428,1.0,0.025111607142857206,1
ds_5,M01,1.0,catboost,13,0.9651227678571428,1.0,0.034877232142857206,1
ds_5,M01,1.0,lr,42,0.9748883928571428,1.0,0.025111607142857206,1
ds_5,M01,1.0,catboost,42,0.9684709821428571,1.0,0.031529017857142905,1
ds_5,M01,1.0,lr,2026,0.9748883928571428,1.0,0.025111607142857206,1
ds_5,M01,1.0,catboost,2026,0.9623325892857144,1.0,0.03766741071428559,1
ds_5,M02,0.1,lr,13,0.9546087440824282,0.962962962962963,0.00835421888053478,1
ds_5,M02,0.1,catboost,13,0.9440267335004178,1.0,0.05597326649958223,1
ds_5,M02,0.1,lr,42,0.9546087440824282,0.962962962962963,0.00835421888053478,1
ds_5,M02,0.1,catboost,42,0.937900306321359,0.998886104149262,0.06098579782790303,1
ds_5,M02,0.1,lr,2026,0.9546087440824282,0.962962962962963,0.00835421888053478,1
ds_5,M02,0.1,catboost,2026,0.9473684210526316,1.0,0.05263157894736836,1
ds_5,M02,0.5,lr,13,0.9546087440824282,0.9991645781119465,0.04455583402951824,1
ds_5,M02,0.5,catboost,13,0.9440267335004178,1.0,0.05597326649958223,1
ds_5,M02,0.5,lr,42,0.9546087440824282,0.9991645781119465,0.04455583402951824,1
ds_5,M02,0.5,catboost,42,0.937900306321359,0.998886104149262,0.06098579782790303,1
ds_5,M02,0.5,lr,2026,0.9546087440824282,0.9991645781119465,0.04455583402951824,1
ds_5,M02,0.5,catboost,2026,0.9473684210526316,1.0,0.05263157894736836,1
ds_5,M02,1.0,lr,13,0.9546087440824282,1.0,0.04539125591757176,1
ds_5,M02,1.0,catboost,13,0.9440267335004178,1.0,0.05597326649958223,1
ds_5,M02,1.0,lr,42,0.9546087440824282,1.0,0.04539125591757176,1
ds_5,M02,1.0,catboost,42,0.937900306321359,0.998886104149262,0.06098579782790303,1
ds_5,M02,1.0,lr,2026,0.9546087440824282,1.0,0.04539125591757176,1
ds_5,M02,1.0,catboost,2026,0.9473684210526316,1.0,0.05263157894736836,1
ds_5,M03,0.1,lr,13,0.9546087440824282,0.9752158173210804,0.020607073238652185,1
ds_5,M03,0.1,catboost,13,0.9440267335004178,0.9866332497911445,0.04260651629072676,1
ds_5,M03,0.1,lr,42,0.9546087440824282,0.9752158173210804,0.020607073238652185,1
ds_5,M03,0.1,catboost,42,0.937900306321359,0.9685324422166527,0.030632135895293677,1
ds_5,M03,0.1,lr,2026,0.9546087440824282,0.9752158173210804,0.020607073238652185,1
ds_5,M03,0.1,catboost,2026,0.9473684210526316,0.9825953773322195,0.03522695627958783,1
ds_5,M03,0.5,lr,13,0.9546087440824282,1.0,0.04539125591757176,1
ds_5,M03,0.5,catboost,13,0.9440267335004178,1.0,0.05597326649958223,1
ds_5,M03,0.5,lr,42,0.9546087440824282,1.0,0.04539125591757176,1
ds_5,M03,0.5,catboost,42,0.937900306321359,0.998886104149262,0.06098579782790303,1
ds_5,M03,0.5,lr,2026,0.9546087440824282,1.0,0.04539125591757176,1
ds_5,M03,0.5,catboost,2026,0.9473684210526316,1.0,0.05263157894736836,1
ds_5,M03,1.0,lr,13,0.9546087440824282,1.0,0.04539125591757176,1
ds_5,M03,1.0,catboost,13,0.9440267335004178,1.0,0.05597326649958223,1
ds_5,M03,1.0,lr,42,0.9546087440824282,1.0,0.04539125591757176,1
ds_5,M03,1.0,catboost,42,0.937900306321359,0.998886104149262,0.06098579782790303,1
