run_id,intervention,dataset_index,mechanism,strength,seed,model,status,failure_reason,strict_auc,full_auc,paired_harm,best_epoch_strict,best_epoch_full,device,runtime_sec,retrieval_strict_k1_purity,retrieval_full_k1_purity,retrieval_strict_k5_purity,retrieval_full_k5_purity,neighbor_overlap_k5,strict_proba_hash,full_proba_hash
56fb5317079898e6236a,I2_permuted,0,M04,S1,42,modernnca,SUCCESS,,0.6445833333333333,0.6216666666666667,-0.022916666666666585,6,0,cuda,52.5,0.585,0.635,0.588,0.5579999999999999,,83b5bd00cc0b184498759b078aa0bfbbb05e9aaaf18fa7a8fb9e9beb1b51c17d,b8b8a548f4d50536885890e3f4f7b50376ecdc167123578892c1d55de0f0fd89
125aa022cb23f6a35abc,I2_permuted,0,M04,S1,42,tabr,SUCCESS,,0.6691666666666667,0.6337499999999999,-0.03541666666666676,14,15,cuda,61.0,,,,,,e5771587def9640baef824b650d6cf0f8be97c21dd7f4a2d5c06eac52ae2becb,e0d969e201cefe14e35c61d8745f6367f5e7a0b853bdce76d1b040ea17aaecd7
b1500e0b80b00813755f,I4_contam_only,0,M04,S1,42,tabm,SUCCESS,,0.5633333333333334,0.5633333333333334,0.0,40,40,cuda,64.6,,,,,,a6bbbc11d274be3cbe83b037852a23befb1272217c41d2fd17ba6ca3857c04d1,a6bbbc11d274be3cbe83b037852a23befb1272217c41d2fd17ba6ca3857c04d1
ac2fa99176450ef0c806,I4_contam_only,0,M04,S1,42,modernnca,SUCCESS,,0.553125,0.553125,0.0,0,0,cuda,65.7,0.535,0.535,0.537,0.537,,5e79fbec98cb336f7936c59244e53bccc59e8b641a80f42097ccb3c842ea56fd,5e79fbec98cb336f7936c59244e53bccc59e8b641a80f42097ccb3c842ea56fd
2c31febddb4bbf94a52c,I4_contam_only,0,M04,S1,42,tabr,SUCCESS,,0.5109375,0.5109375,0.0,9,9,cuda,75.6,,,,,,dcb4868d6422afa3e2cf8b36cadb0686c492e41ff5e83b72893c6ccc0993c7f3,dcb4868d6422afa3e2cf8b36cadb0686c492e41ff5e83b72893c6ccc0993c7f3
0979d223b53cda207be4,O1_fixed_epoch,0,M04,S1,42,tabm,SUCCESS,,0.6636458333333333,0.6629166666666668,-0.0007291666666664476,4,4,cuda,79.2,,,,,,eebbbfab566dd492b971d7aa9e2431a63338fe7e62b6fcf14522e08dc149ee59,2296a9a77ed32625f0257495c557778fc0df9f2687cd49318386ab36a6c3abf3
2e40418d21e3dfbc6ddb,O1_fixed_epoch,0,M04,S1,42,modernnca,SUCCESS,,0.6445833333333333,0.6127083333333332,-0.0318750000000001,6,20,cuda,80.2,0.585,0.6,0.588,0.566,,83b5bd00cc0b184498759b078aa0bfbbb05e9aaaf18fa7a8fb9e9beb1b51c17d,794e192ceaf40667c68e7fd71a9241141ecbfb85b1f68ff7aa1f6826a68abba3
610cf51af8a7afbb243f,O1_fixed_epoch,0,M04,S1,42,tabr,SUCCESS,,0.6691666666666667,0.6251041666666666,-0.044062500000000115,14,14,cuda,89.4,,,,,,e5771587def9640baef824b650d6cf0f8be97c21dd7f4a2d5c06eac52ae2becb,923384a578785d825144fc6b9e904409a87a8dbbf6b56fcf652844b21bfd9ade
edc9bc6295485831ead7,I2_permuted,0,M04,S1,2026,tabm,SUCCESS,,0.6739583333333333,0.6421874999999999,-0.031770833333333415,6,3,cuda,92.9,,,,,,1416e6950865f2a6c6a1e808cdab59d39c52fc8c8cddaef87d33bdcfba9ba3a1,92440bcb513ffc3226c679d712c4c0635b82eeb3c5526dfa0709bfcccecfb021
1ce7bd5754bf6efe4365,I2_permuted,0,M04,S1,2026,modernnca,SUCCESS,,0.6648958333333334,0.6278125,-0.03708333333333336,24,0,cuda,94.0,0.65,0.585,0.585,0.556,,40c2dc50118fcdc45b62dd9d9019265a528e6a32baa4aaa81bcb738ed5d7063f,57dee01ceb5efc2fad99a9fa4a7e14d24d7ed23c14ac3379ee095edd26b85e77
389cbd97de1d751b5bac,I2_permuted,0,M04,S1,2026,tabr,SUCCESS,,0.6560416666666666,0.6694791666666666,0.013437499999999991,16,10,cuda,104.1,,,,,,276184dd39cde5f912fb3b25b2d0dabd79f36dd40410ef794ae21ca27a8e2e71,c6841128044f75b277efa4a9ea01fdabe5bfb20b5909e87de3ae62a8aef60f70
36fb6e1749b17b88e2e2,I4_contam_only,0,M04,S1,2026,tabm,SUCCESS,,0.5141666666666667,0.5141666666666667,0.0,41,41,cuda,107.7,,,,,,5248b4b3f4eea6a93a2f263c663addaddde71bec75c52fc7822088249cbd4ba0,5248b4b3f4eea6a93a2f263c663addaddde71bec75c52fc7822088249cbd4ba0
6cd927bd8a618c1f61e1,I4_contam_only,0,M04,S1,2026,modernnca,SUCCESS,,0.4835416666666667,0.4835416666666667,0.0,18,18,cuda,108.8,0.55,0.55,0.512,0.512,,3608bcc7b2f1a0f74e4fd2189abd52dec2725112924f6c55c21066cdfac23ebc,3608bcc7b2f1a0f74e4fd2189abd52dec2725112924f6c55c21066cdfac23ebc
a6336397aaf64a7dc673,I4_contam_only,0,M04,S1,2026,tabr,SUCCESS,,0.5227083333333333,0.5227083333333333,0.0,27,27,cuda,119.0,,,,,,2abf99843d0f72f2a6fb5bb4d745023e39acc966ef169882b06dc361c3089f79,2abf99843d0f72f2a6fb5bb4d745023e39acc966ef169882b06dc361c3089f79
8bd6139700d41b74029e,O1_fixed_epoch,0,M04,S1,2026,tabm,SUCCESS,,0.6739583333333333,0.6520833333333332,-0.02187500000000009,6,3,cuda,121.4,,,,,,1416e6950865f2a6c6a1e808cdab59d39c52fc8c8cddaef87d33bdcfba9ba3a1,a4b7279871d60d321b3b91c8520e57578fd22f10458ac9e24f034d1987fd091c
337127bd59020c5d60f0,O1_fixed_epoch,0,M04,S1,2026,modernnca,SUCCESS,,0.6648958333333334,0.6561458333333333,-0.008750000000000036,24,1,cuda,122.5,0.65,0.59,0.585,0.579,,40c2dc50118fcdc45b62dd9d9019265a528e6a32baa4aaa81bcb738ed5d7063f,efb5b4f01d75374d769214670df395fdca6966498592dede99cd8b0ce0f7a814
a5216a739d01dee956a6,O1_fixed_epoch,0,M04,S1,2026,tabr,SUCCESS,,0.6560416666666666,0.6764583333333334,0.02041666666666675,16,9,cuda,132.7,,,,,,276184dd39cde5f912fb3b25b2d0dabd79f36dd40410ef794ae21ca27a8e2e71,15b00eee74bd822363afba000f42938db8e786a840cec1fb78d64867bbca8450
a4c3430b578a8556708a,I2_permuted,0,M04,S1,3407,tabm,SUCCESS,,0.6783333333333333,0.6789583333333333,0.0006249999999999867,4,4,cuda,136.2,,,,,,651342473463cdabbc61f8d6834bc3a4edb454c6bb60cb15fd15c8d7cfbb28cd,8b10197604e780fae700a8b717fa663e15870e6d91320c88b0065cd95a1d3d0f
863014e400ac8a7f91a3,I2_permuted,0,M04,S1,3407,modernnca,SUCCESS,,0.6633333333333333,0.639375,-0.023958333333333304,0,0,cuda,137.3,0.565,0.565,0.569,0.547,,07064c8eab3e3fae8b1ad5f3421e125cb708c679ca9d2c80c88736d57b0eb8df,756d8e6b874a016af7f1616324a48dc9131c5f529a7d8a2222264ac368d06692
86ee65920e202cbc9fc1,I2_permuted,0,M04,S1,3407,tabr,SUCCESS,,0.641875,0.6867708333333333,0.04489583333333336,19,9,cuda,148.0,,,,,,6a975038b1d85d71f0f63a6da5f537b8457afa8103a1d00ebbf91d2fcd77eef8,d7b4f01606c2f98318f5f6a226225028d4cf326c35ddaf94f22078b6fd52ef85
4187387aec8715b393c3,I4_contam_only,0,M04,S1,3407,tabm,SUCCESS,,0.5438541666666666,0.5438541666666666,0.0,33,33,cuda,151.7,,,,,,f73786f924018091a162c34b34880ccc9022798ef5736b5d3dfca284b242e59a,f73786f924018091a162c34b34880ccc9022798ef5736b5d3dfca284b242e59a
a0daebc9c63a5d0d8866,I4_contam_only,0,M04,S1,3407,modernnca,SUCCESS,,0.5578645833333332,0.5578645833333332,0.0,0,0,cuda,152.7,0.515,0.515,0.521,0.521,,9d6e5cf4e155db71569107727cb53982ef72db74008363ad3c6aaa9ca41ed8e7,9d6e5cf4e155db71569107727cb53982ef72db74008363ad3c6aaa9ca41ed8e7
a56175775e5e57e6070f,I4_contam_only,0,M04,S1,3407,tabr,SUCCESS,,0.46218750000000003,0.46218750000000003,0.0,1,1,cuda,161.9,,,,,,ec55f1957572b65f8caa5fa85502ebd00d9924f16232aa7f41b208a26612dcfd,ec55f1957572b65f8caa5fa85502ebd00d9924f16232aa7f41b208a26612dcfd
da502c5a82eafaacc976,O1_fixed_epoch,0,M04,S1,3407,tabm,SUCCESS,,0.6783333333333333,0.6840624999999999,0.005729166666666563,4,4,cuda,165.5,,,,,,651342473463cdabbc61f8d6834bc3a4edb454c6bb60cb15fd15c8d7cfbb28cd,d22dac0c35c29e8fa869bd6bb8a76cce74883881fa10ac522e80d7bad2866fbb
6c64c3b7abbb13e0a73f,O1_fixed_epoch,0,M04,S1,3407,modernnca,SUCCESS,,0.6633333333333333,0.6614583333333334,-0.00187499999999996,0,0,cuda,166.5,0.565,0.54,0.569,0.574,,07064c8eab3e3fae8b1ad5f3421e125cb708c679ca9d2c80c88736d57b0eb8df,10ed2975254aa906d8d6a70ceaa2d1cdb9c244c8f3c340b7a88901dc5d8e95a1
eeb0f85b6dddb599e9ba,O1_fixed_epoch,0,M04,S1,3407,tabr,SUCCESS,,0.641875,0.6857291666666666,0.04385416666666664,19,9,cuda,176.8,,,,,,6a975038b1d85d71f0f63a6da5f537b8457afa8103a1d00ebbf91d2fcd77eef8,541bb46fdf29c5f526aa661897609edee6c842be568926357984ce75e4b46dda
ff45444ec7efec01dd1b,I2_permuted,0,M04,S1,7777,tabm,SUCCESS,,0.6294791666666667,0.6675000000000001,0.03802083333333339,3,4,cuda,180.4,,,,,,de01ced9d3cdaaad28fb9094b3b1fff78c367e8dcee8c0ab5e75105fcce9bc28,e6131dd4ff3302203cdd556d30e7629e984d78b048d29b590e3907c437c52b4d
1b36d61e7ebcfba8053e,I2_permuted,0,M04,S1,7777,modernnca,SUCCESS,,0.6119791666666667,0.6190625000000001,0.00708333333333333,33,0,cuda,181.5,0.55,0.545,0.554,0.559,,9958687c0b3a187b3ee388381771417f82880dc64b20f345f0595e7b88cbaba9,540b5956186424c8c167f1c8ad544d773662d63b6476d77b53e0ab3a0b4f0848
1b727956c17bbbffef11,I2_permuted,0,M04,S1,7777,tabr,SUCCESS,,0.6485416666666667,0.6238541666666667,-0.024687499999999973,13,15,cuda,190.6,,,,,,8f2f90a8f4af3c0e02a80a437e032fdfebed74828124144a8c0342ed67bcc847,e3dcb04b762aa9bd91e632fc40b3d3a9630440034e9ac87a3c52ef06f9616183
050b5949a022ba38c57b,I4_contam_only,0,M04,S1,7777,tabm,SUCCESS,,0.5640625,0.5640625,0.0,30,30,cuda,194.2,,,,,,dadf09f82c5b59b9607cfef6552d20ac003a96ecffdc7cef3e720a2bc51afa37,dadf09f82c5b59b9607cfef6552d20ac003a96ecffdc7cef3e720a2bc51afa37
02d955d505642dc042c1,I4_contam_only,0,M04,S1,7777,modernnca,SUCCESS,,0.5408333333333333,0.5408333333333333,0.0,0,0,cuda,195.3,0.545,0.545,0.501,0.501,,6745a020f188acdcea9ed5d90fabe6e4a5b0fd9f727400c3c5e3b4a848dd1a54,6745a020f188acdcea9ed5d90fabe6e4a5b0fd9f727400c3c5e3b4a848dd1a54
58e65a6e966dcfeb7fdf,I4_contam_only,0,M04,S1,7777,tabr,SUCCESS,,0.5578125,0.5578125,0.0,26,26,cuda,205.6,,,,,,514d6b60e37ab62309d0dc5ebd112e0b761870794e0ea664cc0ce00f5488fb33,514d6b60e37ab62309d0dc5ebd112e0b761870794e0ea664cc0ce00f5488fb33
9a76b5ea41c03c81cabf,O1_fixed_epoch,0,M04,S1,7777,tabm,SUCCESS,,0.6294791666666667,0.6282291666666667,-0.0012499999999999734,3,3,cuda,209.1,,,,,,de01ced9d3cdaaad28fb9094b3b1fff78c367e8dcee8c0ab5e75105fcce9bc28,e45d731ac9f03eddecbd922d4d9b4bb0b30bc755bbd6d3d15d40e33514fdc37f
2b63792b4de582579ae2,O1_fixed_epoch,0,M04,S1,7777,modernnca,SUCCESS,,0.6119791666666667,0.6153124999999999,0.0033333333333331883,33,41,cuda,210.3,0.55,0.55,0.554,0.5630000000000001,,9958687c0b3a187b3ee388381771417f82880dc64b20f345f0595e7b88cbaba9,39e7e128d32031c3c253ae6b3da73ca0bc39fe5aff3ef034c23b803a452ca06f
95af7d90aa280b5cbaeb,O1_fixed_epoch,0,M04,S1,7777,tabr,SUCCESS,,0.6485416666666667,0.6501041666666666,0.0015624999999999112,13,9,cuda,219.6,,,,,,8f2f90a8f4af3c0e02a80a437e032fdfebed74828124144a8c0342ed67bcc847,e53ceaf180d6a6f7f81635c956141c277bacd9859a7f1f8e23462d6579145677
5e64e06bc182faf9ba68,I2_permuted,0,M04,S2,13,tabm,SUCCESS,,0.7028125,0.6836458333333333,-0.019166666666666665,6,8,cuda,223.1,,,,,,469d90d6eace3605d33dacd130f49962ab5fc8c04485d80573ab69196ff4292f,6d011ac72b917b33116169639beca8f1ef0b49015bd264e694d32ecb8ac156b4
b408e9b9123edbcacc14,I2_permuted,0,M04,S2,13,modernnca,SUCCESS,,0.5879166666666666,0.6503125,0.06239583333333332,26,0,cuda,224.2,0.545,0.55,0.574,0.57,,be00df1428c6dad0d77856ff5be9658702aa21e57d42c09d595e75f23089b33b,052af1bd845ba602bda585d5703cd2726f8963bf0a9ed6c6165580e25c9a3d1c
7bf9be4407279d297c58,I2_permuted,0,M04,S2,13,tabr,SUCCESS,,0.6784375,0.6366666666666666,-0.041770833333333424,12,14,cuda,234.4,,,,,,1beca2a545cd373266675baf9c9eca7cd0a0eb8c85aacf6e9f744a57dbb32fd8,9613b66f934a925583d9e3a2a1c9f92e50073492f775d98b2c793382f319e6e7
b6105a5c01d12e337ba9,I4_contam_only,0,M04,S2,13,tabm,SUCCESS,,0.5097916666666666,0.5097916666666666,0.0,1,1,cuda,238.0,,,,,,99a6ee81e0dfa9e0a3c7d5ee8e078ec0aeab0de00d3a8f5426d51db0a08a33ba,99a6ee81e0dfa9e0a3c7d5ee8e078ec0aeab0de00d3a8f5426d51db0a08a33ba
76417696f3df44f9dbe6,I4_contam_only,0,M04,S2,13,modernnca,SUCCESS,,0.4688541666666667,0.4688541666666667,0.0,49,49,cuda,239.1,0.555,0.555,0.513,0.513,,259f327439f5e2503d94d2319754197660c80310ed67d9b51d060a30f4740d29,259f327439f5e2503d94d2319754197660c80310ed67d9b51d060a30f4740d29
07ad2ff0350dd791d094,I4_contam_only,0,M04,S2,13,tabr,SUCCESS,,0.4884375,0.4884375,0.0,0,0,cuda,248.4,,,,,,fa85be1ec82812ade595f3c3aac34eb370e6d24c329d2b4a239d39742235d596,fa85be1ec82812ade595f3c3aac34eb370e6d24c329d2b4a239d39742235d596
277029033bc7ee310056,O1_fixed_epoch,0,M04,S2,13,tabm,SUCCESS,,0.7028125,0.674375,-0.028437500000000004,6,10,cuda,252.0,,,,,,469d90d6eace3605d33dacd130f49962ab5fc8c04485d80573ab69196ff4292f,07d15f09ce20e7c54b8ec7de36f73a7384012daea64fb3b07d5642e80c560ecc
ce9a8fa031a28b1bbc08,O1_fixed_epoch,0,M04,S2,13,modernnca,SUCCESS,,0.5879166666666666,0.6388541666666666,0.05093749999999997,26,17,cuda,253.1,0.545,0.595,0.574,0.588,,be00df1428c6dad0d77856ff5be9658702aa21e57d42c09d595e75f23089b33b,d97597fd60ea644b555b44e1292df5b460ed81a400a3437b24771024d3fc7ecc
32d63ab0284d5693bfd1,O1_fixed_epoch,0,M04,S2,13,tabr,SUCCESS,,0.6784375,0.6360416666666666,-0.04239583333333341,12,16,cuda,263.2,,,,,,1beca2a545cd373266675baf9c9eca7cd0a0eb8c85aacf6e9f744a57dbb32fd8,35ec44f66d668474729c2addd09be9417060b2a4b59e08198242bea026fba263
4f33b11dd56dc1f3f2cb,I2_permuted,0,M04,S2,42,tabm,SUCCESS,,0.6636458333333333,0.6644791666666667,0.0008333333333334636,4,4,cuda,266.8,,,,,,eebbbfab566dd492b971d7aa9e2431a63338fe7e62b6fcf14522e08dc149ee59,062b149709bea0ec6ac0e22236589fb37d57257bb5569a49628085939182b90e
216e1757ef8ac53e7f67,I2_permuted,0,M04,S2,42,modernnca,SUCCESS,,0.6445833333333333,0.6327083333333332,-0.01187500000000008,6,15,cuda,267.9,0.585,0.615,0.588,0.578,,83b5bd00cc0b184498759b078aa0bfbbb05e9aaaf18fa7a8fb9e9beb1b51c17d,ae597d7de0bca3dfbaea4d02756c3d71642e6aa38bdda8e089d8bd588b3852f8
d0162ee17ccd47a4b28b,I2_permuted,0,M04,S2,42,tabr,SUCCESS,,0.6691666666666667,0.6312499999999999,-0.03791666666666682,14,11,cuda,277.3,,,,,,e5771587def9640baef824b650d6cf0f8be97c21dd7f4a2d5c06eac52ae2becb,8bc1bd1765c4489cdf4134a8e9d1fc0cba4dc886e5b6e718577a2b5fd3d7c261
bff7ee4f6ffd62721a97,I4_contam_only,0,M04,S2,42,tabm,SUCCESS,,0.5340624999999999,0.5340624999999999,0.0,6,6,cuda,280.8,,,,,,60d2a09dcaaa155368909363e9e1ec6c0567897f0dc4547bb3a8613814a80f83,60d2a09dcaaa155368909363e9e1ec6c0567897f0dc4547bb3a8613814a80f83
21ccbd5b6084badcf06b,I4_contam_only,0,M04,S2,42,modernnca,SUCCESS,,0.49624999999999997,0.49624999999999997,0.0,0,0,cuda,281.9,0.55,0.55,0.514,0.514,,68890778befa0ae50126d580f027d4883b8a671c2cf4aa7e614f365bdcd612df,68890778befa0ae50126d580f027d4883b8a671c2cf4aa7e614f365bdcd612df
fbabdc412fe35e7941f6,I4_contam_only,0,M04,S2,42,tabr,SUCCESS,,0.5572916666666667,0.5572916666666667,0.0,19,19,cuda,292.1,,,,,,0315ec8a7148abde75fca0cdf951f4bb68a66ac27a4728dfc157dd089b2f8bfa,0315ec8a7148abde75fca0cdf951f4bb68a66ac27a4728dfc157dd089b2f8bfa
ba83aaedf5d404bf2ca2,O1_fixed_epoch,0,M04,S2,42,tabm,SUCCESS,,0.6636458333333333,0.6643749999999999,0.0007291666666666696,4,4,cuda,295.7,,,,,,eebbbfab566dd492b971d7aa9e2431a63338fe7e62b6fcf14522e08dc149ee59,2729fe559f44db3ea2a6e6ff48a422991bfd0693b0037907f92ab83b1b5436df
b923f0add39bf210fbcb,O1_fixed_epoch,0,M04,S2,42,modernnca,SUCCESS,,0.6445833333333333,0.5648958333333334,-0.07968749999999991,6,31,cuda,296.8,0.585,0.525,0.588,0.543,,83b5bd00cc0b184498759b078aa0bfbbb05e9aaaf18fa7a8fb9e9beb1b51c17d,f07a94bc491393d1cb7366bc1452c4b52519939ededdf4f9cf3e80a9b4f59730
1a12c1521173b3a48da8,O1_fixed_epoch,0,M04,S2,42,tabr,SUCCESS,,0.6691666666666667,0.6216666666666667,-0.04749999999999999,14,16,cuda,307.1,,,,,,e5771587def9640baef824b650d6cf0f8be97c21dd7f4a2d5c06eac52ae2becb,e08ce19fded1fd016e0c00092b6f03f23ea9c3e6089fd55351f2fc176a611f1f
cddb9ca25e33e5572b60,I2_permuted,0,M04,S2,2026,tabm,SUCCESS,,0.6739583333333333,0.6460416666666665,-0.027916666666666812,6,3,cuda,309.5,,,,,,1416e6950865f2a6c6a1e808cdab59d39c52fc8c8cddaef87d33bdcfba9ba3a1,5ce66071c0f197a0d7013ba83a2a754653b2ce5543ec46bc270fb4be6f5bd168
e0dc51c064aa43a94f4e,I2_permuted,0,M04,S2,2026,modernnca,SUCCESS,,0.6648958333333334,0.6266666666666667,-0.03822916666666665,24,0,cuda,310.6,0.65,0.6,0.585,0.565,,40c2dc50118fcdc45b62dd9d9019265a528e6a32baa4aaa81bcb738ed5d7063f,9e0510ccfd8ee121afdd44899ecdeb343d6b4382eb0e68bf6319019b88a002f9
f414dd6f374550b7470c,I2_permuted,0,M04,S2,2026,tabr,SUCCESS,,0.6560416666666666,0.6648958333333334,0.008854166666666718,16,10,cuda,321.0,,,,,,276184dd39cde5f912fb3b25b2d0dabd79f36dd40410ef794ae21ca27a8e2e71,d5b0e67ddc5d34621c82fbf5f686abfe7ceaf608b80aac55ba02faa3200e4884
7c64f2afd7d69b57b3c3,I4_contam_only,0,M04,S2,2026,tabm,SUCCESS,,0.5294791666666666,0.5294791666666666,0.0,41,41,cuda,324.6,,,,,,b0cd5597cabc15b81c191845c4b5ee1f80343615f4fc2853b85f0a250408c28f,b0cd5597cabc15b81c191845c4b5ee1f80343615f4fc2853b85f0a250408c28f
1c6e699e7a120e3e2c54,I4_contam_only,0,M04,S2,2026,modernnca,SUCCESS,,0.5245833333333333,0.5245833333333333,0.0,0,0,cuda,325.7,0.545,0.545,0.546,0.546,,68cdeee71e391d95721bc88810b2706bbfd99af17e675567375b40a68abc8586,68cdeee71e391d95721bc88810b2706bbfd99af17e675567375b40a68abc8586
90c4d10412682fca21a1,I4_contam_only,0,M04,S2,2026,tabr,SUCCESS,,0.5383333333333333,0.5383333333333333,0.0,21,21,cuda,336.0,,,,,,5394c6cdb818808b4134e56afc1a7c5eecb20b459f986e70763d49e0c6b89212,5394c6cdb818808b4134e56afc1a7c5eecb20b459f986e70763d49e0c6b89212
56730de1f334262cb3e3,O1_fixed_epoch,0,M04,S2,2026,tabm,SUCCESS,,0.6739583333333333,0.6507291666666667,-0.023229166666666634,6,3,cuda,339.5,,,,,,1416e6950865f2a6c6a1e808cdab59d39c52fc8c8cddaef87d33bdcfba9ba3a1,758db5300bacba95842f92937be0ab9d7d6e207ca5fb3b70b51a4e18d00fdba5
03162e9d40dc1abecd04,O1_fixed_epoch,0,M04,S2,2026,modernnca,SUCCESS,,0.6648958333333334,0.6575000000000001,-0.007395833333333268,24,0,cuda,340.6,0.65,0.6,0.585,0.569,,40c2dc50118fcdc45b62dd9d9019265a528e6a32baa4aaa81bcb738ed5d7063f,1f181406639f609bef5a9de747c8e6ec7e68c2613f0b7a4535cdb942c7600094
c01b86093696974ab8d7,O1_fixed_epoch,0,M04,S2,2026,tabr,SUCCESS,,0.6560416666666666,0.6771874999999999,0.021145833333333308,16,10,cuda,349.9,,,,,,276184dd39cde5f912fb3b25b2d0dabd79f36dd40410ef794ae21ca27a8e2e71,aa6d781fe521e1d4033c546332c32a0e9ff920a5211ee825f8e68d72b36707b8
de0f4a896fb5be0bde6e,I2_permuted,0,M04,S2,3407,tabm,SUCCESS,,0.6783333333333333,0.6817708333333334,0.0034375000000000933,4,4,cuda,353.5,,,,,,651342473463cdabbc61f8d6834bc3a4edb454c6bb60cb15fd15c8d7cfbb28cd,c3639c45814d5b488ab8545048c5bf2660fc357a00ca8885025fc6afb7b87294
7fc1d9dbf275ccc1899d,I2_permuted,0,M04,S2,3407,modernnca,SUCCESS,,0.6633333333333333,0.6476041666666668,-0.015729166666666572,0,0,cuda,354.7,0.565,0.575,0.569,0.55,,07064c8eab3e3fae8b1ad5f3421e125cb708c679ca9d2c80c88736d57b0eb8df,6963dbc4106d794434106e5e1fbf624912877a1ed2a408a7d4de75840f28a2ea
f5e01d968ed3761370d3,I2_permuted,0,M04,S2,3407,tabr,SUCCESS,,0.641875,0.6852083333333333,0.043333333333333335,19,9,cuda,365.2,,,,,,6a975038b1d85d71f0f63a6da5f537b8457afa8103a1d00ebbf91d2fcd77eef8,c3deb6f8f6f3b199aab0d68c33d3b2ee97593eda18f2119cfdf11833cacd4809
09a678456b81472aa6e6,I4_contam_only,0,M04,S2,3407,tabm,SUCCESS,,0.5241666666666667,0.5241666666666667,0.0,47,47,cuda,368.8,,,,,,dc1b072cabab470cea041ea341c9898deacd4e423cabdc407b401fd3c66782b9,dc1b072cabab470cea041ea341c9898deacd4e423cabdc407b401fd3c66782b9
