ds,mech,str,model,seed,clean_auc,full_auc,inflation,runtime
ds_0,M03,S1,TabICL,42,0.7780952380952382,0.7695238095238095,-0.008571428571428674,0.03250551223754883
ds_0,M03,S1,TabICL,2026,0.806031746031746,0.8076190476190477,0.0015873015873016927,0.03400015830993652
ds_0,M03,S3,TabM,13,0.9809523809523808,0.9968253968253968,0.01587301587301604,0.9880008697509766
ds_0,M03,S3,TabM,42,0.9403174603174602,0.9879365079365079,0.04761904761904767,1.004000186920166
ds_0,M03,S3,TabM,2026,0.9587301587301587,0.9796825396825397,0.020952380952381056,1.0219998359680176
ds_0,M03,S3,ModernNCA,13,0.9377777777777777,0.9980952380952381,0.060317460317460436,0.10507726669311523
ds_0,M03,S3,ModernNCA,42,0.9377777777777777,0.9980952380952381,0.060317460317460436,0.09432673454284668
ds_0,M03,S3,ModernNCA,2026,0.9377777777777777,0.9980952380952381,0.060317460317460436,0.0936586856842041
ds_0,M03,S3,TabR,13,0.886984126984127,1.0,0.11301587301587301,0.06084918975830078
ds_0,M03,S3,TabR,42,0.886984126984127,1.0,0.11301587301587301,0.06142926216125488
ds_0,M03,S3,TabR,2026,0.886984126984127,1.0,0.11301587301587301,0.06303286552429199
ds_0,M03,S3,TabPFNv2,13,0.5,0.5,0.0,0.0009961128234863281
ds_0,M03,S3,TabPFNv2,42,0.5,0.5,0.0,0.0010001659393310547
ds_0,M03,S3,TabPFNv2,2026,0.5,0.5,0.0,0.0
ds_0,M03,S3,TabICL,13,0.8031746031746032,0.886984126984127,0.08380952380952378,0.031998395919799805
ds_0,M03,S3,TabICL,42,0.7780952380952382,0.8584126984126983,0.08031746031746012,0.034999847412109375
ds_0,M03,S3,TabICL,2026,0.806031746031746,0.8533333333333333,0.04730158730158729,0.031999826431274414
ds_0,M03,S5,TabM,13,0.9809523809523808,1.0,0.019047619047619202,1.0020015239715576
ds_0,M03,S5,TabM,42,0.9403174603174602,0.9961904761904763,0.055873015873016074,1.0109992027282715
ds_0,M03,S5,TabM,2026,0.9587301587301587,0.9955555555555556,0.03682539682539698,1.0590002536773682
ds_0,M03,S5,ModernNCA,13,0.9377777777777777,1.0,0.06222222222222229,0.10074186325073242
ds_0,M03,S5,ModernNCA,42,0.9377777777777777,1.0,0.06222222222222229,0.07847929000854492
ds_0,M03,S5,ModernNCA,2026,0.9377777777777777,1.0,0.06222222222222229,0.09458255767822266
ds_0,M03,S5,TabR,13,0.886984126984127,1.0,0.11301587301587301,0.0627593994140625
ds_0,M03,S5,TabR,42,0.886984126984127,1.0,0.11301587301587301,0.06042361259460449
ds_0,M03,S5,TabR,2026,0.886984126984127,1.0,0.11301587301587301,0.06275773048400879
ds_0,M03,S5,TabPFNv2,13,0.5,0.5,0.0,0.0009996891021728516
ds_0,M03,S5,TabPFNv2,42,0.5,0.5,0.0,0.0009984970092773438
ds_0,M03,S5,TabPFNv2,2026,0.5,0.5,0.0,0.0
ds_0,M03,S5,TabICL,13,0.8031746031746032,0.9298412698412698,0.1266666666666666,0.03299856185913086
ds_0,M03,S5,TabICL,42,0.7780952380952382,0.9028571428571428,0.12476190476190463,0.03300023078918457
ds_0,M03,S5,TabICL,2026,0.806031746031746,0.9352380952380953,0.12920634920634932,0.03400015830993652
ds_0,M04,S1,TabM,13,0.9809523809523808,0.9822222222222222,0.0012698412698414208,1.0310003757476807
ds_0,M04,S1,TabM,42,0.9403174603174602,0.9726984126984127,0.03238095238095251,1.0290002822875977
ds_0,M04,S1,TabM,2026,0.9587301587301587,0.9631746031746031,0.004444444444444473,1.0560188293457031
ds_0,M04,S1,ModernNCA,13,0.9377777777777777,0.9457142857142856,0.007936507936507908,0.17164945602416992
ds_0,M04,S1,ModernNCA,42,0.9377777777777777,0.9457142857142856,0.007936507936507908,0.09438395500183105
ds_0,M04,S1,ModernNCA,2026,0.9377777777777777,0.9457142857142856,0.007936507936507908,0.09201788902282715
ds_0,M04,S1,TabR,13,0.886984126984127,0.8323809523809524,-0.05460317460317454,0.06199216842651367
ds_0,M04,S1,TabR,42,0.886984126984127,0.8323809523809524,-0.05460317460317454,0.06119847297668457
ds_0,M04,S1,TabR,2026,0.886984126984127,0.8323809523809524,-0.05460317460317454,0.06380510330200195
ds_0,M04,S1,TabPFNv2,13,0.5,0.5,0.0,0.0010023117065429688
ds_0,M04,S1,TabPFNv2,42,0.5,0.5,0.0,0.0009970664978027344
ds_0,M04,S1,TabPFNv2,2026,0.5,0.5,0.0,0.0010001659393310547
ds_0,M04,S1,TabICL,13,0.8031746031746032,0.7955555555555556,-0.007619047619047636,0.03500008583068848
ds_0,M04,S1,TabICL,42,0.7780952380952382,0.7841269841269841,0.006031746031745944,0.03399920463562012
ds_0,M04,S1,TabICL,2026,0.806031746031746,0.8076190476190477,0.0015873015873016927,0.03499937057495117
ds_0,M04,S3,TabM,13,0.9809523809523808,0.9828571428571429,0.0019047619047620756,1.080000638961792
ds_0,M04,S3,TabM,42,0.9403174603174602,0.9714285714285715,0.03111111111111131,1.0929994583129883
ds_0,M04,S3,TabM,2026,0.9587301587301587,0.9625396825396825,0.003809523809523818,1.0540006160736084
ds_0,M04,S3,ModernNCA,13,0.9377777777777777,0.9473015873015873,0.009523809523809601,0.10201072692871094
ds_0,M04,S3,ModernNCA,42,0.9377777777777777,0.9473015873015873,0.009523809523809601,0.09312200546264648
ds_0,M04,S3,ModernNCA,2026,0.9377777777777777,0.9473015873015873,0.009523809523809601,0.09228634834289551
ds_0,M04,S3,TabR,13,0.886984126984127,0.8285714285714286,-0.05841269841269836,0.06284761428833008
ds_0,M04,S3,TabR,42,0.886984126984127,0.8285714285714286,-0.05841269841269836,0.060790300369262695
ds_0,M04,S3,TabR,2026,0.886984126984127,0.8285714285714286,-0.05841269841269836,0.062044620513916016
ds_0,M04,S3,TabPFNv2,13,0.5,0.5,0.0,0.0019986629486083984
ds_0,M04,S3,TabPFNv2,42,0.5,0.5,0.0,0.0
ds_0,M04,S3,TabPFNv2,2026,0.5,0.5,0.0,0.0009996891021728516
ds_0,M04,S3,TabICL,13,0.8031746031746032,0.827936507936508,0.024761904761904763,0.03399491310119629
ds_0,M04,S3,TabICL,42,0.7780952380952382,0.7695238095238095,-0.008571428571428674,0.03399991989135742
ds_0,M04,S3,TabICL,2026,0.806031746031746,0.8057142857142857,-0.0003174603174602719,0.03300070762634277
ds_0,M04,S5,TabM,13,0.9809523809523808,0.9809523809523809,1.1102230246251565e-16,0.9680004119873047
ds_0,M04,S5,TabM,42,0.9403174603174602,0.9714285714285715,0.03111111111111131,1.0164744853973389
ds_0,M04,S5,TabM,2026,0.9587301587301587,0.9625396825396825,0.003809523809523818,1.009000539779663
ds_0,M04,S5,ModernNCA,13,0.9377777777777777,0.9492063492063492,0.011428571428571455,0.10102462768554688
ds_0,M04,S5,ModernNCA,42,0.9377777777777777,0.9492063492063492,0.011428571428571455,0.09295940399169922
ds_0,M04,S5,ModernNCA,2026,0.9377777777777777,0.9492063492063492,0.011428571428571455,0.09258675575256348
ds_0,M04,S5,TabR,13,0.886984126984127,0.8431746031746032,-0.04380952380952374,0.06249737739562988
ds_0,M04,S5,TabR,42,0.886984126984127,0.8431746031746032,-0.04380952380952374,0.06354784965515137
ds_0,M04,S5,TabR,2026,0.886984126984127,0.8431746031746032,-0.04380952380952374,0.06152176856994629
ds_0,M04,S5,TabPFNv2,13,0.5,0.5,0.0,0.0010018348693847656
ds_0,M04,S5,TabPFNv2,42,0.5,0.5,0.0,0.0009987354278564453
ds_0,M04,S5,TabPFNv2,2026,0.5,0.5,0.0,0.0009987354278564453
ds_0,M04,S5,TabICL,13,0.8031746031746032,0.713015873015873,-0.09015873015873022,0.03199958801269531
ds_0,M04,S5,TabICL,42,0.7780952380952382,0.7142857142857142,-0.06380952380952398,0.032999277114868164
ds_0,M04,S5,TabICL,2026,0.806031746031746,0.8076190476190476,0.0015873015873015817,0.03399991989135742
ds_0,M05,S1,TabM,13,0.9809523809523808,0.9822222222222222,0.0012698412698414208,0.9400010108947754
ds_0,M05,S1,TabM,42,0.9403174603174602,0.9726984126984126,0.0323809523809524,1.0200169086456299
ds_0,M05,S1,TabM,2026,0.9587301587301587,0.9631746031746031,0.004444444444444473,0.9950003623962402
ds_0,M05,S1,ModernNCA,13,0.9377777777777777,0.9365079365079365,-0.0012698412698411987,0.09786057472229004
ds_0,M05,S1,ModernNCA,42,0.9377777777777777,0.9365079365079365,-0.0012698412698411987,0.09161949157714844
ds_0,M05,S1,ModernNCA,2026,0.9377777777777777,0.9365079365079365,-0.0012698412698411987,0.09431815147399902
ds_0,M05,S1,TabR,13,0.886984126984127,0.8838095238095238,-0.0031746031746031633,0.06385231018066406
ds_0,M05,S1,TabR,42,0.886984126984127,0.8838095238095238,-0.0031746031746031633,0.06084251403808594
ds_0,M05,S1,TabR,2026,0.886984126984127,0.8838095238095238,-0.0031746031746031633,0.06290459632873535
ds_0,M05,S1,TabPFNv2,13,0.5,0.5,0.0,0.0009987354278564453
ds_0,M05,S1,TabPFNv2,42,0.5,0.5,0.0,0.0010006427764892578
ds_0,M05,S1,TabPFNv2,2026,0.5,0.5,0.0,0.0
ds_0,M05,S1,TabICL,13,0.8031746031746032,0.7866666666666666,-0.016507936507936583,0.03299880027770996
ds_0,M05,S1,TabICL,42,0.7780952380952382,0.822857142857143,0.04476190476190478,0.03800010681152344
ds_0,M05,S1,TabICL,2026,0.806031746031746,0.860952380952381,0.054920634920635036,0.03599977493286133
ds_0,M05,S3,TabM,13,0.9809523809523808,0.9815873015873016,0.0006349206349207659,0.9490008354187012
ds_0,M05,S3,TabM,42,0.9403174603174602,0.9752380952380951,0.03492063492063491,1.0150039196014404
ds_0,M05,S3,TabM,2026,0.9587301587301587,0.9631746031746031,0.004444444444444473,0.9949953556060791
ds_0,M05,S3,ModernNCA,13,0.9377777777777777,0.9577777777777778,0.02000000000000013,0.1021425724029541
ds_0,M05,S3,ModernNCA,42,0.9377777777777777,0.9577777777777778,0.02000000000000013,0.09471726417541504
ds_0,M05,S3,ModernNCA,2026,0.9377777777777777,0.9577777777777778,0.02000000000000013,0.09226822853088379
ds_0,M05,S3,TabR,13,0.886984126984127,0.8774603174603174,-0.009523809523809601,0.06315207481384277
ds_0,M05,S3,TabR,42,0.886984126984127,0.8774603174603174,-0.009523809523809601,0.062090396881103516
ds_0,M05,S3,TabR,2026,0.886984126984127,0.8774603174603174,-0.009523809523809601,0.06203293800354004
ds_0,M05,S3,TabPFNv2,13,0.5,0.5,0.0,0.0009989738464355469
ds_0,M05,S3,TabPFNv2,42,0.5,0.5,0.0,0.0
ds_0,M05,S3,TabPFNv2,2026,0.5,0.5,0.0,0.001003265380859375
ds_0,M05,S3,TabICL,13,0.8031746031746032,0.7644444444444445,-0.038730158730158726,0.03399372100830078
ds_0,M05,S3,TabICL,42,0.7780952380952382,0.8473015873015873,0.06920634920634916,0.0390019416809082
ds_0,M05,S3,TabICL,2026,0.806031746031746,0.8565079365079366,0.05047619047619056,0.03299856185913086
ds_0,M05,S5,TabM,13,0.9809523809523808,0.9822222222222222,0.0012698412698414208,0.9420011043548584
ds_0,M05,S5,TabM,42,0.9403174603174602,0.9765079365079364,0.03619047619047622,1.0500001907348633
ds_0,M05,S5,TabM,2026,0.9587301587301587,0.9619047619047618,0.0031746031746031633,0.9900004863739014
ds_0,M05,S5,ModernNCA,13,0.9377777777777777,0.96,0.022222222222222254,0.10412931442260742
ds_0,M05,S5,ModernNCA,42,0.9377777777777777,0.96,0.022222222222222254,0.09259772300720215
ds_0,M05,S5,ModernNCA,2026,0.9377777777777777,0.96,0.022222222222222254,0.09376788139343262
ds_0,M05,S5,TabR,13,0.886984126984127,0.8863492063492063,-0.0006349206349206549,0.06359457969665527
ds_0,M05,S5,TabR,42,0.886984126984127,0.8863492063492063,-0.0006349206349206549,0.061757802963256836
ds_0,M05,S5,TabR,2026,0.886984126984127,0.8863492063492063,-0.0006349206349206549,0.060971736907958984
ds_0,M05,S5,TabPFNv2,13,0.5,0.5,0.0,0.0019969940185546875
ds_0,M05,S5,TabPFNv2,42,0.5,0.5,0.0,0.0
ds_0,M05,S5,TabPFNv2,2026,0.5,0.5,0.0,0.0010006427764892578
ds_0,M05,S5,TabICL,13,0.8031746031746032,0.8761904761904762,0.07301587301587298,0.03299832344055176
ds_0,M05,S5,TabICL,42,0.7780952380952382,0.8374603174603175,0.05936507936507929,0.03600049018859863
ds_0,M05,S5,TabICL,2026,0.806031746031746,0.8019047619047619,-0.00412698412698409,0.03400015830993652
ds_0,M06,S1,TabM,13,0.9330808080808081,0.9671717171717171,0.03409090909090906,0.9915413856506348
ds_0,M06,S1,TabM,42,0.9103535353535352,0.9558080808080808,0.045454545454545525,1.003000020980835
ds_0,M06,S1,TabM,2026,0.9494949494949495,0.932449494949495,-0.017045454545454475,1.0610003471374512
ds_0,M06,S1,ModernNCA,13,0.9337121212121213,0.9068813131313131,-0.026830808080808177,0.08951711654663086
ds_0,M06,S1,ModernNCA,42,0.9337121212121213,0.9068813131313131,-0.026830808080808177,0.09412837028503418
ds_0,M06,S1,ModernNCA,2026,0.9337121212121213,0.9068813131313131,-0.026830808080808177,0.09387040138244629
ds_0,M06,S1,TabR,13,0.9255050505050505,1.0,0.0744949494949495,0.04294610023498535
ds_0,M06,S1,TabR,42,0.9255050505050505,1.0,0.0744949494949495,0.04500246047973633
ds_0,M06,S1,TabR,2026,0.9255050505050505,1.0,0.0744949494949495,0.0469975471496582
ds_0,M06,S1,TabPFNv2,13,0.5,0.5,0.0,0.0010030269622802734
ds_0,M06,S1,TabPFNv2,42,0.5,0.5,0.0,0.0009984970092773438
ds_0,M06,S1,TabPFNv2,2026,0.5,0.5,0.0,0.0009987354278564453
ds_0,M06,S1,TabICL,13,0.8083964646464646,0.8027146464646465,-0.005681818181818121,0.04199981689453125
ds_0,M06,S1,TabICL,42,0.8557449494949495,0.8428030303030303,-0.012941919191919227,0.0429997444152832
ds_0,M06,S1,TabICL,2026,0.7765151515151515,0.7279040404040404,-0.04861111111111105,0.037999868392944336
ds_0,M06,S3,TabM,13,0.9330808080808081,1.0,0.06691919191919193,1.0160024166107178
ds_0,M06,S3,TabM,42,0.9103535353535352,0.9993686868686869,0.0890151515151516,0.9279980659484863
ds_0,M06,S3,TabM,2026,0.9494949494949495,1.0,0.0505050505050505,1.0980007648468018
ds_0,M06,S3,ModernNCA,13,0.9337121212121213,1.0,0.06628787878787867,0.09480762481689453
ds_0,M06,S3,ModernNCA,42,0.9337121212121213,1.0,0.06628787878787867,0.09220290184020996
ds_0,M06,S3,ModernNCA,2026,0.9337121212121213,1.0,0.06628787878787867,0.09417533874511719
ds_0,M06,S3,TabR,13,0.9255050505050505,1.0,0.0744949494949495,0.04080009460449219
ds_0,M06,S3,TabR,42,0.9255050505050505,1.0,0.0744949494949495,0.04699993133544922
ds_0,M06,S3,TabR,2026,0.9255050505050505,1.0,0.0744949494949495,0.04699993133544922
ds_0,M06,S3,TabPFNv2,13,0.5,0.5,0.0,0.0009999275207519531
ds_0,M06,S3,TabPFNv2,42,0.5,0.5,0.0,0.0009999275207519531
ds_0,M06,S3,TabPFNv2,2026,0.5,0.5,0.0,0.0010001659393310547
ds_0,M06,S3,TabICL,13,0.8083964646464646,0.9116161616161618,0.10321969696969713,0.039000749588012695
ds_0,M06,S3,TabICL,42,0.8557449494949495,0.9090909090909091,0.05334595959595956,0.04000043869018555
ds_0,M06,S3,TabICL,2026,0.7765151515151515,0.9081439393939393,0.13162878787878785,0.043998003005981445
ds_0,M06,S5,TabM,13,0.9330808080808081,1.0,0.06691919191919193,0.9870011806488037
ds_0,M06,S5,TabM,42,0.9103535353535352,1.0,0.08964646464646475,0.9689996242523193
ds_0,M06,S5,TabM,2026,0.9494949494949495,1.0,0.0505050505050505,1.0260004997253418
ds_0,M06,S5,ModernNCA,13,0.9337121212121213,1.0,0.06628787878787867,0.0767202377319336
ds_0,M06,S5,ModernNCA,42,0.9337121212121213,1.0,0.06628787878787867,0.07850432395935059
ds_0,M06,S5,ModernNCA,2026,0.9337121212121213,1.0,0.06628787878787867,0.07797765731811523
ds_0,M06,S5,TabR,13,0.9255050505050505,1.0,0.0744949494949495,0.040129899978637695
ds_0,M06,S5,TabR,42,0.9255050505050505,1.0,0.0744949494949495,0.032996416091918945
ds_0,M06,S5,TabR,2026,0.9255050505050505,1.0,0.0744949494949495,0.031000614166259766
ds_0,M06,S5,TabPFNv2,13,0.5,0.5,0.0,0.00099945068359375
ds_0,M06,S5,TabPFNv2,42,0.5,0.5,0.0,0.0009996891021728516
ds_0,M06,S5,TabPFNv2,2026,0.5,0.5,0.0,0.001001119613647461
ds_0,M06,S5,TabICL,13,0.8083964646464646,0.9974747474747474,0.18907828282828276,0.03999900817871094
ds_0,M06,S5,TabICL,42,0.8557449494949495,0.9949494949494949,0.13920454545454541,0.041001081466674805
ds_0,M06,S5,TabICL,2026,0.7765151515151515,0.9930555555555556,0.2165404040404041,0.042999982833862305
ds_0,M07,S1,TabM,13,0.9748549323017409,0.985170857511283,0.010315925209542054,0.9457306861877441
ds_0,M07,S1,TabM,42,0.9542230818826563,0.988394584139265,0.0341715022566087,1.0080010890960693
ds_0,M07,S1,TabM,2026,0.985170857511283,0.9832366215344939,-0.0019342359767891004,0.9469988346099854
ds_0,M07,S1,ModernNCA,13,0.9032882011605416,0.9426176660219213,0.03932946486137967,0.08786535263061523
