dataset_index,mechanism,strength,model,seed,strict_auc,full_auc,paired_harm,mechanism_category,evidence_tier
0,M04,S2,modernnca,7777,0.6529166666666666,0.6856249999999999,0.0327083333333333,structured,SP6_MODEL_EXPANSION
0,M04,S3,modernnca,13,0.6945833333333334,0.6904166666666667,-0.0041666666666667,structured,SP6_MODEL_EXPANSION
0,M04,S3,modernnca,42,0.6257291666666668,0.6590625,0.0333333333333332,structured,SP6_MODEL_EXPANSION
0,M04,S3,modernnca,2026,0.6918750000000001,0.6752083333333333,-0.0166666666666668,structured,SP6_MODEL_EXPANSION
0,M04,S3,modernnca,3407,0.6591666666666667,0.6560416666666667,-0.0031249999999999,structured,SP6_MODEL_EXPANSION
0,M04,S3,modernnca,7777,0.6529166666666666,0.5585416666666667,-0.0943749999999998,structured,SP6_MODEL_EXPANSION
0,M04,S4,modernnca,13,0.6945833333333334,0.6472916666666666,-0.0472916666666668,structured,SP6_MODEL_EXPANSION
0,M04,S4,modernnca,42,0.6257291666666668,0.6608333333333333,0.0351041666666664,structured,SP6_MODEL_EXPANSION
0,M04,S4,modernnca,2026,0.6918750000000001,0.6754166666666667,-0.0164583333333334,structured,SP6_MODEL_EXPANSION
0,M04,S4,modernnca,3407,0.6591666666666667,0.6502083333333333,-0.0089583333333334,structured,SP6_MODEL_EXPANSION
0,M04,S4,modernnca,7777,0.6529166666666666,0.6166666666666667,-0.0362499999999998,structured,SP6_MODEL_EXPANSION
0,M04,S5,modernnca,13,0.6945833333333334,0.6903125,-0.0042708333333334,structured,SP6_MODEL_EXPANSION
0,M04,S5,modernnca,42,0.6257291666666668,0.6634375,0.0377083333333332,structured,SP6_MODEL_EXPANSION
0,M04,S5,modernnca,2026,0.6918750000000001,0.6747916666666667,-0.0170833333333334,structured,SP6_MODEL_EXPANSION
0,M04,S5,modernnca,3407,0.6591666666666667,0.6509375,-0.0082291666666667,structured,SP6_MODEL_EXPANSION
0,M04,S5,modernnca,7777,0.6529166666666666,0.6337499999999999,-0.0191666666666666,structured,SP6_MODEL_EXPANSION
0,M05,S1,modernnca,13,0.6945833333333334,0.6920833333333333,-0.0025000000000001,structured,SP6_MODEL_EXPANSION
0,M05,S1,modernnca,42,0.6257291666666668,0.6484375,0.0227083333333332,structured,SP6_MODEL_EXPANSION
0,M05,S1,modernnca,2026,0.6918750000000001,0.6706249999999999,-0.0212500000000002,structured,SP6_MODEL_EXPANSION
0,M05,S1,modernnca,3407,0.6591666666666667,0.6563541666666668,-0.0028124999999998,structured,SP6_MODEL_EXPANSION
0,M05,S1,modernnca,7777,0.6529166666666666,0.6592708333333334,0.0063541666666667,structured,SP6_MODEL_EXPANSION
0,M05,S2,modernnca,13,0.6945833333333334,0.6928125,-0.0017708333333333,structured,SP6_MODEL_EXPANSION
0,M05,S2,modernnca,42,0.6257291666666668,0.6486458333333333,0.0229166666666664,structured,SP6_MODEL_EXPANSION
0,M05,S2,modernnca,2026,0.6918750000000001,0.6697916666666667,-0.0220833333333334,structured,SP6_MODEL_EXPANSION
0,M05,S2,modernnca,3407,0.6591666666666667,0.6587500000000001,-0.0004166666666666,structured,SP6_MODEL_EXPANSION
0,M05,S2,modernnca,7777,0.6529166666666666,0.6530208333333333,0.0001041666666666,structured,SP6_MODEL_EXPANSION
0,M05,S3,modernnca,13,0.6945833333333334,0.6923958333333333,-0.0021875000000001,structured,SP6_MODEL_EXPANSION
0,M05,S3,modernnca,42,0.6257291666666668,0.6619791666666666,0.0362499999999997,structured,SP6_MODEL_EXPANSION
0,M05,S3,modernnca,2026,0.6918750000000001,0.6655208333333333,-0.0263541666666667,structured,SP6_MODEL_EXPANSION
0,M05,S3,modernnca,3407,0.6591666666666667,0.6148958333333333,-0.0442708333333333,structured,SP6_MODEL_EXPANSION
0,M05,S3,modernnca,7777,0.6529166666666666,0.6632291666666666,0.0103125,structured,SP6_MODEL_EXPANSION
0,M05,S4,modernnca,13,0.6945833333333334,0.690625,-0.0039583333333333,structured,SP6_MODEL_EXPANSION
0,M05,S4,modernnca,42,0.6257291666666668,0.6641666666666667,0.0384374999999999,structured,SP6_MODEL_EXPANSION
0,M05,S4,modernnca,2026,0.6918750000000001,0.6188541666666667,-0.0730208333333334,structured,SP6_MODEL_EXPANSION
0,M05,S4,modernnca,3407,0.6591666666666667,0.6090625000000001,-0.0501041666666666,structured,SP6_MODEL_EXPANSION
0,M05,S4,modernnca,7777,0.6529166666666666,0.6158333333333332,-0.0370833333333333,structured,SP6_MODEL_EXPANSION
0,M05,S5,modernnca,13,0.6945833333333334,0.6886458333333333,-0.0059375000000001,structured,SP6_MODEL_EXPANSION
0,M05,S5,modernnca,42,0.6257291666666668,0.585625,-0.0401041666666668,structured,SP6_MODEL_EXPANSION
0,M05,S5,modernnca,2026,0.6918750000000001,0.5586458333333333,-0.1332291666666668,structured,SP6_MODEL_EXPANSION
0,M05,S5,modernnca,3407,0.6591666666666667,0.65,-0.0091666666666666,structured,SP6_MODEL_EXPANSION
0,M05,S5,modernnca,7777,0.6529166666666666,0.5989583333333334,-0.0539583333333332,structured,SP6_MODEL_EXPANSION
0,M06,S1,modernnca,13,0.6945833333333334,0.7989583333333333,0.1043749999999998,simple,SP6_MODEL_EXPANSION
0,M06,S1,modernnca,42,0.6257291666666668,0.748125,0.1223958333333332,simple,SP6_MODEL_EXPANSION
0,M06,S1,modernnca,2026,0.6918750000000001,0.7736458333333333,0.0817708333333331,simple,SP6_MODEL_EXPANSION
0,M06,S1,modernnca,3407,0.6591666666666667,0.8132291666666668,0.1540625000000001,simple,SP6_MODEL_EXPANSION
0,M06,S1,modernnca,7777,0.6529166666666666,0.8292708333333334,0.1763541666666668,simple,SP6_MODEL_EXPANSION
0,M06,S2,modernnca,13,0.6945833333333334,0.9641666666666666,0.2695833333333332,simple,SP6_MODEL_EXPANSION
0,M06,S2,modernnca,42,0.6257291666666668,0.968125,0.3423958333333332,simple,SP6_MODEL_EXPANSION
0,M06,S2,modernnca,2026,0.6918750000000001,0.9565625,0.2646874999999998,simple,SP6_MODEL_EXPANSION
0,M06,S2,modernnca,3407,0.6591666666666667,0.9554166666666666,0.2962499999999999,simple,SP6_MODEL_EXPANSION
0,M06,S2,modernnca,7777,0.6529166666666666,0.9619791666666666,0.3090625,simple,SP6_MODEL_EXPANSION
0,M06,S3,modernnca,13,0.6945833333333334,0.9997916666666666,0.3052083333333332,simple,SP6_MODEL_EXPANSION
0,M06,S3,modernnca,42,0.6257291666666668,0.9996875,0.3739583333333333,simple,SP6_MODEL_EXPANSION
0,M06,S3,modernnca,2026,0.6918750000000001,0.9994791666666666,0.3076041666666664,simple,SP6_MODEL_EXPANSION
0,M06,S3,modernnca,3407,0.6591666666666667,0.9991666666666666,0.3399999999999999,simple,SP6_MODEL_EXPANSION
0,M06,S3,modernnca,7777,0.6529166666666666,0.9995833333333332,0.3466666666666667,simple,SP6_MODEL_EXPANSION
0,M06,S4,modernnca,13,0.6945833333333334,1.0,0.3054166666666665,simple,SP6_MODEL_EXPANSION
0,M06,S4,modernnca,42,0.6257291666666668,1.0,0.3742708333333332,simple,SP6_MODEL_EXPANSION
0,M06,S4,modernnca,2026,0.6918750000000001,1.0,0.3081249999999998,simple,SP6_MODEL_EXPANSION
0,M06,S4,modernnca,3407,0.6591666666666667,1.0,0.3408333333333333,simple,SP6_MODEL_EXPANSION
0,M06,S4,modernnca,7777,0.6529166666666666,1.0,0.3470833333333334,simple,SP6_MODEL_EXPANSION
0,M06,S5,modernnca,13,0.6945833333333334,1.0,0.3054166666666665,simple,SP6_MODEL_EXPANSION
0,M06,S5,modernnca,42,0.6257291666666668,1.0,0.3742708333333332,simple,SP6_MODEL_EXPANSION
0,M06,S5,modernnca,2026,0.6918750000000001,1.0,0.3081249999999998,simple,SP6_MODEL_EXPANSION
0,M06,S5,modernnca,3407,0.6591666666666667,1.0,0.3408333333333333,simple,SP6_MODEL_EXPANSION
0,M06,S5,modernnca,7777,0.6529166666666666,1.0,0.3470833333333334,simple,SP6_MODEL_EXPANSION
0,M07,S1,modernnca,13,0.6945833333333334,0.7039583333333332,0.0093749999999998,boundary,SP6_MODEL_EXPANSION
0,M07,S1,modernnca,42,0.6257291666666668,0.6083333333333334,-0.0173958333333333,boundary,SP6_MODEL_EXPANSION
0,M07,S1,modernnca,2026,0.6918750000000001,0.6402083333333334,-0.0516666666666667,boundary,SP6_MODEL_EXPANSION
0,M07,S1,modernnca,3407,0.6591666666666667,0.6553125,-0.0038541666666667,boundary,SP6_MODEL_EXPANSION
0,M07,S1,modernnca,7777,0.6529166666666666,0.5772916666666666,-0.0756249999999999,boundary,SP6_MODEL_EXPANSION
0,M07,S2,modernnca,13,0.6945833333333334,0.7069791666666666,0.0123958333333331,boundary,SP6_MODEL_EXPANSION
0,M07,S2,modernnca,42,0.6257291666666668,0.7646875000000001,0.1389583333333333,boundary,SP6_MODEL_EXPANSION
0,M07,S2,modernnca,2026,0.6918750000000001,0.67,-0.021875,boundary,SP6_MODEL_EXPANSION
0,M07,S2,modernnca,3407,0.6591666666666667,0.6307291666666667,-0.0284375,boundary,SP6_MODEL_EXPANSION
0,M07,S2,modernnca,7777,0.6529166666666666,0.6944791666666668,0.0415625000000001,boundary,SP6_MODEL_EXPANSION
0,M07,S3,modernnca,13,0.6945833333333334,0.7602083333333334,0.0656249999999999,boundary,SP6_MODEL_EXPANSION
0,M07,S3,modernnca,42,0.6257291666666668,0.8279166666666667,0.2021874999999999,boundary,SP6_MODEL_EXPANSION
0,M07,S3,modernnca,2026,0.6918750000000001,0.7430208333333334,0.0511458333333332,boundary,SP6_MODEL_EXPANSION
0,M07,S3,modernnca,3407,0.6591666666666667,0.7532291666666666,0.0940624999999999,boundary,SP6_MODEL_EXPANSION
0,M07,S3,modernnca,7777,0.6529166666666666,0.7363541666666666,0.0834375,boundary,SP6_MODEL_EXPANSION
0,M07,S4,modernnca,13,0.6945833333333334,0.8418749999999999,0.1472916666666665,boundary,SP6_MODEL_EXPANSION
0,M07,S4,modernnca,42,0.6257291666666668,0.8547916666666666,0.2290624999999998,boundary,SP6_MODEL_EXPANSION
0,M07,S4,modernnca,2026,0.6918750000000001,0.8197916666666667,0.1279166666666665,boundary,SP6_MODEL_EXPANSION
0,M07,S4,modernnca,3407,0.6591666666666667,0.8646875,0.2055208333333333,boundary,SP6_MODEL_EXPANSION
0,M07,S4,modernnca,7777,0.6529166666666666,0.8172916666666666,0.164375,boundary,SP6_MODEL_EXPANSION
0,M07,S5,modernnca,13,0.6945833333333334,0.9029166666666666,0.2083333333333331,boundary,SP6_MODEL_EXPANSION
0,M07,S5,modernnca,42,0.6257291666666668,0.8946875000000001,0.2689583333333333,boundary,SP6_MODEL_EXPANSION
0,M07,S5,modernnca,2026,0.6918750000000001,0.8951041666666666,0.2032291666666664,boundary,SP6_MODEL_EXPANSION
0,M07,S5,modernnca,3407,0.6591666666666667,0.9108333333333332,0.2516666666666666,boundary,SP6_MODEL_EXPANSION
0,M07,S5,modernnca,7777,0.6529166666666666,0.8792708333333333,0.2263541666666667,boundary,SP6_MODEL_EXPANSION
0,M08,S1,modernnca,13,0.6945833333333334,0.6946875,0.0001041666666665,structured,SP6_MODEL_EXPANSION
0,M08,S1,modernnca,42,0.6257291666666668,0.6637500000000002,0.0380208333333333,structured,SP6_MODEL_EXPANSION
0,M08,S1,modernnca,2026,0.6918750000000001,0.6273958333333333,-0.0644791666666668,structured,SP6_MODEL_EXPANSION
0,M08,S1,modernnca,3407,0.6591666666666667,0.6034375,-0.0557291666666667,structured,SP6_MODEL_EXPANSION
0,M08,S1,modernnca,7777,0.6529166666666666,0.6833333333333335,0.0304166666666668,structured,SP6_MODEL_EXPANSION
0,M08,S2,modernnca,13,0.6945833333333334,0.6442708333333333,-0.0503125,structured,SP6_MODEL_EXPANSION
0,M08,S2,modernnca,42,0.6257291666666668,0.6566666666666667,0.0309374999999999,structured,SP6_MODEL_EXPANSION
0,M08,S2,modernnca,2026,0.6918750000000001,0.6604166666666667,-0.0314583333333334,structured,SP6_MODEL_EXPANSION
0,M08,S2,modernnca,3407,0.6591666666666667,0.6795833333333333,0.0204166666666666,structured,SP6_MODEL_EXPANSION
0,M08,S2,modernnca,7777,0.6529166666666666,0.6316666666666666,-0.0212499999999999,structured,SP6_MODEL_EXPANSION
0,M08,S3,modernnca,13,0.6945833333333334,0.6998958333333334,0.0053124999999999,structured,SP6_MODEL_EXPANSION
0,M08,S3,modernnca,42,0.6257291666666668,0.6638541666666666,0.0381249999999998,structured,SP6_MODEL_EXPANSION
0,M08,S3,modernnca,2026,0.6918750000000001,0.629375,-0.0625000000000001,structured,SP6_MODEL_EXPANSION
0,M08,S3,modernnca,3407,0.6591666666666667,0.6882291666666667,0.0290624999999999,structured,SP6_MODEL_EXPANSION
0,M08,S3,modernnca,7777,0.6529166666666666,0.6967708333333333,0.0438541666666667,structured,SP6_MODEL_EXPANSION
0,M08,S4,modernnca,13,0.6945833333333334,0.6967708333333333,0.0021874999999998,structured,SP6_MODEL_EXPANSION
0,M08,S4,modernnca,42,0.6257291666666668,0.6620833333333334,0.0363541666666665,structured,SP6_MODEL_EXPANSION
0,M08,S4,modernnca,2026,0.6918750000000001,0.6058333333333333,-0.0860416666666668,structured,SP6_MODEL_EXPANSION
0,M08,S4,modernnca,3407,0.6591666666666667,0.6913541666666666,0.0321874999999999,structured,SP6_MODEL_EXPANSION
0,M08,S4,modernnca,7777,0.6529166666666666,0.6959375,0.0430208333333334,structured,SP6_MODEL_EXPANSION
0,M08,S5,modernnca,13,0.6945833333333334,0.6981249999999999,0.0035416666666664,structured,SP6_MODEL_EXPANSION
0,M08,S5,modernnca,42,0.6257291666666668,0.6665625000000001,0.0408333333333332,structured,SP6_MODEL_EXPANSION
0,M08,S5,modernnca,2026,0.6918750000000001,0.6154166666666666,-0.0764583333333335,structured,SP6_MODEL_EXPANSION
0,M08,S5,modernnca,3407,0.6591666666666667,0.6822916666666665,0.0231249999999998,structured,SP6_MODEL_EXPANSION
0,M08,S5,modernnca,7777,0.6529166666666666,0.6938541666666668,0.0409375000000001,structured,SP6_MODEL_EXPANSION
0,M09,S1,modernnca,13,0.6945833333333334,0.7475,0.0529166666666666,structured,SP6_MODEL_EXPANSION
0,M09,S1,modernnca,42,0.6257291666666668,0.764375,0.1386458333333332,structured,SP6_MODEL_EXPANSION
0,M09,S1,modernnca,2026,0.6918750000000001,0.6854166666666666,-0.0064583333333335,structured,SP6_MODEL_EXPANSION
0,M09,S1,modernnca,3407,0.6591666666666667,0.7522916666666666,0.0931249999999999,structured,SP6_MODEL_EXPANSION
0,M09,S1,modernnca,7777,0.6529166666666666,0.7592708333333335,0.1063541666666668,structured,SP6_MODEL_EXPANSION
0,M09,S2,modernnca,13,0.6945833333333334,0.8518749999999999,0.1572916666666665,structured,SP6_MODEL_EXPANSION
0,M09,S2,modernnca,42,0.6257291666666668,0.8377083333333334,0.2119791666666666,structured,SP6_MODEL_EXPANSION
0,M09,S2,modernnca,2026,0.6918750000000001,0.8143749999999998,0.1224999999999997,structured,SP6_MODEL_EXPANSION
0,M09,S2,modernnca,3407,0.6591666666666667,0.8748958333333333,0.2157291666666666,structured,SP6_MODEL_EXPANSION
0,M09,S2,modernnca,7777,0.6529166666666666,0.8822916666666666,0.229375,structured,SP6_MODEL_EXPANSION
0,M09,S3,modernnca,13,0.6945833333333334,0.9292708333333332,0.2346874999999998,structured,SP6_MODEL_EXPANSION
0,M09,S3,modernnca,42,0.6257291666666668,0.9194791666666668,0.2937499999999999,structured,SP6_MODEL_EXPANSION
0,M09,S3,modernnca,2026,0.6918750000000001,0.906875,0.2149999999999998,structured,SP6_MODEL_EXPANSION
0,M09,S3,modernnca,3407,0.6591666666666667,0.9479166666666669,0.28875,structured,SP6_MODEL_EXPANSION
0,M09,S3,modernnca,7777,0.6529166666666666,0.9541666666666668,0.3012500000000001,structured,SP6_MODEL_EXPANSION
0,M09,S4,modernnca,13,0.6945833333333334,0.9448958333333332,0.2503124999999998,structured,SP6_MODEL_EXPANSION
0,M09,S4,modernnca,42,0.6257291666666668,0.9552083333333332,0.3294791666666664,structured,SP6_MODEL_EXPANSION
0,M09,S4,modernnca,2026,0.6918750000000001,0.9557291666666666,0.2638541666666665,structured,SP6_MODEL_EXPANSION
0,M09,S4,modernnca,3407,0.6591666666666667,0.9819791666666666,0.3228124999999999,structured,SP6_MODEL_EXPANSION
0,M09,S4,modernnca,7777,0.6529166666666666,0.9852083333333332,0.3322916666666666,structured,SP6_MODEL_EXPANSION
0,M09,S5,modernnca,13,0.6945833333333334,0.9703125,0.2757291666666666,structured,SP6_MODEL_EXPANSION
0,M09,S5,modernnca,42,0.6257291666666668,0.9623958333333332,0.3366666666666665,structured,SP6_MODEL_EXPANSION
0,M09,S5,modernnca,2026,0.6918750000000001,0.9717708333333333,0.2798958333333331,structured,SP6_MODEL_EXPANSION
0,M09,S5,modernnca,3407,0.6591666666666667,0.9951041666666668,0.3359375,structured,SP6_MODEL_EXPANSION
0,M09,S5,modernnca,7777,0.6529166666666666,0.9913541666666666,0.3384375,structured,SP6_MODEL_EXPANSION
0,M10,S1,modernnca,13,0.6989583333333333,0.7369791666666666,0.0380208333333332,simple,SP6_MODEL_EXPANSION
0,M10,S1,modernnca,42,0.5882291666666667,0.6441666666666667,0.0559374999999999,simple,SP6_MODEL_EXPANSION
0,M10,S1,modernnca,2026,0.6730208333333333,0.6922916666666667,0.0192708333333334,simple,SP6_MODEL_EXPANSION
