task_variant_id,protocol_version,study_namespace,dataset_namespace,dataset_index,dataset_id,dataset_seed,archetype,base_task_sha256,mechanism,mechanism_family,strength,strength_value,seed,model_ids,expected_model_cells,config_sha256
5a6459e4cbe3d88362a4,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M02,simple,S2,0.4,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
afa415cab3fadac60f36,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M02,simple,S2,0.4,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
340b00f6006dfc9b11c7,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M02,simple,S3,0.6,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
d0b21bfbc99116ede5e1,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M02,simple,S3,0.6,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
b9e3d2d76753dd6c2057,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M02,simple,S3,0.6,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
3c8d6769d9458d2e7baa,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M02,simple,S4,0.8,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
a321371801a5015ca1a2,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M02,simple,S4,0.8,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
0caa616456ddba32b5bd,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M02,simple,S4,0.8,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
77709c1efa542228fd44,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M02,simple,S5,1.0,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
cdc2fb5c5061cd04bcbb,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M02,simple,S5,1.0,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
552be4eb4cd3b6388805,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M02,simple,S5,1.0,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
847b517a2ff49fec62f9,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M06,simple,S1,0.2,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
23bc77e3f414a9c93326,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M06,simple,S1,0.2,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
17c06056ba4dc681433f,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M06,simple,S1,0.2,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
5cead3a75c18a09b38ab,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M06,simple,S2,0.4,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
3561c1686b03250b7ec0,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M06,simple,S2,0.4,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
0a3789cdd711bb2bedff,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M06,simple,S2,0.4,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
277fb397b970a4525063,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M06,simple,S3,0.6,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
c643547f7544a9d1d8a8,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M06,simple,S3,0.6,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
e8c42ee60557afad446b,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M06,simple,S3,0.6,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
93a57a0a2da580d00a30,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M06,simple,S4,0.8,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
8f64eb506aa731e660bc,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M06,simple,S4,0.8,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
03d98042c1e5e0f9d96a,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M06,simple,S4,0.8,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
e60cd2b7e1ee8e136dab,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M06,simple,S5,1.0,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
594bca4746639c7359b9,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M06,simple,S5,1.0,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
11f9a89962e07981f9cf,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M06,simple,S5,1.0,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
49b2f70e688d10a5a6ef,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M10,simple,S1,0.2,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
642e52c544b02241f608,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M10,simple,S1,0.2,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
26ef67519cfe43b07f05,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M10,simple,S1,0.2,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
4d8903e16113ca9434a0,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M10,simple,S2,0.4,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
ebd9f61be50a5d91127e,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M10,simple,S2,0.4,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
2e1fb9019b2867b00a38,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M10,simple,S2,0.4,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
37e7b9a479c1cabbdda7,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M10,simple,S3,0.6,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
a9c6783b1040acafa0a9,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M10,simple,S3,0.6,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
b2589ab6093a23dee04c,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M10,simple,S3,0.6,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
a758f0fd416191414ab8,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M10,simple,S4,0.8,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
e290ff28354055a13db7,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M10,simple,S4,0.8,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
ad16a5d63a0cb7bccdff,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M10,simple,S4,0.8,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
5c6f37c15a69e826fce9,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M10,simple,S5,1.0,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
4efd08678ead3c378f3c,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M10,simple,S5,1.0,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
3bfd2ffbf6f1406fc1fd,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M10,simple,S5,1.0,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
6dd4a2c19ed0ea0b50b1,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M04,structured,S1,0.2,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
ffc4896633f1b5228b22,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M04,structured,S1,0.2,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
9a13a38e5ea03e4e1fd0,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M04,structured,S1,0.2,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
fda8d702005f0cd304c1,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M04,structured,S2,0.4,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
243a4ab809f572a89b00,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M04,structured,S2,0.4,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
15e29cf7484636818311,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M04,structured,S2,0.4,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
1facf9dacb5436c13707,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M04,structured,S3,0.6,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
4c2050d622830e2a0503,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M04,structured,S3,0.6,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
012c2410c3e0f81d40d4,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M04,structured,S3,0.6,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
d7577a324d6ea53a756c,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M04,structured,S4,0.8,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
c9c53054e62039fb7ea4,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M04,structured,S4,0.8,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
ccbb8d2e451936954f1e,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M04,structured,S4,0.8,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
e2f46600b913f7b83a35,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M04,structured,S5,1.0,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
8301795fcf62d28831d3,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M04,structured,S5,1.0,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
e6f9650f1b86c0718d3e,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M04,structured,S5,1.0,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
34f411958d0b13a8081b,independent_replication_v1,independent_replication_v1,independent_replication_v1,1000,panel_1000,38179732,linear,5dd81b610b0dda71dc7894707c47b51b38b741525c8fec7b5f589813d852b7c5,M05,structured,S1,0.2,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
