ds,mech,str,method,auprc,top5_recall
ds_0,M07,0.5,I,0.41666666666666663,0.5
ds_0,M07,0.5,P_RAW,0.09583333333333333,0.0
ds_0,M07,0.5,P_DERIVED,0.75,1.0
ds_0,M07,0.5,I_P_RAW,0.3125,0.5
ds_0,M07,0.5,I_P_DERIVED,0.6666666666666666,0.5
ds_0,M07,0.5,I_P_RAW_P_DERIVED,0.3125,0.5
ds_0,M07,1.0,I,0.41666666666666663,0.5
ds_0,M07,1.0,P_RAW,0.09583333333333333,0.0
ds_0,M07,1.0,P_DERIVED,0.75,1.0
ds_0,M07,1.0,I_P_RAW,0.3125,0.5
ds_0,M07,1.0,I_P_DERIVED,0.6666666666666666,0.5
ds_0,M07,1.0,I_P_RAW_P_DERIVED,0.3125,0.5
ds_0,M08,0.5,I,0.06666666666666667,0.0
ds_0,M08,0.5,P_RAW,0.06666666666666667,0.0
ds_0,M08,0.5,P_DERIVED,0.08333333333333333,0.0
ds_0,M08,0.5,I_P_RAW,0.06666666666666667,0.0
ds_0,M08,0.5,I_P_DERIVED,0.07692307692307693,0.0
ds_0,M08,0.5,I_P_RAW_P_DERIVED,0.06666666666666667,0.0
ds_0,M08,1.0,I,0.25,1.0
ds_0,M08,1.0,P_RAW,0.06666666666666667,0.0
ds_0,M08,1.0,P_DERIVED,0.08333333333333333,0.0
ds_0,M08,1.0,I_P_RAW,0.14285714285714285,0.0
ds_0,M08,1.0,I_P_DERIVED,0.14285714285714285,0.0
ds_0,M08,1.0,I_P_RAW_P_DERIVED,0.125,0.0
ds_0,M09,0.5,I,0.3333333333333333,1.0
ds_0,M09,0.5,P_RAW,0.06666666666666667,0.0
ds_0,M09,0.5,P_DERIVED,0.125,0.0
ds_0,M09,0.5,I_P_RAW,0.125,0.0
ds_0,M09,0.5,I_P_DERIVED,0.3333333333333333,1.0
ds_0,M09,0.5,I_P_RAW_P_DERIVED,0.16666666666666666,0.0
ds_0,M09,1.0,I,0.3333333333333333,1.0
ds_0,M09,1.0,P_RAW,0.06666666666666667,0.0
ds_0,M09,1.0,P_DERIVED,0.125,0.0
ds_0,M09,1.0,I_P_RAW,0.125,0.0
ds_0,M09,1.0,I_P_DERIVED,0.3333333333333333,1.0
ds_0,M09,1.0,I_P_RAW_P_DERIVED,0.14285714285714285,0.0
ds_0,M10,0.5,I,1.0,1.0
ds_0,M10,0.5,P_RAW,0.0625,0.0
ds_0,M10,0.5,P_DERIVED,1.0,1.0
ds_0,M10,0.5,I_P_RAW,1.0,1.0
ds_0,M10,0.5,I_P_DERIVED,1.0,1.0
ds_0,M10,0.5,I_P_RAW_P_DERIVED,1.0,1.0
ds_0,M10,1.0,I,1.0,1.0
ds_0,M10,1.0,P_RAW,0.0625,0.0
ds_0,M10,1.0,P_DERIVED,1.0,1.0
ds_0,M10,1.0,I_P_RAW,1.0,1.0
ds_0,M10,1.0,I_P_DERIVED,1.0,1.0
ds_0,M10,1.0,I_P_RAW_P_DERIVED,1.0,1.0
ds_0,M11,0.5,I,0.8333333333333333,1.0
ds_0,M11,0.5,P_RAW,0.09583333333333333,0.0
ds_0,M11,0.5,P_DERIVED,1.0,1.0
ds_0,M11,0.5,I_P_RAW,0.625,0.5
ds_0,M11,0.5,I_P_DERIVED,1.0,1.0
ds_0,M11,0.5,I_P_RAW_P_DERIVED,0.75,1.0
ds_0,M11,1.0,I,1.0,1.0
ds_0,M11,1.0,P_RAW,0.09583333333333333,0.0
ds_0,M11,1.0,P_DERIVED,1.0,1.0
ds_0,M11,1.0,I_P_RAW,1.0,1.0
ds_0,M11,1.0,I_P_DERIVED,1.0,1.0
ds_0,M11,1.0,I_P_RAW_P_DERIVED,1.0,1.0
ds_1,M04,0.5,I,0.06666666666666667,0.0
ds_1,M04,0.5,P_RAW,0.06666666666666667,0.0
ds_1,M04,0.5,P_DERIVED,0.14285714285714285,0.0
ds_1,M04,0.5,I_P_RAW,0.06666666666666667,0.0
ds_1,M04,0.5,I_P_DERIVED,0.1,0.0
ds_1,M04,0.5,I_P_RAW_P_DERIVED,0.06666666666666667,0.0
ds_1,M04,1.0,I,0.06666666666666667,0.0
ds_1,M04,1.0,P_RAW,0.06666666666666667,0.0
ds_1,M04,1.0,P_DERIVED,0.3333333333333333,1.0
ds_1,M04,1.0,I_P_RAW,0.06666666666666667,0.0
ds_1,M04,1.0,I_P_DERIVED,0.16666666666666666,0.0
ds_1,M04,1.0,I_P_RAW_P_DERIVED,0.06666666666666667,0.0
ds_1,M05,0.5,I,0.06666666666666667,0.0
ds_1,M05,0.5,P_RAW,0.07692307692307693,0.0
ds_1,M05,0.5,P_DERIVED,0.09090909090909091,0.0
ds_1,M05,0.5,I_P_RAW,0.07142857142857142,0.0
ds_1,M05,0.5,I_P_DERIVED,0.08333333333333333,0.0
ds_1,M05,0.5,I_P_RAW_P_DERIVED,0.07142857142857142,0.0
ds_1,M05,1.0,I,0.06666666666666667,0.0
ds_1,M05,1.0,P_RAW,0.09090909090909091,0.0
ds_1,M05,1.0,P_DERIVED,0.08333333333333333,0.0
ds_1,M05,1.0,I_P_RAW,0.07692307692307693,0.0
ds_1,M05,1.0,I_P_DERIVED,0.07692307692307693,0.0
ds_1,M05,1.0,I_P_RAW_P_DERIVED,0.07692307692307693,0.0
ds_1,M06,0.5,I,1.0,1.0
ds_1,M06,0.5,P_RAW,0.1227124183006536,0.0
ds_1,M06,0.5,P_DERIVED,1.0,1.0
ds_1,M06,0.5,I_P_RAW,1.0,1.0
ds_1,M06,0.5,I_P_DERIVED,1.0,1.0
ds_1,M06,0.5,I_P_RAW_P_DERIVED,1.0,1.0
ds_1,M06,1.0,I,1.0,1.0
ds_1,M06,1.0,P_RAW,0.1227124183006536,0.0
ds_1,M06,1.0,P_DERIVED,1.0,1.0
ds_1,M06,1.0,I_P_RAW,1.0,1.0
ds_1,M06,1.0,I_P_DERIVED,1.0,1.0
ds_1,M06,1.0,I_P_RAW_P_DERIVED,1.0,1.0
ds_1,M07,0.5,I,0.41666666666666663,1.0
ds_1,M07,0.5,P_RAW,0.09583333333333333,0.0
ds_1,M07,0.5,P_DERIVED,1.0,1.0
ds_1,M07,0.5,I_P_RAW,0.22916666666666666,0.5
ds_1,M07,0.5,I_P_DERIVED,0.5,1.0
ds_1,M07,0.5,I_P_RAW_P_DERIVED,0.25,0.5
ds_1,M07,1.0,I,0.41666666666666663,1.0
ds_1,M07,1.0,P_RAW,0.09583333333333333,0.0
ds_1,M07,1.0,P_DERIVED,1.0,1.0
ds_1,M07,1.0,I_P_RAW,0.22916666666666666,0.5
ds_1,M07,1.0,I_P_DERIVED,0.5,1.0
ds_1,M07,1.0,I_P_RAW_P_DERIVED,0.25,0.5
ds_1,M08,0.5,I,0.3333333333333333,1.0
ds_1,M08,0.5,P_RAW,0.06666666666666667,0.0
ds_1,M08,0.5,P_DERIVED,0.1111111111111111,0.0
ds_1,M08,0.5,I_P_RAW,0.07692307692307693,0.0
ds_1,M08,0.5,I_P_DERIVED,0.25,1.0
ds_1,M08,0.5,I_P_RAW_P_DERIVED,0.1111111111111111,0.0
ds_1,M08,1.0,I,0.06666666666666667,0.0
ds_1,M08,1.0,P_RAW,0.06666666666666667,0.0
ds_1,M08,1.0,P_DERIVED,0.1111111111111111,0.0
ds_1,M08,1.0,I_P_RAW,0.06666666666666667,0.0
ds_1,M08,1.0,I_P_DERIVED,0.1,0.0
ds_1,M08,1.0,I_P_RAW_P_DERIVED,0.06666666666666667,0.0
ds_1,M09,0.5,I,0.3333333333333333,1.0
ds_1,M09,0.5,P_RAW,0.06666666666666667,0.0
ds_1,M09,0.5,P_DERIVED,0.1,0.0
ds_1,M09,0.5,I_P_RAW,0.25,1.0
ds_1,M09,0.5,I_P_DERIVED,0.3333333333333333,1.0
ds_1,M09,0.5,I_P_RAW_P_DERIVED,0.2,1.0
ds_1,M09,1.0,I,0.25,1.0
ds_1,M09,1.0,P_RAW,0.06666666666666667,0.0
ds_1,M09,1.0,P_DERIVED,0.1,0.0
ds_1,M09,1.0,I_P_RAW,0.16666666666666666,0.0
ds_1,M09,1.0,I_P_DERIVED,0.2,1.0
ds_1,M09,1.0,I_P_RAW_P_DERIVED,0.16666666666666666,0.0
ds_1,M10,0.5,I,1.0,1.0
ds_1,M10,0.5,P_RAW,0.0625,0.0
ds_1,M10,0.5,P_DERIVED,1.0,1.0
ds_1,M10,0.5,I_P_RAW,1.0,1.0
ds_1,M10,0.5,I_P_DERIVED,1.0,1.0
ds_1,M10,0.5,I_P_RAW_P_DERIVED,1.0,1.0
ds_1,M10,1.0,I,1.0,1.0
ds_1,M10,1.0,P_RAW,0.0625,0.0
ds_1,M10,1.0,P_DERIVED,1.0,1.0
ds_1,M10,1.0,I_P_RAW,1.0,1.0
ds_1,M10,1.0,I_P_DERIVED,1.0,1.0
ds_1,M10,1.0,I_P_RAW_P_DERIVED,1.0,1.0
ds_1,M11,0.5,I,0.8333333333333333,1.0
ds_1,M11,0.5,P_RAW,0.09583333333333333,0.0
ds_1,M11,0.5,P_DERIVED,0.8333333333333333,1.0
ds_1,M11,0.5,I_P_RAW,0.6666666666666666,0.5
ds_1,M11,0.5,I_P_DERIVED,0.8333333333333333,1.0
ds_1,M11,0.5,I_P_RAW_P_DERIVED,0.8333333333333333,1.0
ds_1,M11,1.0,I,1.0,1.0
ds_1,M11,1.0,P_RAW,0.09583333333333333,0.0
ds_1,M11,1.0,P_DERIVED,1.0,1.0
ds_1,M11,1.0,I_P_RAW,1.0,1.0
ds_1,M11,1.0,I_P_DERIVED,1.0,1.0
ds_1,M11,1.0,I_P_RAW_P_DERIVED,1.0,1.0
ds_2,M04,0.5,I,0.06666666666666667,0.0
ds_2,M04,0.5,P_RAW,0.06666666666666667,0.0
ds_2,M04,0.5,P_DERIVED,0.14285714285714285,0.0
ds_2,M04,0.5,I_P_RAW,0.06666666666666667,0.0
ds_2,M04,0.5,I_P_DERIVED,0.1,0.0
ds_2,M04,0.5,I_P_RAW_P_DERIVED,0.06666666666666667,0.0
ds_2,M04,1.0,I,0.125,0.0
ds_2,M04,1.0,P_RAW,0.06666666666666667,0.0
ds_2,M04,1.0,P_DERIVED,0.3333333333333333,1.0
ds_2,M04,1.0,I_P_RAW,0.06666666666666667,0.0
ds_2,M04,1.0,I_P_DERIVED,0.16666666666666666,0.0
ds_2,M04,1.0,I_P_RAW_P_DERIVED,0.07142857142857142,0.0
ds_2,M05,0.5,I,0.06666666666666667,0.0
ds_2,M05,0.5,P_RAW,0.14285714285714285,0.0
ds_2,M05,0.5,P_DERIVED,0.08333333333333333,0.0
ds_2,M05,0.5,I_P_RAW,0.09090909090909091,0.0
ds_2,M05,0.5,I_P_DERIVED,0.07142857142857142,0.0
ds_2,M05,0.5,I_P_RAW_P_DERIVED,0.07142857142857142,0.0
ds_2,M05,1.0,I,0.06666666666666667,0.0
ds_2,M05,1.0,P_RAW,0.5,1.0
ds_2,M05,1.0,P_DERIVED,0.07692307692307693,0.0
ds_2,M05,1.0,I_P_RAW,0.125,0.0
ds_2,M05,1.0,I_P_DERIVED,0.07142857142857142,0.0
ds_2,M05,1.0,I_P_RAW_P_DERIVED,0.07142857142857142,0.0
ds_2,M06,0.5,I,1.0,1.0
ds_2,M06,0.5,P_RAW,0.1227124183006536,0.0
ds_2,M06,0.5,P_DERIVED,1.0,1.0
ds_2,M06,0.5,I_P_RAW,1.0,1.0
ds_2,M06,0.5,I_P_DERIVED,1.0,1.0
ds_2,M06,0.5,I_P_RAW_P_DERIVED,1.0,1.0
ds_2,M06,1.0,I,1.0,1.0
ds_2,M06,1.0,P_RAW,0.1227124183006536,0.0
ds_2,M06,1.0,P_DERIVED,1.0,1.0
ds_2,M06,1.0,I_P_RAW,1.0,1.0
ds_2,M06,1.0,I_P_DERIVED,1.0,1.0
ds_2,M06,1.0,I_P_RAW_P_DERIVED,1.0,1.0
ds_2,M07,0.5,I,0.3125,0.5
ds_2,M07,0.5,P_RAW,0.09583333333333333,0.0
ds_2,M07,0.5,P_DERIVED,0.75,1.0
ds_2,M07,0.5,I_P_RAW,0.22916666666666666,0.5
ds_2,M07,0.5,I_P_DERIVED,0.39285714285714285,0.5
ds_2,M07,0.5,I_P_RAW_P_DERIVED,0.3125,0.5
ds_2,M07,1.0,I,0.3125,0.5
ds_2,M07,1.0,P_RAW,0.09583333333333333,0.0
ds_2,M07,1.0,P_DERIVED,0.75,1.0
ds_2,M07,1.0,I_P_RAW,0.22916666666666666,0.5
ds_2,M07,1.0,I_P_DERIVED,0.39285714285714285,0.5
ds_2,M07,1.0,I_P_RAW_P_DERIVED,0.3125,0.5
ds_2,M08,0.5,I,0.06666666666666667,0.0
ds_2,M08,0.5,P_RAW,0.06666666666666667,0.0
ds_2,M08,0.5,P_DERIVED,0.16666666666666666,0.0
ds_2,M08,0.5,I_P_RAW,0.06666666666666667,0.0
ds_2,M08,0.5,I_P_DERIVED,0.125,0.0
ds_2,M08,0.5,I_P_RAW_P_DERIVED,0.06666666666666667,0.0
ds_2,M08,1.0,I,0.25,1.0
ds_2,M08,1.0,P_RAW,0.06666666666666667,0.0
ds_2,M08,1.0,P_DERIVED,0.3333333333333333,1.0
ds_2,M08,1.0,I_P_RAW,0.09090909090909091,0.0
ds_2,M08,1.0,I_P_DERIVED,0.5,1.0
ds_2,M08,1.0,I_P_RAW_P_DERIVED,0.2,1.0
ds_2,M09,0.5,I,0.06666666666666667,0.0
ds_2,M09,0.5,P_RAW,0.06666666666666667,0.0
ds_2,M09,0.5,P_DERIVED,0.5,1.0
ds_2,M09,0.5,I_P_RAW,0.06666666666666667,0.0
ds_2,M09,0.5,I_P_DERIVED,0.25,1.0
ds_2,M09,0.5,I_P_RAW_P_DERIVED,0.07142857142857142,0.0
ds_2,M09,1.0,I,0.14285714285714285,0.0
ds_2,M09,1.0,P_RAW,0.06666666666666667,0.0
ds_2,M09,1.0,P_DERIVED,1.0,1.0
ds_2,M09,1.0,I_P_RAW,0.06666666666666667,0.0
ds_2,M09,1.0,I_P_DERIVED,0.3333333333333333,1.0
ds_2,M09,1.0,I_P_RAW_P_DERIVED,0.08333333333333333,0.0
ds_2,M10,0.5,I,1.0,1.0
ds_2,M10,0.5,P_RAW,0.0625,0.0
ds_2,M10,0.5,P_DERIVED,1.0,1.0
ds_2,M10,0.5,I_P_RAW,1.0,1.0
ds_2,M10,0.5,I_P_DERIVED,1.0,1.0
ds_2,M10,0.5,I_P_RAW_P_DERIVED,1.0,1.0
ds_2,M10,1.0,I,1.0,1.0
ds_2,M10,1.0,P_RAW,0.0625,0.0
ds_2,M10,1.0,P_DERIVED,1.0,1.0
ds_2,M10,1.0,I_P_RAW,1.0,1.0
ds_2,M10,1.0,I_P_DERIVED,1.0,1.0
ds_2,M10,1.0,I_P_RAW_P_DERIVED,1.0,1.0
ds_2,M11,0.5,I,1.0,1.0
ds_2,M11,0.5,P_RAW,0.09583333333333333,0.0
ds_2,M11,0.5,P_DERIVED,1.0,1.0
ds_2,M11,0.5,I_P_RAW,0.75,1.0
ds_2,M11,0.5,I_P_DERIVED,1.0,1.0
ds_2,M11,0.5,I_P_RAW_P_DERIVED,1.0,1.0
ds_2,M11,1.0,I,1.0,1.0
ds_2,M11,1.0,P_RAW,0.09583333333333333,0.0
ds_2,M11,1.0,P_DERIVED,1.0,1.0
ds_2,M11,1.0,I_P_RAW,1.0,1.0
ds_2,M11,1.0,I_P_DERIVED,1.0,1.0
ds_2,M11,1.0,I_P_RAW_P_DERIVED,1.0,1.0
ds_3,M04,0.5,I,0.25,1.0
ds_3,M04,0.5,P_RAW,0.06666666666666667,0.0
ds_3,M04,0.5,P_DERIVED,0.09090909090909091,0.0
ds_3,M04,0.5,I_P_RAW,0.09090909090909091,0.0
ds_3,M04,0.5,I_P_DERIVED,0.2,1.0
ds_3,M04,0.5,I_P_RAW_P_DERIVED,0.1,0.0
ds_3,M04,1.0,I,0.125,0.0
ds_3,M04,1.0,P_RAW,0.06666666666666667,0.0
ds_3,M04,1.0,P_DERIVED,0.07692307692307693,0.0
ds_3,M04,1.0,I_P_RAW,0.06666666666666667,0.0
ds_3,M04,1.0,I_P_DERIVED,0.07692307692307693,0.0
ds_3,M04,1.0,I_P_RAW_P_DERIVED,0.06666666666666667,0.0
ds_3,M05,0.5,I,0.125,0.0
ds_3,M05,0.5,P_RAW,0.16666666666666666,0.0
ds_3,M05,0.5,P_DERIVED,0.5,1.0
ds_3,M05,0.5,I_P_RAW,0.1111111111111111,0.0
ds_3,M05,0.5,I_P_DERIVED,0.125,0.0
ds_3,M05,0.5,I_P_RAW_P_DERIVED,0.125,0.0
ds_3,M05,1.0,I,0.06666666666666667,0.0
ds_3,M05,1.0,P_RAW,0.3333333333333333,1.0
ds_3,M05,1.0,P_DERIVED,0.25,1.0
ds_3,M05,1.0,I_P_RAW,0.1,0.0
ds_3,M05,1.0,I_P_DERIVED,0.1111111111111111,0.0
ds_3,M05,1.0,I_P_RAW_P_DERIVED,0.1111111111111111,0.0
ds_3,M06,0.5,I,1.0,1.0
ds_3,M06,0.5,P_RAW,0.1227124183006536,0.0
ds_3,M06,0.5,P_DERIVED,1.0,1.0
ds_3,M06,0.5,I_P_RAW,1.0,1.0
ds_3,M06,0.5,I_P_DERIVED,1.0,1.0
ds_3,M06,0.5,I_P_RAW_P_DERIVED,1.0,1.0
ds_3,M06,1.0,I,1.0,1.0
ds_3,M06,1.0,P_RAW,0.1227124183006536,0.0
ds_3,M06,1.0,P_DERIVED,1.0,1.0
ds_3,M06,1.0,I_P_RAW,1.0,1.0
ds_3,M06,1.0,I_P_DERIVED,1.0,1.0
ds_3,M06,1.0,I_P_RAW_P_DERIVED,1.0,1.0
ds_3,M07,0.5,I,0.22916666666666666,0.5
ds_3,M07,0.5,P_RAW,0.09583333333333333,0.0
ds_3,M07,0.5,P_DERIVED,0.8333333333333333,1.0
ds_3,M07,0.5,I_P_RAW,0.1875,0.5
ds_3,M07,0.5,I_P_DERIVED,0.2777777777777778,0.5
ds_3,M07,0.5,I_P_RAW_P_DERIVED,0.22916666666666666,0.5
ds_3,M07,1.0,I,0.22916666666666666,0.5
ds_3,M07,1.0,P_RAW,0.09583333333333333,0.0
ds_3,M07,1.0,P_DERIVED,0.8333333333333333,1.0
ds_3,M07,1.0,I_P_RAW,0.1875,0.5
ds_3,M07,1.0,I_P_DERIVED,0.2777777777777778,0.5
ds_3,M07,1.0,I_P_RAW_P_DERIVED,0.22916666666666666,0.5
ds_3,M08,0.5,I,0.06666666666666667,0.0
ds_3,M08,0.5,P_RAW,0.06666666666666667,0.0
ds_3,M08,0.5,P_DERIVED,0.1111111111111111,0.0
ds_3,M08,0.5,I_P_RAW,0.06666666666666667,0.0
ds_3,M08,0.5,I_P_DERIVED,0.07692307692307693,0.0
ds_3,M08,0.5,I_P_RAW_P_DERIVED,0.06666666666666667,0.0
ds_3,M08,1.0,I,0.125,0.0
ds_3,M08,1.0,P_RAW,0.06666666666666667,0.0
ds_3,M08,1.0,P_DERIVED,0.09090909090909091,0.0
ds_3,M08,1.0,I_P_RAW,0.06666666666666667,0.0
ds_3,M08,1.0,I_P_DERIVED,0.07692307692307693,0.0
ds_3,M08,1.0,I_P_RAW_P_DERIVED,0.06666666666666667,0.0
ds_3,M09,0.5,I,0.2,1.0
ds_3,M09,0.5,P_RAW,0.06666666666666667,0.0
ds_3,M09,0.5,P_DERIVED,0.08333333333333333,0.0
ds_3,M09,0.5,I_P_RAW,0.07142857142857142,0.0
ds_3,M09,0.5,I_P_DERIVED,0.2,1.0
ds_3,M09,0.5,I_P_RAW_P_DERIVED,0.08333333333333333,0.0
ds_3,M09,1.0,I,0.25,1.0
ds_3,M09,1.0,P_RAW,0.06666666666666667,0.0
ds_3,M09,1.0,P_DERIVED,0.1111111111111111,0.0
ds_3,M09,1.0,I_P_RAW,0.1111111111111111,0.0
ds_3,M09,1.0,I_P_DERIVED,0.2,1.0
ds_3,M09,1.0,I_P_RAW_P_DERIVED,0.1111111111111111,0.0
ds_3,M10,0.5,I,1.0,1.0
ds_3,M10,0.5,P_RAW,0.0625,0.0
ds_3,M10,0.5,P_DERIVED,1.0,1.0
ds_3,M10,0.5,I_P_RAW,1.0,1.0
ds_3,M10,0.5,I_P_DERIVED,1.0,1.0
ds_3,M10,0.5,I_P_RAW_P_DERIVED,1.0,1.0
ds_3,M10,1.0,I,1.0,1.0
ds_3,M10,1.0,P_RAW,0.0625,0.0
ds_3,M10,1.0,P_DERIVED,1.0,1.0
ds_3,M10,1.0,I_P_RAW,1.0,1.0
ds_3,M10,1.0,I_P_DERIVED,1.0,1.0
ds_3,M10,1.0,I_P_RAW_P_DERIVED,1.0,1.0
ds_3,M11,0.5,I,0.8333333333333333,1.0
ds_3,M11,0.5,P_RAW,0.09583333333333333,0.0
ds_3,M11,0.5,P_DERIVED,1.0,1.0
ds_3,M11,0.5,I_P_RAW,0.6428571428571428,0.5
ds_3,M11,0.5,I_P_DERIVED,1.0,1.0
ds_3,M11,0.5,I_P_RAW_P_DERIVED,0.8333333333333333,1.0
ds_3,M11,1.0,I,1.0,1.0
ds_3,M11,1.0,P_RAW,0.09583333333333333,0.0
ds_3,M11,1.0,P_DERIVED,1.0,1.0
ds_3,M11,1.0,I_P_RAW,1.0,1.0
ds_3,M11,1.0,I_P_DERIVED,1.0,1.0
ds_3,M11,1.0,I_P_RAW_P_DERIVED,1.0,1.0
ds_4,M04,0.5,I,0.16666666666666666,0.0
ds_4,M04,0.5,P_RAW,0.06666666666666667,0.0
ds_4,M04,0.5,P_DERIVED,0.08333333333333333,0.0
ds_4,M04,0.5,I_P_RAW,0.06666666666666667,0.0
ds_4,M04,0.5,I_P_DERIVED,0.1111111111111111,0.0
ds_4,M04,0.5,I_P_RAW_P_DERIVED,0.06666666666666667,0.0
ds_4,M04,1.0,I,0.06666666666666667,0.0
ds_4,M04,1.0,P_RAW,0.06666666666666667,0.0
ds_4,M04,1.0,P_DERIVED,0.08333333333333333,0.0
ds_4,M04,1.0,I_P_RAW,0.06666666666666667,0.0
ds_4,M04,1.0,I_P_DERIVED,0.06666666666666667,0.0
ds_4,M04,1.0,I_P_RAW_P_DERIVED,0.06666666666666667,0.0
ds_4,M05,0.5,I,0.3333333333333333,1.0
ds_4,M05,0.5,P_RAW,0.1111111111111111,0.0
ds_4,M05,0.5,P_DERIVED,0.07692307692307693,0.0
ds_4,M05,0.5,I_P_RAW,0.3333333333333333,1.0
ds_4,M05,0.5,I_P_DERIVED,0.3333333333333333,1.0
ds_4,M05,0.5,I_P_RAW_P_DERIVED,0.3333333333333333,1.0
ds_4,M05,1.0,I,0.14285714285714285,0.0
ds_4,M05,1.0,P_RAW,0.16666666666666666,0.0
ds_4,M05,1.0,P_DERIVED,0.07692307692307693,0.0
ds_4,M05,1.0,I_P_RAW,0.125,0.0
ds_4,M05,1.0,I_P_DERIVED,0.06666666666666667,0.0
ds_4,M05,1.0,I_P_RAW_P_DERIVED,0.07142857142857142,0.0
ds_4,M06,0.5,I,1.0,1.0
ds_4,M06,0.5,P_RAW,0.1227124183006536,0.0
ds_4,M06,0.5,P_DERIVED,1.0,1.0
ds_4,M06,0.5,I_P_RAW,1.0,1.0
ds_4,M06,0.5,I_P_DERIVED,1.0,1.0
ds_4,M06,0.5,I_P_RAW_P_DERIVED,1.0,1.0
ds_4,M06,1.0,I,1.0,1.0
ds_4,M06,1.0,P_RAW,0.1227124183006536,0.0
ds_4,M06,1.0,P_DERIVED,1.0,1.0
ds_4,M06,1.0,I_P_RAW,1.0,1.0
ds_4,M06,1.0,I_P_DERIVED,1.0,1.0
ds_4,M06,1.0,I_P_RAW_P_DERIVED,1.0,1.0
ds_4,M07,0.5,I,0.3125,0.5
ds_4,M07,0.5,P_RAW,0.09583333333333333,0.0
ds_4,M07,0.5,P_DERIVED,0.8333333333333333,1.0
ds_4,M07,0.5,I_P_RAW,0.22916666666666666,0.5
ds_4,M07,0.5,I_P_DERIVED,0.625,0.5
ds_4,M07,0.5,I_P_RAW_P_DERIVED,0.22916666666666666,0.5
ds_4,M07,1.0,I,0.3125,0.5
ds_4,M07,1.0,P_RAW,0.09583333333333333,0.0
ds_4,M07,1.0,P_DERIVED,0.8333333333333333,1.0
ds_4,M07,1.0,I_P_RAW,0.22916666666666666,0.5
ds_4,M07,1.0,I_P_DERIVED,0.625,0.5
ds_4,M07,1.0,I_P_RAW_P_DERIVED,0.22916666666666666,0.5
ds_4,M08,0.5,I,0.06666666666666667,0.0
ds_4,M08,0.5,P_RAW,0.06666666666666667,0.0
ds_4,M08,0.5,P_DERIVED,0.1111111111111111,0.0
ds_4,M08,0.5,I_P_RAW,0.06666666666666667,0.0
ds_4,M08,0.5,I_P_DERIVED,0.08333333333333333,0.0
ds_4,M08,0.5,I_P_RAW_P_DERIVED,0.06666666666666667,0.0
ds_4,M08,1.0,I,0.06666666666666667,0.0
ds_4,M08,1.0,P_RAW,0.06666666666666667,0.0
ds_4,M08,1.0,P_DERIVED,0.09090909090909091,0.0
ds_4,M08,1.0,I_P_RAW,0.06666666666666667,0.0
ds_4,M08,1.0,I_P_DERIVED,0.07142857142857142,0.0
ds_4,M08,1.0,I_P_RAW_P_DERIVED,0.06666666666666667,0.0
ds_4,M09,0.5,I,0.2,1.0
ds_4,M09,0.5,P_RAW,0.06666666666666667,0.0
ds_4,M09,0.5,P_DERIVED,0.09090909090909091,0.0
ds_4,M09,0.5,I_P_RAW,0.06666666666666667,0.0
