dataset_index,mechanism,strength,training_seed,strict_auc_sp8,strict_auc_b1,strict_diff,full_auc_sp8,full_auc_b1,full_diff,gap_diff,exact_match,within_1e_8,within_1e_6
0,M01,S4,7777,0.689792,0.689792,0.0,0.930833,0.930833,0.0,0.0,True,True,True
0,M01,S5,13,0.689792,0.689792,0.0,1.0,1.0,0.0,0.0,True,True,True
0,M01,S5,42,0.689792,0.689792,0.0,1.0,1.0,0.0,0.0,True,True,True
0,M01,S5,2026,0.689792,0.689792,0.0,1.0,1.0,0.0,0.0,True,True,True
0,M01,S5,3407,0.689792,0.689792,0.0,1.0,1.0,0.0,0.0,True,True,True
0,M01,S5,7777,0.689792,0.689792,0.0,1.0,1.0,0.0,0.0,True,True,True
0,M02,S1,13,0.689792,0.689792,0.0,0.737292,0.737292,0.0,0.0,True,True,True
0,M02,S1,42,0.689792,0.689792,0.0,0.724375,0.724375,0.0,0.0,True,True,True
0,M02,S1,2026,0.689792,0.689792,0.0,0.707396,0.707396,0.0,0.0,True,True,True
0,M02,S1,3407,0.689792,0.689792,0.0,0.749479,0.749479,0.0,0.0,True,True,True
0,M02,S1,7777,0.689792,0.689792,0.0,0.781667,0.781667,0.0,0.0,True,True,True
0,M02,S2,13,0.689792,0.689792,0.0,0.830729,0.830729,0.0,0.0,True,True,True
0,M02,S2,42,0.689792,0.689792,0.0,0.819167,0.819167,0.0,0.0,True,True,True
0,M02,S2,2026,0.689792,0.689792,0.0,0.800937,0.800937,0.0,0.0,True,True,True
0,M02,S2,3407,0.689792,0.689792,0.0,0.8325,0.8325,0.0,0.0,True,True,True
0,M02,S2,7777,0.689792,0.689792,0.0,0.861979,0.861979,0.0,0.0,True,True,True
0,M02,S3,13,0.689792,0.689792,0.0,0.914062,0.914062,0.0,0.0,True,True,True
0,M02,S3,42,0.689792,0.689792,0.0,0.902396,0.902396,0.0,0.0,True,True,True
0,M02,S3,2026,0.689792,0.689792,0.0,0.893646,0.893646,0.0,0.0,True,True,True
0,M02,S3,3407,0.689792,0.689792,0.0,0.9025,0.9025,0.0,0.0,True,True,True
0,M02,S3,7777,0.689792,0.689792,0.0,0.925521,0.925521,0.0,0.0,True,True,True
0,M02,S4,13,0.689792,0.689792,0.0,0.965938,0.965938,0.0,0.0,True,True,True
0,M02,S4,42,0.689792,0.689792,0.0,0.954063,0.954063,0.0,0.0,True,True,True
0,M02,S4,2026,0.689792,0.689792,0.0,0.952292,0.952292,0.0,0.0,True,True,True
0,M02,S4,3407,0.689792,0.689792,0.0,0.949167,0.949167,0.0,0.0,True,True,True
0,M02,S4,7777,0.689792,0.689792,0.0,0.964063,0.964063,0.0,0.0,True,True,True
0,M02,S5,13,0.689792,0.689792,0.0,0.991354,0.991354,0.0,0.0,True,True,True
0,M02,S5,42,0.689792,0.689792,0.0,0.981146,0.981146,0.0,0.0,True,True,True
0,M02,S5,2026,0.689792,0.689792,0.0,0.983646,0.983646,0.0,0.0,True,True,True
0,M02,S5,3407,0.689792,0.689792,0.0,0.976979,0.976979,0.0,0.0,True,True,True
0,M02,S5,7777,0.689792,0.689792,0.0,0.985729,0.985729,0.0,0.0,True,True,True
0,M03,S1,13,0.689792,0.689792,0.0,0.680937,0.680937,0.0,0.0,True,True,True
0,M03,S1,42,0.689792,0.689792,0.0,0.689896,0.689896,0.0,0.0,True,True,True
0,M03,S1,2026,0.689792,0.689792,0.0,0.69625,0.69625,0.0,0.0,True,True,True
0,M03,S1,3407,0.689792,0.689792,0.0,0.685312,0.685312,0.0,0.0,True,True,True
0,M03,S1,7777,0.689792,0.689792,0.0,0.687396,0.687396,0.0,0.0,True,True,True
0,M03,S2,13,0.689792,0.689792,0.0,0.675729,0.675729,0.0,0.0,True,True,True
0,M03,S2,42,0.689792,0.689792,0.0,0.684063,0.684063,0.0,0.0,True,True,True
0,M03,S2,2026,0.689792,0.689792,0.0,0.684167,0.684167,0.0,0.0,True,True,True
0,M03,S2,3407,0.689792,0.689792,0.0,0.676042,0.676042,0.0,0.0,True,True,True
0,M03,S2,7777,0.689792,0.689792,0.0,0.679271,0.679271,0.0,0.0,True,True,True
0,M03,S3,13,0.689792,0.689792,0.0,0.672292,0.672292,0.0,0.0,True,True,True
0,M03,S3,42,0.689792,0.689792,0.0,0.678958,0.678958,0.0,0.0,True,True,True
0,M03,S3,2026,0.689792,0.689792,0.0,0.68,0.68,0.0,0.0,True,True,True
0,M03,S3,3407,0.689792,0.689792,0.0,0.671562,0.671562,0.0,0.0,True,True,True
0,M03,S3,7777,0.689792,0.689792,0.0,0.673854,0.673854,0.0,0.0,True,True,True
0,M03,S4,13,0.689792,0.689792,0.0,0.669479,0.669479,0.0,0.0,True,True,True
0,M03,S4,42,0.689792,0.689792,0.0,0.675104,0.675104,0.0,0.0,True,True,True
0,M03,S4,2026,0.689792,0.689792,0.0,0.676042,0.676042,0.0,0.0,True,True,True
0,M03,S4,3407,0.689792,0.689792,0.0,0.671667,0.671667,0.0,0.0,True,True,True
0,M03,S4,7777,0.689792,0.689792,0.0,0.670104,0.670104,0.0,0.0,True,True,True
0,M03,S5,13,0.689792,0.689792,0.0,0.668958,0.668958,0.0,0.0,True,True,True
0,M03,S5,42,0.689792,0.689792,0.0,0.673333,0.673333,0.0,0.0,True,True,True
0,M03,S5,2026,0.689792,0.689792,0.0,0.672813,0.672813,0.0,0.0,True,True,True
0,M03,S5,3407,0.689792,0.689792,0.0,0.670938,0.670938,0.0,0.0,True,True,True
0,M03,S5,7777,0.689792,0.689792,0.0,0.66875,0.66875,0.0,0.0,True,True,True
0,M04,S1,13,0.689792,0.689792,0.0,0.689792,0.689792,0.0,0.0,True,True,True
0,M04,S1,42,0.689792,0.689792,0.0,0.689479,0.689479,0.0,0.0,True,True,True
0,M04,S1,2026,0.689792,0.689792,0.0,0.694271,0.694271,0.0,0.0,True,True,True
0,M04,S1,3407,0.689792,0.689792,0.0,0.689792,0.689792,0.0,0.0,True,True,True
0,M04,S1,7777,0.689792,0.689792,0.0,0.693333,0.693333,0.0,0.0,True,True,True
0,M04,S2,13,0.689792,0.689792,0.0,0.689688,0.689688,0.0,0.0,True,True,True
0,M04,S2,42,0.689792,0.689792,0.0,0.689688,0.689688,0.0,0.0,True,True,True
0,M04,S2,2026,0.689792,0.689792,0.0,0.693958,0.693958,0.0,0.0,True,True,True
0,M04,S2,3407,0.689792,0.689792,0.0,0.690104,0.690104,0.0,0.0,True,True,True
0,M04,S2,7777,0.689792,0.689792,0.0,0.692187,0.692187,0.0,0.0,True,True,True
0,M04,S3,13,0.689792,0.689792,0.0,0.690521,0.690521,0.0,0.0,True,True,True
0,M04,S3,42,0.689792,0.689792,0.0,0.689688,0.689688,0.0,0.0,True,True,True
0,M04,S3,2026,0.689792,0.689792,0.0,0.694479,0.694479,0.0,0.0,True,True,True
0,M04,S3,3407,0.689792,0.689792,0.0,0.690625,0.690625,0.0,0.0,True,True,True
0,M04,S3,7777,0.689792,0.689792,0.0,0.691875,0.691875,0.0,0.0,True,True,True
0,M04,S4,13,0.689792,0.689792,0.0,0.690208,0.690208,0.0,0.0,True,True,True
0,M04,S4,42,0.689792,0.689792,0.0,0.689687,0.689687,0.0,0.0,True,True,True
0,M04,S4,2026,0.689792,0.689792,0.0,0.694479,0.694479,0.0,0.0,True,True,True
0,M04,S4,3407,0.689792,0.689792,0.0,0.689583,0.689583,0.0,0.0,True,True,True
0,M04,S4,7777,0.689792,0.689792,0.0,0.690104,0.690104,0.0,0.0,True,True,True
0,M04,S5,13,0.689792,0.689792,0.0,0.69,0.69,0.0,0.0,True,True,True
0,M04,S5,42,0.689792,0.689792,0.0,0.690208,0.690208,0.0,0.0,True,True,True
0,M04,S5,2026,0.689792,0.689792,0.0,0.694792,0.694792,0.0,0.0,True,True,True
0,M04,S5,3407,0.689792,0.689792,0.0,0.689271,0.689271,0.0,0.0,True,True,True
0,M04,S5,7777,0.689792,0.689792,0.0,0.69,0.69,0.0,0.0,True,True,True
0,M05,S1,13,0.689792,0.689792,0.0,0.689896,0.689896,0.0,0.0,True,True,True
0,M05,S1,42,0.689792,0.689792,0.0,0.688333,0.688333,0.0,0.0,True,True,True
0,M05,S1,2026,0.689792,0.689792,0.0,0.691562,0.691562,0.0,0.0,True,True,True
0,M05,S1,3407,0.689792,0.689792,0.0,0.690104,0.690104,0.0,0.0,True,True,True
0,M05,S1,7777,0.689792,0.689792,0.0,0.694583,0.694583,0.0,0.0,True,True,True
0,M05,S2,13,0.689792,0.689792,0.0,0.689375,0.689375,0.0,0.0,True,True,True
0,M05,S2,42,0.689792,0.689792,0.0,0.687396,0.687396,0.0,0.0,True,True,True
0,M05,S2,2026,0.689792,0.689792,0.0,0.690833,0.690833,0.0,0.0,True,True,True
0,M05,S2,3407,0.689792,0.689792,0.0,0.690312,0.690312,0.0,0.0,True,True,True
0,M05,S2,7777,0.689792,0.689792,0.0,0.695,0.695,0.0,0.0,True,True,True
0,M05,S3,13,0.689792,0.689792,0.0,0.688542,0.688542,0.0,0.0,True,True,True
0,M05,S3,42,0.689792,0.689792,0.0,0.686979,0.686979,0.0,0.0,True,True,True
0,M05,S3,2026,0.689792,0.689792,0.0,0.689688,0.689688,0.0,0.0,True,True,True
0,M05,S3,3407,0.689792,0.689792,0.0,0.691979,0.691979,0.0,0.0,True,True,True
0,M05,S3,7777,0.689792,0.689792,0.0,0.694792,0.694792,0.0,0.0,True,True,True
0,M05,S4,13,0.689792,0.689792,0.0,0.688125,0.688125,0.0,0.0,True,True,True
0,M05,S4,42,0.689792,0.689792,0.0,0.687396,0.687396,0.0,0.0,True,True,True
0,M05,S4,2026,0.689792,0.689792,0.0,0.688542,0.688542,0.0,0.0,True,True,True
0,M05,S4,3407,0.689792,0.689792,0.0,0.691458,0.691458,0.0,0.0,True,True,True
0,M05,S4,7777,0.689792,0.689792,0.0,0.694375,0.694375,0.0,0.0,True,True,True
0,M05,S5,13,0.689792,0.689792,0.0,0.688646,0.688646,0.0,0.0,True,True,True
0,M05,S5,42,0.689792,0.689792,0.0,0.687917,0.687917,0.0,0.0,True,True,True
0,M05,S5,2026,0.689792,0.689792,0.0,0.688542,0.688542,0.0,0.0,True,True,True
0,M05,S5,3407,0.689792,0.689792,0.0,0.691562,0.691562,0.0,0.0,True,True,True
0,M05,S5,7777,0.689792,0.689792,0.0,0.693958,0.693958,0.0,0.0,True,True,True
0,M06,S1,13,0.689792,0.689792,0.0,0.807292,0.807292,0.0,0.0,True,True,True
0,M06,S1,42,0.689792,0.689792,0.0,0.792083,0.792083,0.0,0.0,True,True,True
0,M06,S1,2026,0.689792,0.689792,0.0,0.772396,0.772396,0.0,0.0,True,True,True
0,M06,S1,3407,0.689792,0.689792,0.0,0.812604,0.812604,0.0,0.0,True,True,True
0,M06,S1,7777,0.689792,0.689792,0.0,0.844375,0.844375,0.0,0.0,True,True,True
0,M06,S2,13,0.689792,0.689792,0.0,0.963958,0.963958,0.0,0.0,True,True,True
0,M06,S2,42,0.689792,0.689792,0.0,0.964583,0.964583,0.0,0.0,True,True,True
0,M06,S2,2026,0.689792,0.689792,0.0,0.960417,0.960417,0.0,0.0,True,True,True
0,M06,S2,3407,0.689792,0.689792,0.0,0.959063,0.959063,0.0,0.0,True,True,True
0,M06,S2,7777,0.689792,0.689792,0.0,0.966979,0.966979,0.0,0.0,True,True,True
0,M06,S3,13,0.689792,0.689792,0.0,0.999896,0.999896,0.0,0.0,True,True,True
0,M06,S3,42,0.689792,0.689792,0.0,0.999271,0.999271,0.0,0.0,True,True,True
0,M06,S3,2026,0.689792,0.689792,0.0,0.999792,0.999792,0.0,0.0,True,True,True
0,M06,S3,3407,0.689792,0.689792,0.0,0.999271,0.999271,0.0,0.0,True,True,True
0,M06,S3,7777,0.689792,0.689792,0.0,0.999479,0.999479,0.0,0.0,True,True,True
0,M06,S4,13,0.689792,0.689792,0.0,1.0,1.0,0.0,0.0,True,True,True
0,M06,S4,42,0.689792,0.689792,0.0,1.0,1.0,0.0,0.0,True,True,True
0,M06,S4,2026,0.689792,0.689792,0.0,1.0,1.0,0.0,0.0,True,True,True
0,M06,S4,3407,0.689792,0.689792,0.0,1.0,1.0,0.0,0.0,True,True,True
0,M06,S4,7777,0.689792,0.689792,0.0,1.0,1.0,0.0,0.0,True,True,True
0,M06,S5,13,0.689792,0.689792,0.0,1.0,1.0,0.0,0.0,True,True,True
0,M06,S5,42,0.689792,0.689792,0.0,1.0,1.0,0.0,0.0,True,True,True
0,M06,S5,2026,0.689792,0.689792,0.0,1.0,1.0,0.0,0.0,True,True,True
0,M06,S5,3407,0.689792,0.689792,0.0,1.0,1.0,0.0,0.0,True,True,True
0,M06,S5,7777,0.689792,0.689792,0.0,1.0,1.0,0.0,0.0,True,True,True
0,M07,S1,13,0.689792,0.689792,0.0,0.691042,0.691042,0.0,0.0,True,True,True
0,M07,S1,42,0.689792,0.689792,0.0,0.698021,0.698021,0.0,0.0,True,True,True
0,M07,S1,2026,0.689792,0.689792,0.0,0.691458,0.691458,0.0,0.0,True,True,True
0,M07,S1,3407,0.689792,0.689792,0.0,0.691979,0.691979,0.0,0.0,True,True,True
0,M07,S1,7777,0.689792,0.689792,0.0,0.691042,0.691042,0.0,0.0,True,True,True
0,M07,S2,13,0.689792,0.689792,0.0,0.702187,0.702187,0.0,0.0,True,True,True
0,M07,S2,42,0.689792,0.689792,0.0,0.743021,0.743021,0.0,0.0,True,True,True
0,M07,S2,2026,0.689792,0.689792,0.0,0.718021,0.718021,0.0,0.0,True,True,True
0,M07,S2,3407,0.689792,0.689792,0.0,0.724375,0.724375,0.0,0.0,True,True,True
0,M07,S2,7777,0.689792,0.689792,0.0,0.72,0.72,0.0,0.0,True,True,True
0,M07,S3,13,0.689792,0.689792,0.0,0.76625,0.76625,0.0,0.0,True,True,True
0,M07,S3,42,0.689792,0.689792,0.0,0.787708,0.787708,0.0,0.0,True,True,True
0,M07,S3,2026,0.689792,0.689792,0.0,0.765104,0.765104,0.0,0.0,True,True,True
0,M07,S3,3407,0.689792,0.689792,0.0,0.774687,0.774687,0.0,0.0,True,True,True
0,M07,S3,7777,0.689792,0.689792,0.0,0.788854,0.788854,0.0,0.0,True,True,True
0,M07,S4,13,0.689792,0.689792,0.0,0.861458,0.861458,0.0,0.0,True,True,True
0,M07,S4,42,0.689792,0.689792,0.0,0.836562,0.836562,0.0,0.0,True,True,True
0,M07,S4,2026,0.689792,0.689792,0.0,0.827396,0.827396,0.0,0.0,True,True,True
0,M07,S4,3407,0.689792,0.689792,0.0,0.877604,0.877604,0.0,0.0,True,True,True
0,M07,S4,7777,0.689792,0.689792,0.0,0.843229,0.843229,0.0,0.0,True,True,True
0,M07,S5,13,0.689792,0.689792,0.0,0.912917,0.912917,0.0,0.0,True,True,True
0,M07,S5,42,0.689792,0.689792,0.0,0.890521,0.890521,0.0,0.0,True,True,True
0,M07,S5,2026,0.689792,0.689792,0.0,0.897396,0.897396,0.0,0.0,True,True,True
0,M07,S5,3407,0.689792,0.689792,0.0,0.923021,0.923021,0.0,0.0,True,True,True
0,M07,S5,7777,0.689792,0.689792,0.0,0.908125,0.908125,0.0,0.0,True,True,True
0,M08,S1,13,0.689792,0.689792,0.0,0.687812,0.687812,0.0,0.0,True,True,True
0,M08,S1,42,0.689792,0.689792,0.0,0.686042,0.686042,0.0,0.0,True,True,True
0,M08,S1,2026,0.689792,0.689792,0.0,0.686042,0.686042,0.0,0.0,True,True,True
0,M08,S1,3407,0.689792,0.689792,0.0,0.690312,0.690312,0.0,0.0,True,True,True
0,M08,S1,7777,0.689792,0.689792,0.0,0.694792,0.694792,0.0,0.0,True,True,True
0,M08,S2,13,0.689792,0.689792,0.0,0.688229,0.688229,0.0,0.0,True,True,True
0,M08,S2,42,0.689792,0.689792,0.0,0.684792,0.684792,0.0,0.0,True,True,True
0,M08,S2,2026,0.689792,0.689792,0.0,0.685208,0.685208,0.0,0.0,True,True,True
0,M08,S2,3407,0.689792,0.689792,0.0,0.693229,0.693229,0.0,0.0,True,True,True
0,M08,S2,7777,0.689792,0.689792,0.0,0.695625,0.695625,0.0,0.0,True,True,True
0,M08,S3,13,0.689792,0.689792,0.0,0.6875,0.6875,0.0,0.0,True,True,True
0,M08,S3,42,0.689792,0.689792,0.0,0.685104,0.685104,0.0,0.0,True,True,True
0,M08,S3,2026,0.689792,0.689792,0.0,0.681979,0.681979,0.0,0.0,True,True,True
0,M08,S3,3407,0.689792,0.689792,0.0,0.694167,0.694167,0.0,0.0,True,True,True
0,M08,S3,7777,0.689792,0.689792,0.0,0.694479,0.694479,0.0,0.0,True,True,True
0,M08,S4,13,0.689792,0.689792,0.0,0.686875,0.686875,0.0,0.0,True,True,True
0,M08,S4,42,0.689792,0.689792,0.0,0.685625,0.685625,0.0,0.0,True,True,True
0,M08,S4,2026,0.689792,0.689792,0.0,0.683542,0.683542,0.0,0.0,True,True,True
0,M08,S4,3407,0.689792,0.689792,0.0,0.694583,0.694583,0.0,0.0,True,True,True
0,M08,S4,7777,0.689792,0.689792,0.0,0.694271,0.694271,0.0,0.0,True,True,True
0,M08,S5,13,0.689792,0.689792,0.0,0.688333,0.688333,0.0,0.0,True,True,True
0,M08,S5,42,0.689792,0.689792,0.0,0.685833,0.685833,0.0,0.0,True,True,True
0,M08,S5,2026,0.689792,0.689792,0.0,0.683854,0.683854,0.0,0.0,True,True,True
0,M08,S5,3407,0.689792,0.689792,0.0,0.692604,0.692604,0.0,0.0,True,True,True
0,M08,S5,7777,0.689792,0.689792,0.0,0.694792,0.694792,0.0,0.0,True,True,True
0,M09,S1,13,0.689792,0.689792,0.0,0.753021,0.753021,0.0,0.0,True,True,True
0,M09,S1,42,0.689792,0.689792,0.0,0.786875,0.786875,0.0,0.0,True,True,True
0,M09,S1,2026,0.689792,0.689792,0.0,0.724479,0.724479,0.0,0.0,True,True,True
0,M09,S1,3407,0.689792,0.689792,0.0,0.745729,0.745729,0.0,0.0,True,True,True
0,M09,S1,7777,0.689792,0.689792,0.0,0.7675,0.7675,0.0,0.0,True,True,True
0,M09,S2,13,0.689792,0.689792,0.0,0.864688,0.864688,0.0,0.0,True,True,True
0,M09,S2,42,0.689792,0.689792,0.0,0.861667,0.861667,0.0,0.0,True,True,True
0,M09,S2,2026,0.689792,0.689792,0.0,0.816771,0.816771,0.0,0.0,True,True,True
0,M09,S2,3407,0.689792,0.689792,0.0,0.861563,0.861563,0.0,0.0,True,True,True
0,M09,S2,7777,0.689792,0.689792,0.0,0.893854,0.893854,0.0,0.0,True,True,True
0,M09,S3,13,0.689792,0.689792,0.0,0.92375,0.92375,0.0,0.0,True,True,True
0,M09,S3,42,0.689792,0.689792,0.0,0.926771,0.926771,0.0,0.0,True,True,True
0,M09,S3,2026,0.689792,0.689792,0.0,0.904271,0.904271,0.0,0.0,True,True,True
0,M09,S3,3407,0.689792,0.689792,0.0,0.939583,0.939583,0.0,0.0,True,True,True
0,M09,S3,7777,0.689792,0.689792,0.0,0.957083,0.957083,0.0,0.0,True,True,True
0,M09,S4,13,0.689792,0.689792,0.0,0.953229,0.953229,0.0,0.0,True,True,True
0,M09,S4,42,0.689792,0.689792,0.0,0.959375,0.959375,0.0,0.0,True,True,True
0,M09,S4,2026,0.689792,0.689792,0.0,0.952396,0.952396,0.0,0.0,True,True,True
0,M09,S4,3407,0.689792,0.689792,0.0,0.978021,0.978021,0.0,0.0,True,True,True
0,M09,S4,7777,0.689792,0.689792,0.0,0.985938,0.985938,0.0,0.0,True,True,True
0,M09,S5,13,0.689792,0.689792,0.0,0.968854,0.968854,0.0,0.0,True,True,True
0,M09,S5,42,0.689792,0.689792,0.0,0.967917,0.967917,0.0,0.0,True,True,True
0,M09,S5,2026,0.689792,0.689792,0.0,0.97875,0.97875,0.0,0.0,True,True,True
0,M09,S5,3407,0.689792,0.689792,0.0,0.991563,0.991563,0.0,0.0,True,True,True
0,M09,S5,7777,0.689792,0.689792,0.0,0.993542,0.993542,0.0,0.0,True,True,True
0,M10,S1,13,0.689688,0.689688,0.0,0.752396,0.752396,0.0,0.0,True,True,True
0,M10,S1,42,0.689688,0.689688,0.0,0.739167,0.739167,0.0,0.0,True,True,True
0,M10,S1,2026,0.689688,0.689688,0.0,0.717917,0.717917,0.0,0.0,True,True,True
0,M10,S1,3407,0.689688,0.689688,0.0,0.764896,0.764896,0.0,0.0,True,True,True
0,M10,S1,7777,0.689688,0.689688,0.0,0.796146,0.796146,0.0,0.0,True,True,True
0,M10,S2,13,0.689688,0.689688,0.0,0.861667,0.861667,0.0,0.0,True,True,True
0,M10,S2,42,0.689688,0.689688,0.0,0.849375,0.849375,0.0,0.0,True,True,True
0,M10,S2,2026,0.689688,0.689688,0.0,0.834375,0.834375,0.0,0.0,True,True,True
0,M10,S2,3407,0.689688,0.689688,0.0,0.8575,0.8575,0.0,0.0,True,True,True
0,M10,S2,7777,0.689688,0.689688,0.0,0.886667,0.886667,0.0,0.0,True,True,True
0,M10,S3,13,0.689688,0.689688,0.0,0.945208,0.945208,0.0,0.0,True,True,True
0,M10,S3,42,0.689688,0.689688,0.0,0.933646,0.933646,0.0,0.0,True,True,True
0,M10,S3,2026,0.689688,0.689688,0.0,0.927708,0.927708,0.0,0.0,True,True,True
0,M10,S3,3407,0.689688,0.689688,0.0,0.929063,0.929063,0.0,0.0,True,True,True
0,M10,S3,7777,0.689688,0.689688,0.0,0.947708,0.947708,0.0,0.0,True,True,True
0,M10,S4,13,0.689688,0.689688,0.0,0.986042,0.986042,0.0,0.0,True,True,True
0,M10,S4,42,0.689688,0.689688,0.0,0.974687,0.974687,0.0,0.0,True,True,True
0,M10,S4,2026,0.689688,0.689688,0.0,0.975625,0.975625,0.0,0.0,True,True,True
0,M10,S4,3407,0.689688,0.689688,0.0,0.969375,0.969375,0.0,0.0,True,True,True
0,M10,S4,7777,0.689688,0.689688,0.0,0.979896,0.979896,0.0,0.0,True,True,True
0,M10,S5,13,0.689688,0.689688,0.0,0.998125,0.998125,0.0,0.0,True,True,True
0,M10,S5,42,0.689688,0.689688,0.0,0.991875,0.991875,0.0,0.0,True,True,True
0,M10,S5,2026,0.689688,0.689688,0.0,0.993854,0.993854,0.0,0.0,True,True,True
0,M10,S5,3407,0.689688,0.689688,0.0,0.989375,0.989375,0.0,0.0,True,True,True
0,M10,S5,7777,0.689688,0.689688,0.0,0.994375,0.994375,0.0,0.0,True,True,True
0,M11,S1,13,0.689792,0.689792,0.0,0.822083,0.822083,0.0,0.0,True,True,True
0,M11,S1,42,0.689792,0.689792,0.0,0.72,0.72,0.0,0.0,True,True,True
0,M11,S1,2026,0.689792,0.689792,0.0,0.894792,0.894792,0.0,0.0,True,True,True
0,M11,S1,3407,0.689792,0.689792,0.0,0.884792,0.884792,0.0,0.0,True,True,True
0,M11,S1,7777,0.689792,0.689792,0.0,0.802708,0.802708,0.0,0.0,True,True,True
0,M11,S2,13,0.689792,0.689792,0.0,0.923125,0.923125,0.0,0.0,True,True,True
0,M11,S2,42,0.689792,0.689792,0.0,0.88375,0.88375,0.0,0.0,True,True,True
0,M11,S2,2026,0.689792,0.689792,0.0,0.981042,0.981042,0.0,0.0,True,True,True
0,M11,S2,3407,0.689792,0.689792,0.0,0.995104,0.995104,0.0,0.0,True,True,True
0,M11,S2,7777,0.689792,0.689792,0.0,0.949375,0.949375,0.0,0.0,True,True,True
0,M11,S3,13,0.689792,0.689792,0.0,0.994479,0.994479,0.0,0.0,True,True,True
0,M11,S3,42,0.689792,0.689792,0.0,1.0,1.0,0.0,0.0,True,True,True
0,M11,S3,2026,0.689792,0.689792,0.0,0.998542,0.998542,0.0,0.0,True,True,True
0,M11,S3,3407,0.689792,0.689792,0.0,1.0,1.0,0.0,0.0,True,True,True
0,M11,S3,7777,0.689792,0.689792,0.0,0.991354,0.991354,0.0,0.0,True,True,True
0,M11,S4,13,0.689792,0.689792,0.0,1.0,1.0,0.0,0.0,True,True,True
0,M11,S4,42,0.689792,0.689792,0.0,1.0,1.0,0.0,0.0,True,True,True
0,M11,S4,2026,0.689792,0.689792,0.0,1.0,1.0,0.0,0.0,True,True,True
0,M11,S4,3407,0.689792,0.689792,0.0,1.0,1.0,0.0,0.0,True,True,True
0,M11,S4,7777,0.689792,0.689792,0.0,1.0,1.0,0.0,0.0,True,True,True
0,M11,S5,13,0.689792,0.689792,0.0,1.0,1.0,0.0,0.0,True,True,True
0,M11,S5,42,0.689792,0.689792,0.0,1.0,1.0,0.0,0.0,True,True,True
0,M11,S5,2026,0.689792,0.689792,0.0,1.0,1.0,0.0,0.0,True,True,True
0,M11,S5,3407,0.689792,0.689792,0.0,1.0,1.0,0.0,0.0,True,True,True
0,M11,S5,7777,0.689792,0.689792,0.0,1.0,1.0,0.0,0.0,True,True,True
1,M01,S1,13,0.570391,0.570391,0.0,0.605911,0.605911,0.0,0.0,True,True,True
1,M01,S1,42,0.570391,0.570391,0.0,0.605911,0.605911,0.0,0.0,True,True,True
1,M01,S1,2026,0.570391,0.570391,0.0,0.616887,0.616887,0.0,0.0,True,True,True
1,M01,S1,3407,0.570391,0.570391,0.0,0.624147,0.624147,0.0,0.0,True,True,True
1,M01,S1,7777,0.570391,0.570391,0.0,0.590182,0.590182,0.0,0.0,True,True,True
1,M01,S2,13,0.570391,0.570391,0.0,0.704433,0.704433,0.0,0.0,True,True,True
1,M01,S2,42,0.570391,0.570391,0.0,0.704001,0.704001,0.0,0.0,True,True,True
1,M01,S2,2026,0.570391,0.570391,0.0,0.744102,0.744102,0.0,0.0,True,True,True
1,M01,S2,3407,0.570391,0.570391,0.0,0.721113,0.721113,0.0,0.0,True,True,True
1,M01,S2,7777,0.570391,0.570391,0.0,0.700804,0.700804,0.0,0.0,True,True,True
