ds,mech,strength,model,seed,clean_auc,full_auc,inflation,auprc,top5_recall,n_leak,n_legit,strategy,gov_auc,gov_legit_ret,gov_leak_recall
ds_2,M10,S1,catboost,42,0.8855298378208157,1.0,0.11447016217918426,1.0,1.0,1,16,G3_fixed_field_budget,0.8871043930089749,0.9375,1.0
ds_2,M10,S1,lr,42,0.9096205321996536,1.0,0.09037946780034645,1.0,1.0,1,16,G1_no_removal,1.0,1.0,0.0
ds_2,M10,S1,lr,42,0.9096205321996536,1.0,0.09037946780034645,1.0,1.0,1,16,G2_oracle_remove_all,0.9096205321996536,1.0,1.0
ds_2,M10,S1,lr,42,0.9096205321996536,1.0,0.09037946780034645,1.0,1.0,1,16,G3_fixed_field_budget,0.9160762084711069,0.9375,1.0
ds_2,M10,S3,catboost,42,0.8855298378208157,1.0,0.11447016217918426,1.0,1.0,1,16,G1_no_removal,1.0,1.0,0.0
ds_2,M10,S3,catboost,42,0.8855298378208157,1.0,0.11447016217918426,1.0,1.0,1,16,G2_oracle_remove_all,0.8855298378208157,1.0,1.0
ds_2,M10,S3,catboost,42,0.8855298378208157,1.0,0.11447016217918426,1.0,1.0,1,16,G3_fixed_field_budget,0.8871043930089749,0.9375,1.0
ds_2,M10,S3,lr,42,0.9096205321996536,1.0,0.09037946780034645,1.0,1.0,1,16,G1_no_removal,1.0,1.0,0.0
ds_2,M10,S3,lr,42,0.9096205321996536,1.0,0.09037946780034645,1.0,1.0,1,16,G2_oracle_remove_all,0.9096205321996536,1.0,1.0
ds_2,M10,S3,lr,42,0.9096205321996536,1.0,0.09037946780034645,1.0,1.0,1,16,G3_fixed_field_budget,0.9160762084711069,0.9375,1.0
ds_2,M10,S5,catboost,42,0.8855298378208157,1.0,0.11447016217918426,1.0,1.0,1,16,G1_no_removal,1.0,1.0,0.0
ds_2,M10,S5,catboost,42,0.8855298378208157,1.0,0.11447016217918426,1.0,1.0,1,16,G2_oracle_remove_all,0.8855298378208157,1.0,1.0
ds_2,M10,S5,catboost,42,0.8855298378208157,1.0,0.11447016217918426,1.0,1.0,1,16,G3_fixed_field_budget,0.8871043930089749,0.9375,1.0
ds_2,M10,S5,lr,42,0.9096205321996536,1.0,0.09037946780034645,1.0,1.0,1,16,G1_no_removal,1.0,1.0,0.0
ds_2,M10,S5,lr,42,0.9096205321996536,1.0,0.09037946780034645,1.0,1.0,1,16,G2_oracle_remove_all,0.9096205321996536,1.0,1.0
ds_2,M10,S5,lr,42,0.9096205321996536,1.0,0.09037946780034645,1.0,1.0,1,16,G3_fixed_field_budget,0.9160762084711069,0.9375,1.0
ds_3,M08,S1,catboost,42,0.8875313283208021,0.9080513784461153,0.020520050125313216,0.1111111111111111,0.0,1,15,G1_no_removal,0.9080513784461153,1.0,0.0
ds_3,M08,S1,catboost,42,0.8875313283208021,0.9080513784461153,0.020520050125313216,0.1111111111111111,0.0,1,15,G2_oracle_remove_all,0.8875313283208021,1.0,1.0
